"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14766330","SRR17518186","SRR14766411","SRR1334125","NDSU3","SRR3097528","SRR3097456","SRR5905071","SRR2102508","SRR28412151","SRR19397116","SRR15712217","SRR14766455","SRR6475644","SRR5928609"
"astE","","Succinylglutamate desuccinylase",581,581,1,1,5340,NA,NA,"",326,968,966,"POPOBFCK_02585","CBIADFLF_03218","IABIGAJC_02738","AOJNFOHD_03742","EOMJMOHL_02856","ALLEBCBP_01622","PIILDIKB_02436","JHIKAEHP_01468","PEGBKDIG_01191","CAFPMJGF_00181","KKIADDGI_00184","BMHAMMBM_00180","BHJELCCI_00930","JMHMHBON_00184","MAMFPLAJ_00156"
"astB","","N-succinylarginine dihydrolase",581,581,1,1,5341,NA,NA,"",275,1343,1339,"POPOBFCK_02586","CBIADFLF_03219","IABIGAJC_02737","AOJNFOHD_03741","EOMJMOHL_02855","ALLEBCBP_01621","PIILDIKB_02435","JHIKAEHP_01467","PEGBKDIG_01192","CAFPMJGF_00180","KKIADDGI_00183","BMHAMMBM_00179","BHJELCCI_00931","JMHMHBON_00183","MAMFPLAJ_00157"
"astC","","Succinylornithine transaminase",581,581,1,1,5344,NA,NA,"",1178,1226,1225,"POPOBFCK_02589","CBIADFLF_03222","IABIGAJC_02734","AOJNFOHD_03738","EOMJMOHL_02852","ALLEBCBP_01618","PIILDIKB_02432","JHIKAEHP_01464","PEGBKDIG_01195","CAFPMJGF_00177","KKIADDGI_00180","BMHAMMBM_00176","BHJELCCI_00934","JMHMHBON_00180","MAMFPLAJ_00160"
"xthA","","Exodeoxyribonuclease III",581,581,1,1,5345,NA,NA,"",806,878,806,"POPOBFCK_02590","CBIADFLF_03223","IABIGAJC_02733","AOJNFOHD_03737","EOMJMOHL_02851","ALLEBCBP_01617","PIILDIKB_02431","JHIKAEHP_01463","PEGBKDIG_01196","CAFPMJGF_00176","KKIADDGI_00179","BMHAMMBM_00175","BHJELCCI_00935","JMHMHBON_00179","MAMFPLAJ_00161"
"gdhA_2","","NADP-specific glutamate dehydrogenase",581,581,1,1,5348,NA,NA,"",1250,1343,1342,"POPOBFCK_02593","CBIADFLF_03226","IABIGAJC_02730","AOJNFOHD_03734","EOMJMOHL_02848","ALLEBCBP_01614","PIILDIKB_02428","JHIKAEHP_01460","PEGBKDIG_01199","CAFPMJGF_00173","KKIADDGI_00176","BMHAMMBM_00172","BHJELCCI_00938","JMHMHBON_00176","MAMFPLAJ_00164"
"ydjE_2","","Inner membrane metabolite transport protein YdjE",581,581,1,1,5356,NA,NA,"",581,1358,1356,"POPOBFCK_02600","CBIADFLF_03233","IABIGAJC_02723","AOJNFOHD_03727","EOMJMOHL_02841","ALLEBCBP_01607","PIILDIKB_02421","JHIKAEHP_01453","PEGBKDIG_01206","CAFPMJGF_00166","KKIADDGI_00169","BMHAMMBM_00165","BHJELCCI_00945","JMHMHBON_00169","MAMFPLAJ_00171"
"mipA","","MltA-interacting protein",581,581,1,1,5370,NA,NA,"",647,746,745,"POPOBFCK_02614","CBIADFLF_03247","IABIGAJC_02709","AOJNFOHD_03713","EOMJMOHL_02827","ALLEBCBP_01593","PIILDIKB_02407","JHIKAEHP_01439","PEGBKDIG_01220","CAFPMJGF_00152","KKIADDGI_00155","BMHAMMBM_00151","BHJELCCI_00959","JMHMHBON_00155","MAMFPLAJ_00185"
"group_1242","","hypothetical protein",581,581,1,1,5400,NA,NA,"",1586,1634,1593,"POPOBFCK_02644","CBIADFLF_03277","IABIGAJC_02679","AOJNFOHD_03683","EOMJMOHL_02797","ALLEBCBP_01563","PIILDIKB_02377","JHIKAEHP_01409","PEGBKDIG_01250","CAFPMJGF_00122","KKIADDGI_00125","BMHAMMBM_00121","BHJELCCI_00989","JMHMHBON_00125","MAMFPLAJ_00215"
"yodB","","Cytochrome b561 ",581,581,1,1,5402,NA,NA,"",407,530,529,"POPOBFCK_02646","CBIADFLF_03279","IABIGAJC_02677","AOJNFOHD_03681","EOMJMOHL_02795","ALLEBCBP_01561","PIILDIKB_02375","JHIKAEHP_01407","PEGBKDIG_01252","CAFPMJGF_00120","KKIADDGI_00123","BMHAMMBM_00119","BHJELCCI_00991","JMHMHBON_00123","MAMFPLAJ_00217"
"ydcV_2","","Inner membrane ABC transporter permease protein YdcV",581,581,1,1,5433,NA,NA,"",404,779,778,"POPOBFCK_02675","CBIADFLF_03308","IABIGAJC_03711","AOJNFOHD_03652","EOMJMOHL_02766","ALLEBCBP_01532","PIILDIKB_02346","JHIKAEHP_01378","PEGBKDIG_01281","CAFPMJGF_00091","KKIADDGI_00094","BMHAMMBM_00090","BHJELCCI_01020","JMHMHBON_00094","MAMFPLAJ_00246"
"ndh","","NADH dehydrogenase",581,581,1,1,5445,NA,NA,"",1247,1304,1303,"POPOBFCK_02687","CBIADFLF_03320","IABIGAJC_03723","AOJNFOHD_03640","EOMJMOHL_02754","ALLEBCBP_01520","PIILDIKB_02334","JHIKAEHP_01366","PEGBKDIG_01293","CAFPMJGF_00079","KKIADDGI_00082","BMHAMMBM_00078","BHJELCCI_01032","JMHMHBON_00082","MAMFPLAJ_00258"
"plsX","","Phosphate acyltransferase",581,581,1,1,5465,NA,NA,"",839,1049,1048,"POPOBFCK_02706","CBIADFLF_03339","IABIGAJC_03742","AOJNFOHD_03621","EOMJMOHL_02735","ALLEBCBP_01501","PIILDIKB_02315","JHIKAEHP_01347","PEGBKDIG_01312","CAFPMJGF_00060","KKIADDGI_00063","BMHAMMBM_00059","BHJELCCI_01051","JMHMHBON_00063","MAMFPLAJ_00277"
"yceB","","putative lipoprotein YceB",581,581,1,1,5495,NA,NA,"",560,626,560,"POPOBFCK_02735","CBIADFLF_03368","IABIGAJC_03771","AOJNFOHD_03592","EOMJMOHL_02706","ALLEBCBP_01472","PIILDIKB_02286","JHIKAEHP_01318","PEGBKDIG_01342","CAFPMJGF_00031","KKIADDGI_00034","BMHAMMBM_00030","BHJELCCI_01080","JMHMHBON_00034","MAMFPLAJ_00306"
"yceJ","","Cytochrome b561 ",581,581,1,1,5501,NA,NA,"",539,572,571,"POPOBFCK_02741","CBIADFLF_03374","IABIGAJC_03777","AOJNFOHD_03586","EOMJMOHL_02700","ALLEBCBP_01466","PIILDIKB_02280","JHIKAEHP_01312","PEGBKDIG_01348","CAFPMJGF_00025","KKIADDGI_00028","BMHAMMBM_00024","BHJELCCI_01086","JMHMHBON_00028","MAMFPLAJ_00312"
"group_1253","","hypothetical protein",581,581,1,1,5503,NA,NA,"",290,1052,1050,"POPOBFCK_02743","CBIADFLF_03376","IABIGAJC_03779","AOJNFOHD_03584","EOMJMOHL_02698","ALLEBCBP_01464","PIILDIKB_02278","JHIKAEHP_01310","PEGBKDIG_01350","CAFPMJGF_00023","KKIADDGI_00026","BMHAMMBM_00022","BHJELCCI_01088","JMHMHBON_00026","MAMFPLAJ_00314"
"ycdZ","","Inner membrane protein YcdZ",581,581,1,1,5524,NA,NA,"",494,512,509,"POPOBFCK_02761","CBIADFLF_03394","IABIGAJC_03797","AOJNFOHD_03566","EOMJMOHL_02680","ALLEBCBP_01446","PIILDIKB_02260","JHIKAEHP_01292","PEGBKDIG_01368","CAFPMJGF_00005","KKIADDGI_00008","BMHAMMBM_00004","BHJELCCI_01106","JMHMHBON_00008","MAMFPLAJ_04638"
"grpE","","Protein GrpE",581,581,1,1,3026,NA,NA,"",590,782,781,"POPOBFCK_03087","CBIADFLF_02385","IABIGAJC_00650","AOJNFOHD_04385","EOMJMOHL_03801","ALLEBCBP_04185","PIILDIKB_04221","JHIKAEHP_00020","PEGBKDIG_00386","CAFPMJGF_00764","KKIADDGI_01940","BMHAMMBM_02414","BHJELCCI_04447","JMHMHBON_00765","MAMFPLAJ_03132"
"recN","","DNA repair protein RecN",581,581,1,1,3028,NA,NA,"",1592,1661,1660,"POPOBFCK_03089","CBIADFLF_02383","IABIGAJC_00648","AOJNFOHD_04387","EOMJMOHL_03803","ALLEBCBP_04187","PIILDIKB_04219","JHIKAEHP_00022","PEGBKDIG_00388","CAFPMJGF_00766","KKIADDGI_01938","BMHAMMBM_02416","BHJELCCI_04445","JMHMHBON_00767","MAMFPLAJ_03134"
"group_1259","","hypothetical protein",581,581,1,1,3057,NA,NA,"",497,578,577,"POPOBFCK_03111","CBIADFLF_02361","IABIGAJC_00626","AOJNFOHD_00625","EOMJMOHL_03825","ALLEBCBP_04209","PIILDIKB_04558","JHIKAEHP_00044","PEGBKDIG_00410","CAFPMJGF_00788","KKIADDGI_01916","BMHAMMBM_02438","BHJELCCI_01116","JMHMHBON_00789","MAMFPLAJ_03156"
"group_1260","","hypothetical protein",581,581,1,1,3070,NA,NA,"",896,1058,1057,"POPOBFCK_03122","CBIADFLF_02350","IABIGAJC_00615","AOJNFOHD_00614","EOMJMOHL_03836","ALLEBCBP_04220","PIILDIKB_04569","JHIKAEHP_00055","PEGBKDIG_00421","CAFPMJGF_00799","KKIADDGI_01905","BMHAMMBM_02449","BHJELCCI_01127","JMHMHBON_00800","MAMFPLAJ_01058"
"group_1261","","hypothetical protein",581,581,1,1,3072,NA,NA,"",311,1766,1763,"POPOBFCK_03124","CBIADFLF_02348","IABIGAJC_00613","AOJNFOHD_00612","EOMJMOHL_03838","ALLEBCBP_04222","PIILDIKB_04571","JHIKAEHP_00057","PEGBKDIG_00423","CAFPMJGF_00801","KKIADDGI_01903","BMHAMMBM_02451","BHJELCCI_01129","JMHMHBON_00802","MAMFPLAJ_01060"
"xerC_1","","Tyrosine recombinase XerC",581,581,1,1,3091,NA,NA,"",899,1025,1024,"POPOBFCK_03141","CBIADFLF_02331","IABIGAJC_00595","AOJNFOHD_00595","EOMJMOHL_03855","ALLEBCBP_01433","PIILDIKB_00009","JHIKAEHP_00074","PEGBKDIG_00440","CAFPMJGF_00818","KKIADDGI_01886","BMHAMMBM_02468","BHJELCCI_01146","JMHMHBON_00819","MAMFPLAJ_01077"
"group_1267","","hypothetical protein",581,581,1,1,3107,NA,NA,"",797,896,895,"POPOBFCK_03155","CBIADFLF_02317","IABIGAJC_00581","AOJNFOHD_00581","EOMJMOHL_03869","ALLEBCBP_01419","PIILDIKB_00023","JHIKAEHP_00088","PEGBKDIG_00454","CAFPMJGF_00832","KKIADDGI_01872","BMHAMMBM_02482","BHJELCCI_01160","JMHMHBON_00833","MAMFPLAJ_01091"
"hoxN","","High-affinity nickel transport protein",581,581,1,1,3109,NA,NA,"",710,1013,1011,"POPOBFCK_03157","CBIADFLF_02315","IABIGAJC_00579","AOJNFOHD_00579","EOMJMOHL_03871","ALLEBCBP_01417","PIILDIKB_00025","JHIKAEHP_00090","PEGBKDIG_00456","CAFPMJGF_00834","KKIADDGI_01870","BMHAMMBM_02484","BHJELCCI_01162","JMHMHBON_00835","MAMFPLAJ_01093"
"tctD","","Transcriptional regulatory protein tctD",581,581,1,1,3111,NA,NA,"",665,674,673,"POPOBFCK_03159","CBIADFLF_02313","IABIGAJC_00577","AOJNFOHD_00577","EOMJMOHL_03873","ALLEBCBP_01415","PIILDIKB_00027","JHIKAEHP_00092","PEGBKDIG_00458","CAFPMJGF_00836","KKIADDGI_01868","BMHAMMBM_02486","BHJELCCI_01164","JMHMHBON_00837","MAMFPLAJ_01095"
"glaR","","HTH-type transcriptional repressor GlaR",581,581,1,1,3125,NA,NA,"",470,677,676,"POPOBFCK_03170","CBIADFLF_02302","IABIGAJC_00566","AOJNFOHD_00566","EOMJMOHL_03884","ALLEBCBP_01404","PIILDIKB_00038","JHIKAEHP_00103","PEGBKDIG_00469","CAFPMJGF_00847","KKIADDGI_01857","BMHAMMBM_02497","BHJELCCI_01175","JMHMHBON_00848","MAMFPLAJ_01106"
"ygaV","","putative HTH-type transcriptional regulator YgaV",581,581,1,1,3128,NA,NA,"",206,299,298,"POPOBFCK_03173","CBIADFLF_02299","IABIGAJC_00563","AOJNFOHD_00563","EOMJMOHL_03887","ALLEBCBP_01401","PIILDIKB_00041","JHIKAEHP_00106","PEGBKDIG_00472","CAFPMJGF_00850","KKIADDGI_01854","BMHAMMBM_02500","BHJELCCI_01178","JMHMHBON_00851","MAMFPLAJ_01109"
"group_1272","","hypothetical protein",581,581,1,1,3133,NA,NA,"",350,371,350,"POPOBFCK_03178","CBIADFLF_02294","IABIGAJC_00558","AOJNFOHD_00558","EOMJMOHL_03892","ALLEBCBP_01396","PIILDIKB_00046","JHIKAEHP_00111","PEGBKDIG_00477","CAFPMJGF_00855","KKIADDGI_01849","BMHAMMBM_02505","BHJELCCI_01183","JMHMHBON_00856","MAMFPLAJ_01114"
"ygaM","","putative protein YgaM",581,581,1,1,3134,NA,NA,"",260,326,325,"POPOBFCK_03179","CBIADFLF_02293","IABIGAJC_00557","AOJNFOHD_00557","EOMJMOHL_03893","ALLEBCBP_01395","PIILDIKB_00047","JHIKAEHP_00112","PEGBKDIG_00478","CAFPMJGF_00856","KKIADDGI_01848","BMHAMMBM_02506","BHJELCCI_01184","JMHMHBON_00857","MAMFPLAJ_01115"
"gabR_1","","HTH-type transcriptional regulatory protein GabR",581,581,1,1,3135,NA,NA,"",479,1334,1332,"POPOBFCK_03180","CBIADFLF_02292","IABIGAJC_00556","AOJNFOHD_00556","EOMJMOHL_03894","ALLEBCBP_01394","PIILDIKB_00048","JHIKAEHP_00113","PEGBKDIG_00479","CAFPMJGF_00857","KKIADDGI_01847","BMHAMMBM_02507","BHJELCCI_01185","JMHMHBON_00858","MAMFPLAJ_01116"
"group_1275","","hypothetical protein",581,581,1,1,3136,NA,NA,"",275,431,430,"POPOBFCK_03181","CBIADFLF_02291","IABIGAJC_00555","AOJNFOHD_00555","EOMJMOHL_03895","ALLEBCBP_01393","PIILDIKB_00049","JHIKAEHP_00114","PEGBKDIG_00480","CAFPMJGF_00858","KKIADDGI_01846","BMHAMMBM_02508","BHJELCCI_01186","JMHMHBON_00859","MAMFPLAJ_01117"
"nrdE","","Ribonucleoside-diphosphate reductase 2 subunit alpha",581,581,1,1,3139,NA,NA,"",1622,2117,2116,"POPOBFCK_03184","CBIADFLF_02288","IABIGAJC_00552","AOJNFOHD_00552","EOMJMOHL_03898","ALLEBCBP_01390","PIILDIKB_00052","JHIKAEHP_00117","PEGBKDIG_00483","CAFPMJGF_00861","KKIADDGI_01843","BMHAMMBM_02511","BHJELCCI_01189","JMHMHBON_00862","MAMFPLAJ_01120"
"proV","","Glycine betaine/proline betaine transport system ATP-binding protein ProV",581,581,1,1,3141,NA,NA,"",1094,1202,1201,"POPOBFCK_03186","CBIADFLF_02286","IABIGAJC_00550","AOJNFOHD_00550","EOMJMOHL_03900","ALLEBCBP_01388","PIILDIKB_00054","JHIKAEHP_00119","PEGBKDIG_00485","CAFPMJGF_00863","KKIADDGI_01841","BMHAMMBM_02513","BHJELCCI_01191","JMHMHBON_00864","MAMFPLAJ_01122"
"group_1278","","hypothetical protein",581,581,1,1,3148,NA,NA,"",491,1370,1368,"POPOBFCK_03193","CBIADFLF_02279","IABIGAJC_00543","AOJNFOHD_00543","EOMJMOHL_03907","ALLEBCBP_01381","PIILDIKB_00061","JHIKAEHP_00126","PEGBKDIG_00492","CAFPMJGF_00870","KKIADDGI_01834","BMHAMMBM_02520","BHJELCCI_01198","JMHMHBON_00871","MAMFPLAJ_01129"
"yqaB","","Fructose-1-phosphate phosphatase YqaB",581,581,1,1,3152,NA,NA,"",554,566,565,"POPOBFCK_03197","CBIADFLF_02275","IABIGAJC_00539","AOJNFOHD_00539","EOMJMOHL_02232","ALLEBCBP_01377","PIILDIKB_00065","JHIKAEHP_00130","PEGBKDIG_00496","CAFPMJGF_00874","KKIADDGI_01830","BMHAMMBM_02524","BHJELCCI_01202","JMHMHBON_00875","MAMFPLAJ_01133"
"cysC","","Adenylyl-sulfate kinase",581,581,1,1,2982,NA,NA,"",422,605,604,"POPOBFCK_03307","CBIADFLF_02163","IABIGAJC_00427","AOJNFOHD_00427","EOMJMOHL_02344","ALLEBCBP_01267","PIILDIKB_00175","JHIKAEHP_00242","PEGBKDIG_00608","CAFPMJGF_00986","KKIADDGI_01718","BMHAMMBM_02636","BHJELCCI_01314","JMHMHBON_00987","MAMFPLAJ_01245"
"group_1294","","hypothetical protein",581,581,1,1,2969,NA,NA,"",191,356,355,"POPOBFCK_03318","CBIADFLF_02152","IABIGAJC_00416","AOJNFOHD_00416","EOMJMOHL_02355","ALLEBCBP_01256","PIILDIKB_00186","JHIKAEHP_00253","PEGBKDIG_00619","CAFPMJGF_00998","KKIADDGI_01707","BMHAMMBM_02647","BHJELCCI_01325","JMHMHBON_00998","MAMFPLAJ_01256"
"queD","","6-carboxy-5,6,7,8-tetrahydropterin synthase",581,581,1,1,2963,NA,NA,"",260,362,361,"POPOBFCK_03324","CBIADFLF_02146","IABIGAJC_00410","AOJNFOHD_00410","EOMJMOHL_02361","ALLEBCBP_01250","PIILDIKB_00192","JHIKAEHP_00259","PEGBKDIG_00625","CAFPMJGF_01004","KKIADDGI_01701","BMHAMMBM_02653","BHJELCCI_01331","JMHMHBON_01004","MAMFPLAJ_02048"
"yfcS_1","","putative fimbrial chaperone YfcS",581,581,1,1,2955,NA,NA,"",329,773,772,"POPOBFCK_01738","CBIADFLF_02138","IABIGAJC_00402","AOJNFOHD_00402","EOMJMOHL_02369","ALLEBCBP_01242","PIILDIKB_00200","JHIKAEHP_00267","PEGBKDIG_00633","CAFPMJGF_01012","KKIADDGI_01693","BMHAMMBM_02661","BHJELCCI_01339","JMHMHBON_01012","MAMFPLAJ_02056"
"garK_2","","Glycerate 2-kinase",581,581,1,1,2947,NA,NA,"",806,1142,1140,"POPOBFCK_01730","CBIADFLF_02130","IABIGAJC_00394","AOJNFOHD_00394","EOMJMOHL_02377","ALLEBCBP_01234","PIILDIKB_00208","JHIKAEHP_00275","PEGBKDIG_00641","CAFPMJGF_01020","KKIADDGI_01685","BMHAMMBM_02669","BHJELCCI_01347","JMHMHBON_01020","MAMFPLAJ_02064"
"gudD","","Glucarate dehydratase",581,581,1,1,2946,NA,NA,"",386,1340,1336,"POPOBFCK_01729","CBIADFLF_02129","IABIGAJC_00393","AOJNFOHD_00393","EOMJMOHL_02378","ALLEBCBP_01233","PIILDIKB_00209","JHIKAEHP_00276","PEGBKDIG_00642","CAFPMJGF_01021","KKIADDGI_01684","BMHAMMBM_02670","BHJELCCI_01348","JMHMHBON_01021","MAMFPLAJ_02065"
"fucI","","L-fucose isomerase",581,581,1,1,2930,NA,NA,"",1718,1775,1774,"POPOBFCK_01713","CBIADFLF_02113","IABIGAJC_00377","AOJNFOHD_00377","EOMJMOHL_02394","ALLEBCBP_01217","PIILDIKB_00225","JHIKAEHP_00292","PEGBKDIG_00658","CAFPMJGF_01037","KKIADDGI_01668","BMHAMMBM_02686","BHJELCCI_01364","JMHMHBON_01037","MAMFPLAJ_02081"
"csdA","","Cysteine desulfurase CsdA",581,581,1,1,2921,NA,NA,"",1205,1301,1205,"POPOBFCK_01704","CBIADFLF_02104","IABIGAJC_00368","AOJNFOHD_00368","EOMJMOHL_02403","ALLEBCBP_01207","PIILDIKB_00234","JHIKAEHP_00301","PEGBKDIG_00668","CAFPMJGF_01046","KKIADDGI_01658","BMHAMMBM_02695","BHJELCCI_01373","JMHMHBON_01046","MAMFPLAJ_02090"
"csdE","","Sulfur acceptor protein CsdE",581,581,1,1,2920,NA,NA,"",335,443,442,"POPOBFCK_01703","CBIADFLF_02103","IABIGAJC_00367","AOJNFOHD_00367","EOMJMOHL_02404","ALLEBCBP_01206","PIILDIKB_00235","JHIKAEHP_00302","PEGBKDIG_00669","CAFPMJGF_01047","KKIADDGI_01657","BMHAMMBM_02696","BHJELCCI_01374","JMHMHBON_01047","MAMFPLAJ_02091"
"amiC","","N-acetylmuramoyl-L-alanine amidase AmiC",581,581,1,1,2916,NA,NA,"",1139,1253,1252,"POPOBFCK_01697","CBIADFLF_02097","IABIGAJC_00361","AOJNFOHD_00361","EOMJMOHL_02410","ALLEBCBP_01200","PIILDIKB_00241","JHIKAEHP_00308","PEGBKDIG_00675","CAFPMJGF_01053","KKIADDGI_01651","BMHAMMBM_02702","BHJELCCI_01380","JMHMHBON_01053","MAMFPLAJ_02097"
"ptsP","","Phosphoenolpyruvate-dependent phosphotransferase system",581,581,1,1,2904,NA,NA,"",2228,2246,2245,"POPOBFCK_01685","CBIADFLF_02085","IABIGAJC_00349","AOJNFOHD_00349","EOMJMOHL_02422","ALLEBCBP_01188","PIILDIKB_00253","JHIKAEHP_00320","PEGBKDIG_00687","CAFPMJGF_01065","KKIADDGI_01639","BMHAMMBM_02714","BHJELCCI_01392","JMHMHBON_01065","MAMFPLAJ_02109"
"allS_1","","HTH-type transcriptional activator AllS",581,581,1,1,2887,NA,NA,"",617,863,862,"POPOBFCK_01668","CBIADFLF_02068","IABIGAJC_00332","AOJNFOHD_00332","EOMJMOHL_02439","ALLEBCBP_01171","PIILDIKB_00270","JHIKAEHP_00337","PEGBKDIG_00704","CAFPMJGF_01082","KKIADDGI_01622","BMHAMMBM_02731","BHJELCCI_01409","JMHMHBON_01082","MAMFPLAJ_02126"
"yqeG","","Inner membrane transport protein YqeG",581,581,1,1,2885,NA,NA,"",497,1229,1227,"POPOBFCK_01666","CBIADFLF_02066","IABIGAJC_00330","AOJNFOHD_00330","EOMJMOHL_02441","ALLEBCBP_01169","PIILDIKB_00272","JHIKAEHP_00339","PEGBKDIG_00706","CAFPMJGF_01084","KKIADDGI_01620","BMHAMMBM_02733","BHJELCCI_01411","JMHMHBON_01084","MAMFPLAJ_02128"
"group_1319","","hypothetical protein",581,581,1,1,2741,NA,NA,"",137,140,137,"POPOBFCK_01526","CBIADFLF_02873","IABIGAJC_00190","AOJNFOHD_00190","EOMJMOHL_03592","ALLEBCBP_02915","PIILDIKB_00412","JHIKAEHP_00479","PEGBKDIG_00846","CAFPMJGF_01224","KKIADDGI_01480","BMHAMMBM_03202","BHJELCCI_02007","JMHMHBON_01224","MAMFPLAJ_01345"
"metC","","Cystathionine beta-lyase MetC",581,581,1,1,2740,NA,NA,"",1019,1187,1186,"POPOBFCK_01525","CBIADFLF_02874","IABIGAJC_00189","AOJNFOHD_00189","EOMJMOHL_03593","ALLEBCBP_02914","PIILDIKB_00413","JHIKAEHP_00480","PEGBKDIG_00847","CAFPMJGF_01225","KKIADDGI_01479","BMHAMMBM_03203","BHJELCCI_02008","JMHMHBON_01225","MAMFPLAJ_01344"
"rhaS_2","","HTH-type transcriptional activator RhaS",581,581,1,1,2738,NA,NA,"",662,917,916,"POPOBFCK_01523","CBIADFLF_02876","IABIGAJC_00187","AOJNFOHD_00187","EOMJMOHL_03595","ALLEBCBP_02912","PIILDIKB_00415","JHIKAEHP_00482","PEGBKDIG_00849","CAFPMJGF_01227","KKIADDGI_01477","BMHAMMBM_03205","BHJELCCI_02010","JMHMHBON_01227","MAMFPLAJ_01342"
"group_1323","","Solute-binding protein",581,581,1,1,2731,NA,NA,"",485,983,982,"POPOBFCK_01516","CBIADFLF_02883","IABIGAJC_00180","AOJNFOHD_00180","EOMJMOHL_03602","ALLEBCBP_02905","PIILDIKB_00422","JHIKAEHP_00489","PEGBKDIG_00856","CAFPMJGF_01234","KKIADDGI_01470","BMHAMMBM_03212","BHJELCCI_02017","JMHMHBON_01234","MAMFPLAJ_01335"
"group_1324","rhaS_2","HTH-type transcriptional activator RhaS",581,581,1,1,2722,NA,NA,"",467,866,865,"POPOBFCK_01510","CBIADFLF_02889","IABIGAJC_00174","AOJNFOHD_00174","EOMJMOHL_03608","ALLEBCBP_02899","PIILDIKB_00428","JHIKAEHP_00495","PEGBKDIG_00862","CAFPMJGF_01240","KKIADDGI_01464","BMHAMMBM_03218","BHJELCCI_02023","JMHMHBON_01240","MAMFPLAJ_01329"
"group_1325","","hypothetical protein",581,581,1,1,2715,NA,NA,"",419,581,580,"POPOBFCK_01503","CBIADFLF_02896","IABIGAJC_00167","AOJNFOHD_00167","EOMJMOHL_03615","ALLEBCBP_02892","PIILDIKB_00435","JHIKAEHP_00502","PEGBKDIG_00869","CAFPMJGF_01247","KKIADDGI_01457","BMHAMMBM_03225","BHJELCCI_02030","JMHMHBON_01247","MAMFPLAJ_01322"
"cpdA","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",581,581,1,1,2714,NA,NA,"",827,947,827,"POPOBFCK_01502","CBIADFLF_02897","IABIGAJC_00166","AOJNFOHD_00166","EOMJMOHL_03616","ALLEBCBP_02891","PIILDIKB_00436","JHIKAEHP_00503","PEGBKDIG_00870","CAFPMJGF_01248","KKIADDGI_01456","BMHAMMBM_03226","BHJELCCI_02031","JMHMHBON_01248","MAMFPLAJ_01321"
"assT_1","","Arylsulfate sulfotransferase AssT",581,581,1,1,2705,NA,NA,"",1631,1796,1783,"POPOBFCK_01493","CBIADFLF_02906","IABIGAJC_00157","AOJNFOHD_00157","EOMJMOHL_03625","ALLEBCBP_02882","PIILDIKB_00445","JHIKAEHP_03585","PEGBKDIG_00879","CAFPMJGF_01257","KKIADDGI_01447","BMHAMMBM_03235","BHJELCCI_02040","JMHMHBON_01257","MAMFPLAJ_01312"
"rpoD","","RNA polymerase sigma factor RpoD",581,581,1,1,2686,NA,NA,"",1370,1982,1980,"POPOBFCK_01474","CBIADFLF_02925","IABIGAJC_00138","AOJNFOHD_00138","EOMJMOHL_03644","ALLEBCBP_02863","PIILDIKB_00464","JHIKAEHP_03566","PEGBKDIG_00898","CAFPMJGF_01276","KKIADDGI_01428","BMHAMMBM_03254","BHJELCCI_02059","JMHMHBON_01276","MAMFPLAJ_01293"
"yqjH","","NADPH-dependent ferric-chelate reductase",581,581,1,1,2684,NA,NA,"",419,767,765,"POPOBFCK_01471","CBIADFLF_02928","IABIGAJC_00135","AOJNFOHD_00135","EOMJMOHL_03647","ALLEBCBP_02860","PIILDIKB_00467","JHIKAEHP_03563","PEGBKDIG_00901","CAFPMJGF_01279","KKIADDGI_01425","BMHAMMBM_03257","BHJELCCI_02062","JMHMHBON_01279","MAMFPLAJ_01290"
"yqjI","","Transcriptional regulator YqjI",581,581,1,1,2683,NA,NA,"",602,644,643,"POPOBFCK_01470","CBIADFLF_02929","IABIGAJC_00134","AOJNFOHD_00134","EOMJMOHL_03648","ALLEBCBP_02859","PIILDIKB_00468","JHIKAEHP_03562","PEGBKDIG_00902","CAFPMJGF_01280","KKIADDGI_01424","BMHAMMBM_03258","BHJELCCI_02063","JMHMHBON_01280","MAMFPLAJ_01289"
"trg_2","","Methyl-accepting chemotaxis protein III",581,581,1,1,2682,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1502,1568,1567,"POPOBFCK_01469","CBIADFLF_02930","IABIGAJC_00133","AOJNFOHD_00133","EOMJMOHL_03649","ALLEBCBP_02858","PIILDIKB_00469","JHIKAEHP_03561","PEGBKDIG_00903","CAFPMJGF_01281","KKIADDGI_01423","BMHAMMBM_03259","BHJELCCI_02064","JMHMHBON_01281","MAMFPLAJ_01288"
"group_1334","","hypothetical protein",581,581,1,1,2622,NA,NA,"",686,719,718,"POPOBFCK_01413","CBIADFLF_02986","IABIGAJC_00077","AOJNFOHD_00077","EOMJMOHL_03705","ALLEBCBP_02802","PIILDIKB_00525","JHIKAEHP_03504","PEGBKDIG_00959","CAFPMJGF_01337","KKIADDGI_01367","BMHAMMBM_03316","BHJELCCI_02120","JMHMHBON_01337","MAMFPLAJ_03877"
