"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR5928153","SRR28323390","SRR14766438","NDSU16","SRR5000227","SRR10037225","SRR5905291","SRR10963338","SRR1501680","SRR5928609","SRR2911774","SRR2962651","SRR14766386","SRR11043408","SRR2096614"
"cho","","Excinuclease cho",581,581,1,1,5337,NA,NA,"",881,908,881,"BMGCDLMI_02017","OILBKPLO_02124","EJBBKOOG_00603","PJHKJHDN_00187","FKHFPJNE_00187","KILFPKNN_01228","FGPKPDMB_03252","HJPBANPH_00956","BPMCEJLP_02315","MAMFPLAJ_00153","PFMPIDLH_03535","MAOMFHLF_01719","OKEMFKGG_03790","OBBHNEFO_03218","NJPCONAJ_00515"
"astE","","Succinylglutamate desuccinylase",581,581,1,1,5340,NA,NA,"",326,968,966,"BMGCDLMI_02014","OILBKPLO_02121","EJBBKOOG_00606","PJHKJHDN_00184","FKHFPJNE_00184","KILFPKNN_01231","FGPKPDMB_03249","HJPBANPH_00959","BPMCEJLP_02318","MAMFPLAJ_00156","PFMPIDLH_03532","MAOMFHLF_01716","OKEMFKGG_03787","OBBHNEFO_03215","NJPCONAJ_00512"
"astB","","N-succinylarginine dihydrolase",581,581,1,1,5341,NA,NA,"",275,1343,1339,"BMGCDLMI_02013","OILBKPLO_02120","EJBBKOOG_00607","PJHKJHDN_00183","FKHFPJNE_00183","KILFPKNN_01232","FGPKPDMB_03248","HJPBANPH_00960","BPMCEJLP_02319","MAMFPLAJ_00157","PFMPIDLH_03531","MAOMFHLF_01715","OKEMFKGG_03786","OBBHNEFO_03214","NJPCONAJ_00511"
"astC","","Succinylornithine transaminase",581,581,1,1,5344,NA,NA,"",1178,1226,1225,"BMGCDLMI_02010","OILBKPLO_02117","EJBBKOOG_00610","PJHKJHDN_00180","FKHFPJNE_00180","KILFPKNN_01235","FGPKPDMB_03245","HJPBANPH_00963","BPMCEJLP_02322","MAMFPLAJ_00160","PFMPIDLH_03528","MAOMFHLF_01712","OKEMFKGG_03783","OBBHNEFO_03211","NJPCONAJ_00508"
"xthA","","Exodeoxyribonuclease III",581,581,1,1,5345,NA,NA,"",806,878,806,"BMGCDLMI_02009","OILBKPLO_02116","EJBBKOOG_00611","PJHKJHDN_00179","FKHFPJNE_00179","KILFPKNN_01236","FGPKPDMB_03244","HJPBANPH_00964","BPMCEJLP_02323","MAMFPLAJ_00161","PFMPIDLH_03527","MAOMFHLF_01711","OKEMFKGG_03782","OBBHNEFO_03210","NJPCONAJ_00507"
"gdhA_2","","NADP-specific glutamate dehydrogenase",581,581,1,1,5348,NA,NA,"",1250,1343,1342,"BMGCDLMI_02006","OILBKPLO_02113","EJBBKOOG_00614","PJHKJHDN_00176","FKHFPJNE_00176","KILFPKNN_01239","FGPKPDMB_03241","HJPBANPH_00967","BPMCEJLP_02326","MAMFPLAJ_00164","PFMPIDLH_03524","MAOMFHLF_01708","OKEMFKGG_03779","OBBHNEFO_03207","NJPCONAJ_00504"
"ydjE_2","","Inner membrane metabolite transport protein YdjE",581,581,1,1,5356,NA,NA,"",581,1358,1356,"BMGCDLMI_01999","OILBKPLO_02106","EJBBKOOG_00621","PJHKJHDN_00169","FKHFPJNE_00169","KILFPKNN_01246","FGPKPDMB_03234","HJPBANPH_00974","BPMCEJLP_02333","MAMFPLAJ_00171","PFMPIDLH_03517","MAOMFHLF_01701","OKEMFKGG_03772","OBBHNEFO_03200","NJPCONAJ_00497"
"mipA","","MltA-interacting protein",581,581,1,1,5370,NA,NA,"",647,746,745,"BMGCDLMI_01985","OILBKPLO_02092","EJBBKOOG_00635","PJHKJHDN_00155","FKHFPJNE_00155","KILFPKNN_01260","FGPKPDMB_03220","HJPBANPH_00988","BPMCEJLP_02347","MAMFPLAJ_00185","PFMPIDLH_03503","MAOMFHLF_01687","OKEMFKGG_03758","OBBHNEFO_03186","NJPCONAJ_00483"
"group_1242","","hypothetical protein",581,581,1,1,5400,NA,NA,"",1586,1634,1593,"BMGCDLMI_01955","OILBKPLO_02062","EJBBKOOG_00665","PJHKJHDN_00125","FKHFPJNE_00125","KILFPKNN_01290","FGPKPDMB_03190","HJPBANPH_01018","BPMCEJLP_02377","MAMFPLAJ_00215","PFMPIDLH_03473","MAOMFHLF_01657","OKEMFKGG_03728","OBBHNEFO_03156","NJPCONAJ_00453"
"yodB","","Cytochrome b561 ",581,581,1,1,5402,NA,NA,"",407,530,529,"BMGCDLMI_01953","OILBKPLO_02060","EJBBKOOG_00667","PJHKJHDN_00123","FKHFPJNE_00123","KILFPKNN_01292","FGPKPDMB_03188","HJPBANPH_01020","BPMCEJLP_02379","MAMFPLAJ_00217","PFMPIDLH_03471","MAOMFHLF_01655","OKEMFKGG_03726","OBBHNEFO_03154","NJPCONAJ_00451"
"ydcV_2","","Inner membrane ABC transporter permease protein YdcV",581,581,1,1,5433,NA,NA,"",404,779,778,"BMGCDLMI_01924","OILBKPLO_02031","EJBBKOOG_02551","PJHKJHDN_00094","FKHFPJNE_00094","KILFPKNN_01321","FGPKPDMB_03159","HJPBANPH_02887","BPMCEJLP_02408","MAMFPLAJ_00246","PFMPIDLH_03442","MAOMFHLF_01626","OKEMFKGG_03697","OBBHNEFO_03125","NJPCONAJ_00422"
"ndh","","NADH dehydrogenase",581,581,1,1,5445,NA,NA,"",1247,1304,1303,"BMGCDLMI_01912","OILBKPLO_02019","EJBBKOOG_02563","PJHKJHDN_00082","FKHFPJNE_00082","KILFPKNN_04281","FGPKPDMB_03147","HJPBANPH_02899","BPMCEJLP_02420","MAMFPLAJ_00258","PFMPIDLH_03430","MAOMFHLF_01614","OKEMFKGG_03685","OBBHNEFO_03113","NJPCONAJ_00410"
"plsX","","Phosphate acyltransferase",581,581,1,1,5465,NA,NA,"",839,1049,1048,"BMGCDLMI_01893","OILBKPLO_02000","EJBBKOOG_02582","PJHKJHDN_00063","FKHFPJNE_00063","KILFPKNN_04262","FGPKPDMB_03128","HJPBANPH_02918","BPMCEJLP_02439","MAMFPLAJ_00277","PFMPIDLH_03411","MAOMFHLF_01595","OKEMFKGG_03666","OBBHNEFO_03094","NJPCONAJ_00391"
"yceB","","putative lipoprotein YceB",581,581,1,1,5495,NA,NA,"",560,626,560,"BMGCDLMI_01864","OILBKPLO_01971","EJBBKOOG_02611","PJHKJHDN_00034","FKHFPJNE_00034","KILFPKNN_04233","FGPKPDMB_03099","HJPBANPH_02947","BPMCEJLP_02468","MAMFPLAJ_00306","PFMPIDLH_03382","MAOMFHLF_01566","OKEMFKGG_03637","OBBHNEFO_03065","NJPCONAJ_00362"
"yceJ","","Cytochrome b561 ",581,581,1,1,5501,NA,NA,"",539,572,571,"BMGCDLMI_01858","OILBKPLO_01965","EJBBKOOG_02617","PJHKJHDN_00028","FKHFPJNE_00028","KILFPKNN_04227","FGPKPDMB_03093","HJPBANPH_02953","BPMCEJLP_02474","MAMFPLAJ_00312","PFMPIDLH_03376","MAOMFHLF_01560","OKEMFKGG_03631","OBBHNEFO_03059","NJPCONAJ_00356"
"group_1253","","hypothetical protein",581,581,1,1,5503,NA,NA,"",290,1052,1050,"BMGCDLMI_01856","OILBKPLO_01963","EJBBKOOG_02619","PJHKJHDN_00026","FKHFPJNE_00026","KILFPKNN_04225","FGPKPDMB_03091","HJPBANPH_02955","BPMCEJLP_02476","MAMFPLAJ_00314","PFMPIDLH_03374","MAOMFHLF_01558","OKEMFKGG_03629","OBBHNEFO_03057","NJPCONAJ_00354"
"ycdZ","","Inner membrane protein YcdZ",581,581,1,1,5524,NA,NA,"",494,512,509,"BMGCDLMI_01838","OILBKPLO_01945","EJBBKOOG_04598","PJHKJHDN_00008","FKHFPJNE_00008","KILFPKNN_04207","FGPKPDMB_03073","HJPBANPH_04586","BPMCEJLP_02494","MAMFPLAJ_04638","PFMPIDLH_03356","MAOMFHLF_04661","OKEMFKGG_03611","OBBHNEFO_03039","NJPCONAJ_00336"
"grpE","","Protein GrpE",581,581,1,1,3026,NA,NA,"",590,782,781,"BMGCDLMI_00020","OILBKPLO_04259","EJBBKOOG_00020","PJHKJHDN_00764","FKHFPJNE_02466","KILFPKNN_00649","FGPKPDMB_00649","HJPBANPH_03790","BPMCEJLP_04279","MAMFPLAJ_03132","PFMPIDLH_00651","MAOMFHLF_04483","OKEMFKGG_00651","OBBHNEFO_00650","NJPCONAJ_01147"
"recN","","DNA repair protein RecN",581,581,1,1,3028,NA,NA,"",1592,1661,1660,"BMGCDLMI_00022","OILBKPLO_04261","EJBBKOOG_00022","PJHKJHDN_00766","FKHFPJNE_02468","KILFPKNN_00647","FGPKPDMB_00647","HJPBANPH_03792","BPMCEJLP_04277","MAMFPLAJ_03134","PFMPIDLH_00649","MAOMFHLF_04481","OKEMFKGG_00649","OBBHNEFO_00648","NJPCONAJ_01145"
"group_1259","","hypothetical protein",581,581,1,1,3057,NA,NA,"",497,578,577,"BMGCDLMI_00044","OILBKPLO_03622","EJBBKOOG_00044","PJHKJHDN_00788","FKHFPJNE_02490","KILFPKNN_00625","FGPKPDMB_00625","HJPBANPH_03814","BPMCEJLP_04255","MAMFPLAJ_03156","PFMPIDLH_00627","MAOMFHLF_02895","OKEMFKGG_00627","OBBHNEFO_00626","NJPCONAJ_01123"
"group_1260","","hypothetical protein",581,581,1,1,3070,NA,NA,"",896,1058,1057,"BMGCDLMI_00055","OILBKPLO_03611","EJBBKOOG_00055","PJHKJHDN_00799","FKHFPJNE_02501","KILFPKNN_00614","FGPKPDMB_00614","HJPBANPH_03825","BPMCEJLP_04244","MAMFPLAJ_01058","PFMPIDLH_00616","MAOMFHLF_02884","OKEMFKGG_00616","OBBHNEFO_00615","NJPCONAJ_01112"
"group_1261","","hypothetical protein",581,581,1,1,3072,NA,NA,"",311,1766,1763,"BMGCDLMI_00057","OILBKPLO_03609","EJBBKOOG_00057","PJHKJHDN_00801","FKHFPJNE_02503","KILFPKNN_00612","FGPKPDMB_00612","HJPBANPH_03827","BPMCEJLP_04242","MAMFPLAJ_01060","PFMPIDLH_00614","MAOMFHLF_02882","OKEMFKGG_00614","OBBHNEFO_00613","NJPCONAJ_01110"
"xerC_1","","Tyrosine recombinase XerC",581,581,1,1,3091,NA,NA,"",899,1025,1024,"BMGCDLMI_00074","OILBKPLO_03592","EJBBKOOG_00074","PJHKJHDN_00818","FKHFPJNE_02520","KILFPKNN_00595","FGPKPDMB_00595","HJPBANPH_01821","BPMCEJLP_02768","MAMFPLAJ_01077","PFMPIDLH_00597","MAOMFHLF_02865","OKEMFKGG_00597","OBBHNEFO_00596","NJPCONAJ_01093"
"group_1267","","hypothetical protein",581,581,1,1,3107,NA,NA,"",797,896,895,"BMGCDLMI_00089","OILBKPLO_03578","EJBBKOOG_00088","PJHKJHDN_00833","FKHFPJNE_02534","KILFPKNN_00581","FGPKPDMB_00581","HJPBANPH_01807","BPMCEJLP_02754","MAMFPLAJ_01091","PFMPIDLH_00582","MAOMFHLF_02851","OKEMFKGG_00582","OBBHNEFO_00581","NJPCONAJ_01079"
"hoxN","","High-affinity nickel transport protein",581,581,1,1,3109,NA,NA,"",710,1013,1011,"BMGCDLMI_00091","OILBKPLO_03576","EJBBKOOG_00090","PJHKJHDN_00835","FKHFPJNE_02536","KILFPKNN_00579","FGPKPDMB_00579","HJPBANPH_01805","BPMCEJLP_02752","MAMFPLAJ_01093","PFMPIDLH_00580","MAOMFHLF_02849","OKEMFKGG_00580","OBBHNEFO_00579","NJPCONAJ_01077"
"tctD","","Transcriptional regulatory protein tctD",581,581,1,1,3111,NA,NA,"",665,674,673,"BMGCDLMI_00093","OILBKPLO_03574","EJBBKOOG_00092","PJHKJHDN_00837","FKHFPJNE_02538","KILFPKNN_00577","FGPKPDMB_00577","HJPBANPH_01803","BPMCEJLP_02750","MAMFPLAJ_01095","PFMPIDLH_00578","MAOMFHLF_02847","OKEMFKGG_00578","OBBHNEFO_00577","NJPCONAJ_01075"
"glaR","","HTH-type transcriptional repressor GlaR",581,581,1,1,3125,NA,NA,"",470,677,676,"BMGCDLMI_00104","OILBKPLO_03563","EJBBKOOG_00103","PJHKJHDN_00848","FKHFPJNE_02549","KILFPKNN_00566","FGPKPDMB_00566","HJPBANPH_01792","BPMCEJLP_02739","MAMFPLAJ_01106","PFMPIDLH_00567","MAOMFHLF_02836","OKEMFKGG_00567","OBBHNEFO_00566","NJPCONAJ_01064"
"ygaV","","putative HTH-type transcriptional regulator YgaV",581,581,1,1,3128,NA,NA,"",206,299,298,"BMGCDLMI_00107","OILBKPLO_03560","EJBBKOOG_00106","PJHKJHDN_00851","FKHFPJNE_02552","KILFPKNN_00563","FGPKPDMB_00563","HJPBANPH_01789","BPMCEJLP_02736","MAMFPLAJ_01109","PFMPIDLH_00564","MAOMFHLF_02833","OKEMFKGG_00564","OBBHNEFO_00563","NJPCONAJ_01061"
"group_1272","","hypothetical protein",581,581,1,1,3133,NA,NA,"",350,371,350,"BMGCDLMI_00112","OILBKPLO_03555","EJBBKOOG_00111","PJHKJHDN_00856","FKHFPJNE_02557","KILFPKNN_00558","FGPKPDMB_00558","HJPBANPH_01784","BPMCEJLP_02731","MAMFPLAJ_01114","PFMPIDLH_00559","MAOMFHLF_02828","OKEMFKGG_00559","OBBHNEFO_00558","NJPCONAJ_01056"
"ygaM","","putative protein YgaM",581,581,1,1,3134,NA,NA,"",260,326,325,"BMGCDLMI_00113","OILBKPLO_03554","EJBBKOOG_00112","PJHKJHDN_00857","FKHFPJNE_02558","KILFPKNN_00557","FGPKPDMB_00557","HJPBANPH_01783","BPMCEJLP_02730","MAMFPLAJ_01115","PFMPIDLH_00558","MAOMFHLF_02827","OKEMFKGG_00558","OBBHNEFO_00557","NJPCONAJ_01055"
"gabR_1","","HTH-type transcriptional regulatory protein GabR",581,581,1,1,3135,NA,NA,"",479,1334,1332,"BMGCDLMI_00114","OILBKPLO_03553","EJBBKOOG_00113","PJHKJHDN_00858","FKHFPJNE_02559","KILFPKNN_00556","FGPKPDMB_00556","HJPBANPH_01782","BPMCEJLP_02729","MAMFPLAJ_01116","PFMPIDLH_00557","MAOMFHLF_02826","OKEMFKGG_00557","OBBHNEFO_00556","NJPCONAJ_01054"
"group_1275","","hypothetical protein",581,581,1,1,3136,NA,NA,"",275,431,430,"BMGCDLMI_00115","OILBKPLO_03552","EJBBKOOG_00114","PJHKJHDN_00859","FKHFPJNE_02560","KILFPKNN_00555","FGPKPDMB_00555","HJPBANPH_01781","BPMCEJLP_02728","MAMFPLAJ_01117","PFMPIDLH_00556","MAOMFHLF_02825","OKEMFKGG_00556","OBBHNEFO_00555","NJPCONAJ_01053"
"nrdE","","Ribonucleoside-diphosphate reductase 2 subunit alpha",581,581,1,1,3139,NA,NA,"",1622,2117,2116,"BMGCDLMI_00118","OILBKPLO_03549","EJBBKOOG_00117","PJHKJHDN_00862","FKHFPJNE_02563","KILFPKNN_00552","FGPKPDMB_00552","HJPBANPH_01778","BPMCEJLP_02725","MAMFPLAJ_01120","PFMPIDLH_00553","MAOMFHLF_02822","OKEMFKGG_00553","OBBHNEFO_00552","NJPCONAJ_01050"
"proV","","Glycine betaine/proline betaine transport system ATP-binding protein ProV",581,581,1,1,3141,NA,NA,"",1094,1202,1201,"BMGCDLMI_00120","OILBKPLO_03547","EJBBKOOG_00119","PJHKJHDN_00864","FKHFPJNE_02565","KILFPKNN_00550","FGPKPDMB_00550","HJPBANPH_01776","BPMCEJLP_02723","MAMFPLAJ_01122","PFMPIDLH_00551","MAOMFHLF_02820","OKEMFKGG_00551","OBBHNEFO_00550","NJPCONAJ_01048"
"group_1278","","hypothetical protein",581,581,1,1,3148,NA,NA,"",491,1370,1368,"BMGCDLMI_00127","OILBKPLO_03540","EJBBKOOG_00126","PJHKJHDN_00871","FKHFPJNE_02572","KILFPKNN_00543","FGPKPDMB_00543","HJPBANPH_01769","BPMCEJLP_02716","MAMFPLAJ_01129","PFMPIDLH_00544","MAOMFHLF_02813","OKEMFKGG_00544","OBBHNEFO_00543","NJPCONAJ_01041"
"yqaB","","Fructose-1-phosphate phosphatase YqaB",581,581,1,1,3152,NA,NA,"",554,566,565,"BMGCDLMI_00131","OILBKPLO_03536","EJBBKOOG_00130","PJHKJHDN_00875","FKHFPJNE_02576","KILFPKNN_00539","FGPKPDMB_00539","HJPBANPH_01765","BPMCEJLP_02712","MAMFPLAJ_01133","PFMPIDLH_00540","MAOMFHLF_02809","OKEMFKGG_00540","OBBHNEFO_00539","NJPCONAJ_01037"
"cysC","","Adenylyl-sulfate kinase",581,581,1,1,2982,NA,NA,"",422,605,604,"BMGCDLMI_00244","OILBKPLO_02372","EJBBKOOG_00242","PJHKJHDN_00987","FKHFPJNE_02688","KILFPKNN_00427","FGPKPDMB_00427","HJPBANPH_01653","BPMCEJLP_02600","MAMFPLAJ_01245","PFMPIDLH_00428","MAOMFHLF_02697","OKEMFKGG_00428","OBBHNEFO_00427","NJPCONAJ_00925"
"group_1294","","hypothetical protein",581,581,1,1,2969,NA,NA,"",191,356,355,"BMGCDLMI_00255","OILBKPLO_02361","EJBBKOOG_00253","PJHKJHDN_00998","FKHFPJNE_02699","KILFPKNN_00416","FGPKPDMB_00416","HJPBANPH_01642","BPMCEJLP_02589","MAMFPLAJ_01256","PFMPIDLH_00417","MAOMFHLF_02686","OKEMFKGG_00417","OBBHNEFO_00416","NJPCONAJ_00914"
"queD","","6-carboxy-5,6,7,8-tetrahydropterin synthase",581,581,1,1,2963,NA,NA,"",260,362,361,"BMGCDLMI_00261","OILBKPLO_02355","EJBBKOOG_00259","PJHKJHDN_01004","FKHFPJNE_02705","KILFPKNN_00410","FGPKPDMB_00410","HJPBANPH_01430","BPMCEJLP_02583","MAMFPLAJ_02048","PFMPIDLH_00411","MAOMFHLF_02680","OKEMFKGG_00411","OBBHNEFO_00410","NJPCONAJ_04623"
"yfcS_1","","putative fimbrial chaperone YfcS",581,581,1,1,2955,NA,NA,"",329,773,772,"BMGCDLMI_00269","OILBKPLO_02347","EJBBKOOG_00267","PJHKJHDN_01012","FKHFPJNE_02713","KILFPKNN_00402","FGPKPDMB_00402","HJPBANPH_01422","BPMCEJLP_02575","MAMFPLAJ_02056","PFMPIDLH_00403","MAOMFHLF_03610","OKEMFKGG_00403","OBBHNEFO_00402","NJPCONAJ_03379"
"garK_2","","Glycerate 2-kinase",581,581,1,1,2947,NA,NA,"",806,1142,1140,"BMGCDLMI_00277","OILBKPLO_02339","EJBBKOOG_00275","PJHKJHDN_01020","FKHFPJNE_02721","KILFPKNN_00394","FGPKPDMB_00394","HJPBANPH_01414","BPMCEJLP_02567","MAMFPLAJ_02064","PFMPIDLH_00395","MAOMFHLF_03618","OKEMFKGG_00395","OBBHNEFO_00394","NJPCONAJ_03387"
"gudD","","Glucarate dehydratase",581,581,1,1,2946,NA,NA,"",386,1340,1336,"BMGCDLMI_00278","OILBKPLO_02338","EJBBKOOG_00276","PJHKJHDN_01021","FKHFPJNE_02722","KILFPKNN_00393","FGPKPDMB_00393","HJPBANPH_01413","BPMCEJLP_02566","MAMFPLAJ_02065","PFMPIDLH_00394","MAOMFHLF_03619","OKEMFKGG_00394","OBBHNEFO_00393","NJPCONAJ_03388"
"fucI","","L-fucose isomerase",581,581,1,1,2930,NA,NA,"",1718,1775,1774,"BMGCDLMI_00294","OILBKPLO_02322","EJBBKOOG_00292","PJHKJHDN_01037","FKHFPJNE_02738","KILFPKNN_00377","FGPKPDMB_00377","HJPBANPH_01397","BPMCEJLP_02550","MAMFPLAJ_02081","PFMPIDLH_00378","MAOMFHLF_03635","OKEMFKGG_00378","OBBHNEFO_00377","NJPCONAJ_03404"
"csdA","","Cysteine desulfurase CsdA",581,581,1,1,2921,NA,NA,"",1205,1301,1205,"BMGCDLMI_00304","OILBKPLO_02313","EJBBKOOG_00301","PJHKJHDN_01047","FKHFPJNE_02747","KILFPKNN_00368","FGPKPDMB_00368","HJPBANPH_01388","BPMCEJLP_02541","MAMFPLAJ_02090","PFMPIDLH_00368","MAOMFHLF_03645","OKEMFKGG_00369","OBBHNEFO_00368","NJPCONAJ_03413"
"csdE","","Sulfur acceptor protein CsdE",581,581,1,1,2920,NA,NA,"",335,443,442,"BMGCDLMI_00305","OILBKPLO_02312","EJBBKOOG_00302","PJHKJHDN_01048","FKHFPJNE_02748","KILFPKNN_00367","FGPKPDMB_00367","HJPBANPH_01387","BPMCEJLP_02540","MAMFPLAJ_02091","PFMPIDLH_00367","MAOMFHLF_03646","OKEMFKGG_00368","OBBHNEFO_00367","NJPCONAJ_03414"
"amiC","","N-acetylmuramoyl-L-alanine amidase AmiC",581,581,1,1,2916,NA,NA,"",1139,1253,1252,"BMGCDLMI_00311","OILBKPLO_03714","EJBBKOOG_00308","PJHKJHDN_01054","FKHFPJNE_02754","KILFPKNN_00361","FGPKPDMB_00361","HJPBANPH_01381","BPMCEJLP_02534","MAMFPLAJ_02097","PFMPIDLH_00361","MAOMFHLF_03652","OKEMFKGG_00362","OBBHNEFO_00361","NJPCONAJ_03420"
"ptsP","","Phosphoenolpyruvate-dependent phosphotransferase system",581,581,1,1,2904,NA,NA,"",2228,2246,2245,"BMGCDLMI_00323","OILBKPLO_03702","EJBBKOOG_00320","PJHKJHDN_01066","FKHFPJNE_02766","KILFPKNN_00349","FGPKPDMB_00349","HJPBANPH_01369","BPMCEJLP_02522","MAMFPLAJ_02109","PFMPIDLH_00349","MAOMFHLF_03664","OKEMFKGG_00350","OBBHNEFO_00349","NJPCONAJ_03432"
"allS_1","","HTH-type transcriptional activator AllS",581,581,1,1,2887,NA,NA,"",617,863,862,"BMGCDLMI_00340","OILBKPLO_03685","EJBBKOOG_00337","PJHKJHDN_01083","FKHFPJNE_02783","KILFPKNN_00332","FGPKPDMB_00332","HJPBANPH_01352","BPMCEJLP_02505","MAMFPLAJ_02126","PFMPIDLH_00332","MAOMFHLF_03681","OKEMFKGG_00333","OBBHNEFO_00332","NJPCONAJ_03449"
"yqeG","","Inner membrane transport protein YqeG",581,581,1,1,2885,NA,NA,"",497,1229,1227,"BMGCDLMI_00342","OILBKPLO_03683","EJBBKOOG_00339","PJHKJHDN_01085","FKHFPJNE_02785","KILFPKNN_00330","FGPKPDMB_00330","HJPBANPH_01350","BPMCEJLP_02503","MAMFPLAJ_02128","PFMPIDLH_00330","MAOMFHLF_03683","OKEMFKGG_00331","OBBHNEFO_00330","NJPCONAJ_03451"
"group_1319","","hypothetical protein",581,581,1,1,2741,NA,NA,"",137,140,137,"BMGCDLMI_00482","OILBKPLO_03484","EJBBKOOG_04077","PJHKJHDN_01225","FKHFPJNE_03822","KILFPKNN_00190","FGPKPDMB_00190","HJPBANPH_01050","BPMCEJLP_01974","MAMFPLAJ_01345","PFMPIDLH_00190","MAOMFHLF_01980","OKEMFKGG_00191","OBBHNEFO_00190","NJPCONAJ_01702"
"metC","","Cystathionine beta-lyase MetC",581,581,1,1,2740,NA,NA,"",1019,1187,1186,"BMGCDLMI_00483","OILBKPLO_03485","EJBBKOOG_04076","PJHKJHDN_01226","FKHFPJNE_03823","KILFPKNN_00189","FGPKPDMB_00189","HJPBANPH_01051","BPMCEJLP_01975","MAMFPLAJ_01344","PFMPIDLH_00189","MAOMFHLF_01981","OKEMFKGG_00190","OBBHNEFO_00189","NJPCONAJ_01703"
"rhaS_2","","HTH-type transcriptional activator RhaS",581,581,1,1,2738,NA,NA,"",662,917,916,"BMGCDLMI_00485","OILBKPLO_03487","EJBBKOOG_04074","PJHKJHDN_01228","FKHFPJNE_03825","KILFPKNN_00187","FGPKPDMB_00187","HJPBANPH_01053","BPMCEJLP_01977","MAMFPLAJ_01342","PFMPIDLH_00187","MAOMFHLF_01983","OKEMFKGG_00188","OBBHNEFO_00187","NJPCONAJ_01705"
"group_1323","","Solute-binding protein",581,581,1,1,2731,NA,NA,"",485,983,982,"BMGCDLMI_00492","OILBKPLO_03494","EJBBKOOG_01579","PJHKJHDN_01235","FKHFPJNE_03832","KILFPKNN_00180","FGPKPDMB_00180","HJPBANPH_01060","BPMCEJLP_01984","MAMFPLAJ_01335","PFMPIDLH_00180","MAOMFHLF_01990","OKEMFKGG_00181","OBBHNEFO_00180","NJPCONAJ_01712"
"group_1324","rhaS_2","HTH-type transcriptional activator RhaS",581,581,1,1,2722,NA,NA,"",467,866,865,"BMGCDLMI_00498","OILBKPLO_03500","EJBBKOOG_01585","PJHKJHDN_01241","FKHFPJNE_03838","KILFPKNN_00174","FGPKPDMB_00174","HJPBANPH_01066","BPMCEJLP_01990","MAMFPLAJ_01329","PFMPIDLH_00174","MAOMFHLF_01996","OKEMFKGG_00175","OBBHNEFO_00174","NJPCONAJ_01718"
"group_1325","","hypothetical protein",581,581,1,1,2715,NA,NA,"",419,581,580,"BMGCDLMI_00505","OILBKPLO_03507","EJBBKOOG_01592","PJHKJHDN_01248","FKHFPJNE_03845","KILFPKNN_00167","FGPKPDMB_00167","HJPBANPH_01073","BPMCEJLP_01997","MAMFPLAJ_01322","PFMPIDLH_00167","MAOMFHLF_02003","OKEMFKGG_00168","OBBHNEFO_00167","NJPCONAJ_01725"
"cpdA","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",581,581,1,1,2714,NA,NA,"",827,947,827,"BMGCDLMI_00506","OILBKPLO_03508","EJBBKOOG_01593","PJHKJHDN_01249","FKHFPJNE_03846","KILFPKNN_00166","FGPKPDMB_00166","HJPBANPH_01074","BPMCEJLP_01998","MAMFPLAJ_01321","PFMPIDLH_00166","MAOMFHLF_02004","OKEMFKGG_00167","OBBHNEFO_00166","NJPCONAJ_01726"
"assT_1","","Arylsulfate sulfotransferase AssT",581,581,1,1,2705,NA,NA,"",1631,1796,1783,"BMGCDLMI_00515","OILBKPLO_03517","EJBBKOOG_01602","PJHKJHDN_01258","FKHFPJNE_03855","KILFPKNN_00157","FGPKPDMB_00157","HJPBANPH_01083","BPMCEJLP_02007","MAMFPLAJ_01312","PFMPIDLH_00157","MAOMFHLF_02013","OKEMFKGG_00158","OBBHNEFO_00157","NJPCONAJ_01735"
"rpoD","","RNA polymerase sigma factor RpoD",581,581,1,1,2686,NA,NA,"",1370,1982,1980,"BMGCDLMI_00534","OILBKPLO_04343","EJBBKOOG_01621","PJHKJHDN_01277","FKHFPJNE_03874","KILFPKNN_00138","FGPKPDMB_00138","HJPBANPH_01102","BPMCEJLP_02026","MAMFPLAJ_01293","PFMPIDLH_00138","MAOMFHLF_02032","OKEMFKGG_00139","OBBHNEFO_00138","NJPCONAJ_01754"
"yqjH","","NADPH-dependent ferric-chelate reductase",581,581,1,1,2684,NA,NA,"",419,767,765,"BMGCDLMI_00537","OILBKPLO_04340","EJBBKOOG_01624","PJHKJHDN_01280","FKHFPJNE_03877","KILFPKNN_00135","FGPKPDMB_00135","HJPBANPH_01105","BPMCEJLP_02029","MAMFPLAJ_01290","PFMPIDLH_00135","MAOMFHLF_02035","OKEMFKGG_00136","OBBHNEFO_00135","NJPCONAJ_01757"
"yqjI","","Transcriptional regulator YqjI",581,581,1,1,2683,NA,NA,"",602,644,643,"BMGCDLMI_00538","OILBKPLO_04339","EJBBKOOG_01625","PJHKJHDN_01281","FKHFPJNE_03878","KILFPKNN_00134","FGPKPDMB_00134","HJPBANPH_01106","BPMCEJLP_02030","MAMFPLAJ_01289","PFMPIDLH_00134","MAOMFHLF_02036","OKEMFKGG_00135","OBBHNEFO_00134","NJPCONAJ_01758"
