"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR3037434","SRR2994384","NDSU1","SRR11101167","SRR12075372","SRR14766444","SRR5928153","SRR15712222","NDSU6","SRR14766361","SRR5985919","SRR14766386","SRR8041750","SRR28412153","SRR4292616"
"cho","","Excinuclease cho",581,581,1,1,5337,NA,NA,"",881,908,881,"ENBCENPF_02371","KKCBMJKJ_02827","GEPIEMCB_00560","ELELPFCC_02932","OHGDDBEJ_02349","PJHKONLG_00917","BMGCDLMI_02017","JIDNIGFB_00562","LBKLGAEM_03619","MGNDMLEC_02848","CNEOHEEB_03445","OKEMFKGG_03790","EJCMFNNE_01375","IKEDIMNK_00183","OOMOJDPP_01710"
"astE","","Succinylglutamate desuccinylase",581,581,1,1,5340,NA,NA,"",326,968,966,"ENBCENPF_02368","KKCBMJKJ_02830","GEPIEMCB_00563","ELELPFCC_02935","OHGDDBEJ_02346","PJHKONLG_00914","BMGCDLMI_02014","JIDNIGFB_00565","LBKLGAEM_03622","MGNDMLEC_02845","CNEOHEEB_03442","OKEMFKGG_03787","EJCMFNNE_01378","IKEDIMNK_00180","OOMOJDPP_01713"
"astB","","N-succinylarginine dihydrolase",581,581,1,1,5341,NA,NA,"",275,1343,1339,"ENBCENPF_02367","KKCBMJKJ_02831","GEPIEMCB_00564","ELELPFCC_02936","OHGDDBEJ_02345","PJHKONLG_00913","BMGCDLMI_02013","JIDNIGFB_00566","LBKLGAEM_03623","MGNDMLEC_02844","CNEOHEEB_03441","OKEMFKGG_03786","EJCMFNNE_01379","IKEDIMNK_00179","OOMOJDPP_01714"
"astC","","Succinylornithine transaminase",581,581,1,1,5344,NA,NA,"",1178,1226,1225,"ENBCENPF_02364","KKCBMJKJ_02834","GEPIEMCB_00567","ELELPFCC_02939","OHGDDBEJ_02342","PJHKONLG_00910","BMGCDLMI_02010","JIDNIGFB_00569","LBKLGAEM_03626","MGNDMLEC_02841","CNEOHEEB_03438","OKEMFKGG_03783","EJCMFNNE_01382","IKEDIMNK_00176","OOMOJDPP_01717"
"xthA","","Exodeoxyribonuclease III",581,581,1,1,5345,NA,NA,"",806,878,806,"ENBCENPF_02363","KKCBMJKJ_02835","GEPIEMCB_00568","ELELPFCC_02940","OHGDDBEJ_02341","PJHKONLG_00909","BMGCDLMI_02009","JIDNIGFB_00570","LBKLGAEM_03627","MGNDMLEC_02840","CNEOHEEB_03437","OKEMFKGG_03782","EJCMFNNE_01383","IKEDIMNK_00175","OOMOJDPP_01718"
"gdhA_2","","NADP-specific glutamate dehydrogenase",581,581,1,1,5348,NA,NA,"",1250,1343,1342,"ENBCENPF_02360","KKCBMJKJ_02838","GEPIEMCB_00571","ELELPFCC_02943","OHGDDBEJ_02338","PJHKONLG_00906","BMGCDLMI_02006","JIDNIGFB_00573","LBKLGAEM_03630","MGNDMLEC_02837","CNEOHEEB_03434","OKEMFKGG_03779","EJCMFNNE_01386","IKEDIMNK_00172","OOMOJDPP_01721"
"ydjE_2","","Inner membrane metabolite transport protein YdjE",581,581,1,1,5356,NA,NA,"",581,1358,1356,"ENBCENPF_02353","KKCBMJKJ_02845","GEPIEMCB_00578","ELELPFCC_02950","OHGDDBEJ_02331","PJHKONLG_00899","BMGCDLMI_01999","JIDNIGFB_00580","LBKLGAEM_03637","MGNDMLEC_02830","CNEOHEEB_03427","OKEMFKGG_03772","EJCMFNNE_01393","IKEDIMNK_00165","OOMOJDPP_01728"
"mipA","","MltA-interacting protein",581,581,1,1,5370,NA,NA,"",647,746,745,"ENBCENPF_02339","KKCBMJKJ_02859","GEPIEMCB_00592","ELELPFCC_02964","OHGDDBEJ_02317","PJHKONLG_00885","BMGCDLMI_01985","JIDNIGFB_00594","LBKLGAEM_03651","MGNDMLEC_02816","CNEOHEEB_03413","OKEMFKGG_03758","EJCMFNNE_01407","IKEDIMNK_00151","OOMOJDPP_01742"
"group_1242","","hypothetical protein",581,581,1,1,5400,NA,NA,"",1586,1634,1593,"ENBCENPF_02309","KKCBMJKJ_03407","GEPIEMCB_00622","ELELPFCC_02994","OHGDDBEJ_02287","PJHKONLG_04353","BMGCDLMI_01955","JIDNIGFB_00624","LBKLGAEM_03681","MGNDMLEC_02786","CNEOHEEB_03383","OKEMFKGG_03728","EJCMFNNE_04483","IKEDIMNK_00121","OOMOJDPP_03640"
"yodB","","Cytochrome b561 ",581,581,1,1,5402,NA,NA,"",407,530,529,"ENBCENPF_02307","KKCBMJKJ_03405","GEPIEMCB_00624","ELELPFCC_02996","OHGDDBEJ_02285","PJHKONLG_04351","BMGCDLMI_01953","JIDNIGFB_00626","LBKLGAEM_03683","MGNDMLEC_02784","CNEOHEEB_03381","OKEMFKGG_03726","EJCMFNNE_04485","IKEDIMNK_00119","OOMOJDPP_03638"
"ydcV_2","","Inner membrane ABC transporter permease protein YdcV",581,581,1,1,5433,NA,NA,"",404,779,778,"ENBCENPF_02278","KKCBMJKJ_03376","GEPIEMCB_00653","ELELPFCC_03884","OHGDDBEJ_02256","PJHKONLG_04280","BMGCDLMI_01924","JIDNIGFB_00655","LBKLGAEM_03712","MGNDMLEC_02755","CNEOHEEB_04034","OKEMFKGG_03697","EJCMFNNE_02967","IKEDIMNK_00090","OOMOJDPP_03609"
"ndh","","NADH dehydrogenase",581,581,1,1,5445,NA,NA,"",1247,1304,1303,"ENBCENPF_02266","KKCBMJKJ_03364","GEPIEMCB_00665","ELELPFCC_03896","OHGDDBEJ_02244","PJHKONLG_03073","BMGCDLMI_01912","JIDNIGFB_00667","LBKLGAEM_03724","MGNDMLEC_02743","CNEOHEEB_04046","OKEMFKGG_03685","EJCMFNNE_02979","IKEDIMNK_00078","OOMOJDPP_03016"
"plsX","","Phosphate acyltransferase",581,581,1,1,5465,NA,NA,"",839,1049,1048,"ENBCENPF_02247","KKCBMJKJ_03345","GEPIEMCB_00684","ELELPFCC_03915","OHGDDBEJ_02225","PJHKONLG_03092","BMGCDLMI_01893","JIDNIGFB_00686","LBKLGAEM_03743","MGNDMLEC_02724","CNEOHEEB_04065","OKEMFKGG_03666","EJCMFNNE_02998","IKEDIMNK_00059","OOMOJDPP_02997"
"yceB","","putative lipoprotein YceB",581,581,1,1,5495,NA,NA,"",560,626,560,"ENBCENPF_02218","KKCBMJKJ_03316","GEPIEMCB_00713","ELELPFCC_03944","OHGDDBEJ_02196","PJHKONLG_03121","BMGCDLMI_01864","JIDNIGFB_00715","LBKLGAEM_03772","MGNDMLEC_02695","CNEOHEEB_04094","OKEMFKGG_03637","EJCMFNNE_03027","IKEDIMNK_00030","OOMOJDPP_02968"
"yceJ","","Cytochrome b561 ",581,581,1,1,5501,NA,NA,"",539,572,571,"ENBCENPF_02212","KKCBMJKJ_03310","GEPIEMCB_00719","ELELPFCC_03950","OHGDDBEJ_02190","PJHKONLG_03127","BMGCDLMI_01858","JIDNIGFB_00721","LBKLGAEM_03778","MGNDMLEC_02689","CNEOHEEB_04100","OKEMFKGG_03631","EJCMFNNE_03033","IKEDIMNK_00024","OOMOJDPP_02962"
"group_1253","","hypothetical protein",581,581,1,1,5503,NA,NA,"",290,1052,1050,"ENBCENPF_02210","KKCBMJKJ_03308","GEPIEMCB_00721","ELELPFCC_03952","OHGDDBEJ_02188","PJHKONLG_03129","BMGCDLMI_01856","JIDNIGFB_00723","LBKLGAEM_03780","MGNDMLEC_02687","CNEOHEEB_04102","OKEMFKGG_03629","EJCMFNNE_03035","IKEDIMNK_00022","OOMOJDPP_02960"
"ycdZ","","Inner membrane protein YcdZ",581,581,1,1,5524,NA,NA,"",494,512,509,"ENBCENPF_02192","KKCBMJKJ_03290","GEPIEMCB_00739","ELELPFCC_03970","OHGDDBEJ_04666","PJHKONLG_03147","BMGCDLMI_01838","JIDNIGFB_00741","LBKLGAEM_03798","MGNDMLEC_04657","CNEOHEEB_04120","OKEMFKGG_03611","EJCMFNNE_04649","IKEDIMNK_00004","OOMOJDPP_04549"
"grpE","","Protein GrpE",581,581,1,1,3026,NA,NA,"",590,782,781,"ENBCENPF_00649","KKCBMJKJ_04586","GEPIEMCB_00763","ELELPFCC_03355","OHGDDBEJ_00020","PJHKONLG_01476","BMGCDLMI_00020","JIDNIGFB_00764","LBKLGAEM_00020","MGNDMLEC_02025","CNEOHEEB_00020","OKEMFKGG_00651","EJCMFNNE_00985","IKEDIMNK_04328","OOMOJDPP_04531"
"recN","","DNA repair protein RecN",581,581,1,1,3028,NA,NA,"",1592,1661,1660,"ENBCENPF_00647","KKCBMJKJ_04584","GEPIEMCB_00765","ELELPFCC_03353","OHGDDBEJ_00022","PJHKONLG_01478","BMGCDLMI_00022","JIDNIGFB_00766","LBKLGAEM_00022","MGNDMLEC_02027","CNEOHEEB_00022","OKEMFKGG_00649","EJCMFNNE_00983","IKEDIMNK_04330","OOMOJDPP_04529"
"group_1259","","hypothetical protein",581,581,1,1,3057,NA,NA,"",497,578,577,"ENBCENPF_00625","KKCBMJKJ_02257","GEPIEMCB_00787","ELELPFCC_03331","OHGDDBEJ_00045","PJHKONLG_01500","BMGCDLMI_00044","JIDNIGFB_00788","LBKLGAEM_00044","MGNDMLEC_02049","CNEOHEEB_00044","OKEMFKGG_00627","EJCMFNNE_00961","IKEDIMNK_00745","OOMOJDPP_01494"
"group_1260","","hypothetical protein",581,581,1,1,3070,NA,NA,"",896,1058,1057,"ENBCENPF_00614","KKCBMJKJ_02268","GEPIEMCB_00798","ELELPFCC_03320","OHGDDBEJ_00056","PJHKONLG_01511","BMGCDLMI_00055","JIDNIGFB_00799","LBKLGAEM_00055","MGNDMLEC_02060","CNEOHEEB_00055","OKEMFKGG_00616","EJCMFNNE_00950","IKEDIMNK_00756","OOMOJDPP_01505"
"group_1261","","hypothetical protein",581,581,1,1,3072,NA,NA,"",311,1766,1763,"ENBCENPF_00612","KKCBMJKJ_02270","GEPIEMCB_00800","ELELPFCC_03318","OHGDDBEJ_00058","PJHKONLG_01513","BMGCDLMI_00057","JIDNIGFB_00801","LBKLGAEM_00057","MGNDMLEC_02062","CNEOHEEB_00057","OKEMFKGG_00614","EJCMFNNE_00948","IKEDIMNK_00758","OOMOJDPP_01507"
"xerC_1","","Tyrosine recombinase XerC",581,581,1,1,3091,NA,NA,"",899,1025,1024,"ENBCENPF_00595","KKCBMJKJ_02287","GEPIEMCB_00817","ELELPFCC_03301","OHGDDBEJ_00075","PJHKONLG_01530","BMGCDLMI_00074","JIDNIGFB_00818","LBKLGAEM_00074","MGNDMLEC_02079","CNEOHEEB_00074","OKEMFKGG_00597","EJCMFNNE_00931","IKEDIMNK_00775","OOMOJDPP_01524"
"group_1267","","hypothetical protein",581,581,1,1,3107,NA,NA,"",797,896,895,"ENBCENPF_00581","KKCBMJKJ_02301","GEPIEMCB_00831","ELELPFCC_03287","OHGDDBEJ_00090","PJHKONLG_01544","BMGCDLMI_00089","JIDNIGFB_00833","LBKLGAEM_00088","MGNDMLEC_02093","CNEOHEEB_00088","OKEMFKGG_00582","EJCMFNNE_00917","IKEDIMNK_00789","OOMOJDPP_01538"
"hoxN","","High-affinity nickel transport protein",581,581,1,1,3109,NA,NA,"",710,1013,1011,"ENBCENPF_00579","KKCBMJKJ_02303","GEPIEMCB_00833","ELELPFCC_03285","OHGDDBEJ_00092","PJHKONLG_01546","BMGCDLMI_00091","JIDNIGFB_00835","LBKLGAEM_00090","MGNDMLEC_02095","CNEOHEEB_00090","OKEMFKGG_00580","EJCMFNNE_00915","IKEDIMNK_00791","OOMOJDPP_01540"
"tctD","","Transcriptional regulatory protein tctD",581,581,1,1,3111,NA,NA,"",665,674,673,"ENBCENPF_00577","KKCBMJKJ_02305","GEPIEMCB_00835","ELELPFCC_03283","OHGDDBEJ_00094","PJHKONLG_01548","BMGCDLMI_00093","JIDNIGFB_00837","LBKLGAEM_00092","MGNDMLEC_02097","CNEOHEEB_00092","OKEMFKGG_00578","EJCMFNNE_00913","IKEDIMNK_00793","OOMOJDPP_01542"
"glaR","","HTH-type transcriptional repressor GlaR",581,581,1,1,3125,NA,NA,"",470,677,676,"ENBCENPF_00566","KKCBMJKJ_02316","GEPIEMCB_00846","ELELPFCC_03272","OHGDDBEJ_00105","PJHKONLG_01559","BMGCDLMI_00104","JIDNIGFB_00848","LBKLGAEM_00103","MGNDMLEC_02108","CNEOHEEB_00103","OKEMFKGG_00567","EJCMFNNE_00902","IKEDIMNK_00804","OOMOJDPP_01553"
"ygaV","","putative HTH-type transcriptional regulator YgaV",581,581,1,1,3128,NA,NA,"",206,299,298,"ENBCENPF_00563","KKCBMJKJ_02319","GEPIEMCB_00849","ELELPFCC_03269","OHGDDBEJ_00108","PJHKONLG_01562","BMGCDLMI_00107","JIDNIGFB_00851","LBKLGAEM_00106","MGNDMLEC_02111","CNEOHEEB_00106","OKEMFKGG_00564","EJCMFNNE_00899","IKEDIMNK_00807","OOMOJDPP_01556"
"group_1272","","hypothetical protein",581,581,1,1,3133,NA,NA,"",350,371,350,"ENBCENPF_00558","KKCBMJKJ_02324","GEPIEMCB_00854","ELELPFCC_03264","OHGDDBEJ_00113","PJHKONLG_01567","BMGCDLMI_00112","JIDNIGFB_00856","LBKLGAEM_00111","MGNDMLEC_02116","CNEOHEEB_00111","OKEMFKGG_00559","EJCMFNNE_00894","IKEDIMNK_00812","OOMOJDPP_01561"
"ygaM","","putative protein YgaM",581,581,1,1,3134,NA,NA,"",260,326,325,"ENBCENPF_00557","KKCBMJKJ_02325","GEPIEMCB_00855","ELELPFCC_03263","OHGDDBEJ_00114","PJHKONLG_01568","BMGCDLMI_00113","JIDNIGFB_00857","LBKLGAEM_00112","MGNDMLEC_02117","CNEOHEEB_00112","OKEMFKGG_00558","EJCMFNNE_00893","IKEDIMNK_00813","OOMOJDPP_01562"
"gabR_1","","HTH-type transcriptional regulatory protein GabR",581,581,1,1,3135,NA,NA,"",479,1334,1332,"ENBCENPF_00556","KKCBMJKJ_02326","GEPIEMCB_00856","ELELPFCC_03262","OHGDDBEJ_00115","PJHKONLG_01569","BMGCDLMI_00114","JIDNIGFB_00858","LBKLGAEM_00113","MGNDMLEC_02118","CNEOHEEB_00113","OKEMFKGG_00557","EJCMFNNE_00892","IKEDIMNK_00814","OOMOJDPP_01563"
"group_1275","","hypothetical protein",581,581,1,1,3136,NA,NA,"",275,431,430,"ENBCENPF_00555","KKCBMJKJ_02327","GEPIEMCB_00857","ELELPFCC_03261","OHGDDBEJ_00116","PJHKONLG_01570","BMGCDLMI_00115","JIDNIGFB_00859","LBKLGAEM_00114","MGNDMLEC_02119","CNEOHEEB_00114","OKEMFKGG_00556","EJCMFNNE_00891","IKEDIMNK_00815","OOMOJDPP_01564"
"nrdE","","Ribonucleoside-diphosphate reductase 2 subunit alpha",581,581,1,1,3139,NA,NA,"",1622,2117,2116,"ENBCENPF_00552","KKCBMJKJ_02330","GEPIEMCB_00860","ELELPFCC_03258","OHGDDBEJ_00119","PJHKONLG_01573","BMGCDLMI_00118","JIDNIGFB_00862","LBKLGAEM_00117","MGNDMLEC_02122","CNEOHEEB_00117","OKEMFKGG_00553","EJCMFNNE_00888","IKEDIMNK_00818","OOMOJDPP_01567"
"proV","","Glycine betaine/proline betaine transport system ATP-binding protein ProV",581,581,1,1,3141,NA,NA,"",1094,1202,1201,"ENBCENPF_00550","KKCBMJKJ_02332","GEPIEMCB_00862","ELELPFCC_03256","OHGDDBEJ_00121","PJHKONLG_01575","BMGCDLMI_00120","JIDNIGFB_00864","LBKLGAEM_00119","MGNDMLEC_02124","CNEOHEEB_00119","OKEMFKGG_00551","EJCMFNNE_00886","IKEDIMNK_00820","OOMOJDPP_01569"
"group_1278","","hypothetical protein",581,581,1,1,3148,NA,NA,"",491,1370,1368,"ENBCENPF_00543","KKCBMJKJ_02339","GEPIEMCB_00869","ELELPFCC_03249","OHGDDBEJ_00128","PJHKONLG_01582","BMGCDLMI_00127","JIDNIGFB_00871","LBKLGAEM_00126","MGNDMLEC_02131","CNEOHEEB_00126","OKEMFKGG_00544","EJCMFNNE_00879","IKEDIMNK_00827","OOMOJDPP_01576"
"yqaB","","Fructose-1-phosphate phosphatase YqaB",581,581,1,1,3152,NA,NA,"",554,566,565,"ENBCENPF_00539","KKCBMJKJ_02343","GEPIEMCB_00873","ELELPFCC_03245","OHGDDBEJ_00132","PJHKONLG_00245","BMGCDLMI_00131","JIDNIGFB_00875","LBKLGAEM_00130","MGNDMLEC_02135","CNEOHEEB_00130","OKEMFKGG_00540","EJCMFNNE_00875","IKEDIMNK_00831","OOMOJDPP_01580"
"cysC","","Adenylyl-sulfate kinase",581,581,1,1,2982,NA,NA,"",422,605,604,"ENBCENPF_00427","KKCBMJKJ_02455","GEPIEMCB_00985","ELELPFCC_01741","OHGDDBEJ_00244","PJHKONLG_00357","BMGCDLMI_00244","JIDNIGFB_00987","LBKLGAEM_00242","MGNDMLEC_02247","CNEOHEEB_00242","OKEMFKGG_00428","EJCMFNNE_00763","IKEDIMNK_00943","OOMOJDPP_02312"
"group_1294","","hypothetical protein",581,581,1,1,2969,NA,NA,"",191,356,355,"ENBCENPF_00416","KKCBMJKJ_02466","GEPIEMCB_00996","ELELPFCC_01730","OHGDDBEJ_00255","PJHKONLG_00368","BMGCDLMI_00255","JIDNIGFB_00998","LBKLGAEM_00253","MGNDMLEC_02258","CNEOHEEB_00253","OKEMFKGG_00417","EJCMFNNE_00752","IKEDIMNK_00954","OOMOJDPP_02323"
"queD","","6-carboxy-5,6,7,8-tetrahydropterin synthase",581,581,1,1,2963,NA,NA,"",260,362,361,"ENBCENPF_00410","KKCBMJKJ_02472","GEPIEMCB_01002","ELELPFCC_01724","OHGDDBEJ_00261","PJHKONLG_00374","BMGCDLMI_00261","JIDNIGFB_01004","LBKLGAEM_00259","MGNDMLEC_02264","CNEOHEEB_00259","OKEMFKGG_00411","EJCMFNNE_00746","IKEDIMNK_00960","OOMOJDPP_02329"
"yfcS_1","","putative fimbrial chaperone YfcS",581,581,1,1,2955,NA,NA,"",329,773,772,"ENBCENPF_00402","KKCBMJKJ_00003","GEPIEMCB_01010","ELELPFCC_01716","OHGDDBEJ_00269","PJHKONLG_00382","BMGCDLMI_00269","JIDNIGFB_01012","LBKLGAEM_00267","MGNDMLEC_02272","CNEOHEEB_00267","OKEMFKGG_00403","EJCMFNNE_02948","IKEDIMNK_00968","OOMOJDPP_00491"
"garK_2","","Glycerate 2-kinase",581,581,1,1,2947,NA,NA,"",806,1142,1140,"ENBCENPF_00394","KKCBMJKJ_00011","GEPIEMCB_01018","ELELPFCC_01708","OHGDDBEJ_00277","PJHKONLG_00390","BMGCDLMI_00277","JIDNIGFB_01020","LBKLGAEM_00275","MGNDMLEC_02280","CNEOHEEB_00275","OKEMFKGG_00395","EJCMFNNE_02940","IKEDIMNK_00976","OOMOJDPP_00483"
"gudD","","Glucarate dehydratase",581,581,1,1,2946,NA,NA,"",386,1340,1336,"ENBCENPF_00393","KKCBMJKJ_00012","GEPIEMCB_01019","ELELPFCC_01707","OHGDDBEJ_00278","PJHKONLG_00391","BMGCDLMI_00278","JIDNIGFB_01021","LBKLGAEM_00276","MGNDMLEC_02281","CNEOHEEB_00276","OKEMFKGG_00394","EJCMFNNE_02939","IKEDIMNK_00977","OOMOJDPP_00482"
"fucI","","L-fucose isomerase",581,581,1,1,2930,NA,NA,"",1718,1775,1774,"ENBCENPF_00377","KKCBMJKJ_00028","GEPIEMCB_01035","ELELPFCC_01691","OHGDDBEJ_00294","PJHKONLG_00407","BMGCDLMI_00294","JIDNIGFB_01037","LBKLGAEM_00292","MGNDMLEC_02297","CNEOHEEB_00292","OKEMFKGG_00378","EJCMFNNE_02923","IKEDIMNK_00993","OOMOJDPP_00466"
"csdA","","Cysteine desulfurase CsdA",581,581,1,1,2921,NA,NA,"",1205,1301,1205,"ENBCENPF_00368","KKCBMJKJ_00037","GEPIEMCB_01044","ELELPFCC_01682","OHGDDBEJ_00304","PJHKONLG_00416","BMGCDLMI_00304","JIDNIGFB_01046","LBKLGAEM_00301","MGNDMLEC_02306","CNEOHEEB_00301","OKEMFKGG_00369","EJCMFNNE_02914","IKEDIMNK_01002","OOMOJDPP_00457"
"csdE","","Sulfur acceptor protein CsdE",581,581,1,1,2920,NA,NA,"",335,443,442,"ENBCENPF_00367","KKCBMJKJ_00038","GEPIEMCB_01045","ELELPFCC_01681","OHGDDBEJ_00305","PJHKONLG_00417","BMGCDLMI_00305","JIDNIGFB_01047","LBKLGAEM_00302","MGNDMLEC_02307","CNEOHEEB_00302","OKEMFKGG_00368","EJCMFNNE_02913","IKEDIMNK_01003","OOMOJDPP_00456"
"amiC","","N-acetylmuramoyl-L-alanine amidase AmiC",581,581,1,1,2916,NA,NA,"",1139,1253,1252,"ENBCENPF_00361","KKCBMJKJ_00044","GEPIEMCB_01051","ELELPFCC_01675","OHGDDBEJ_00311","PJHKONLG_00423","BMGCDLMI_00311","JIDNIGFB_01053","LBKLGAEM_00308","MGNDMLEC_02313","CNEOHEEB_00308","OKEMFKGG_00362","EJCMFNNE_02907","IKEDIMNK_01009","OOMOJDPP_00450"
"ptsP","","Phosphoenolpyruvate-dependent phosphotransferase system",581,581,1,1,2904,NA,NA,"",2228,2246,2245,"ENBCENPF_00349","KKCBMJKJ_00056","GEPIEMCB_01063","ELELPFCC_01663","OHGDDBEJ_00323","PJHKONLG_00435","BMGCDLMI_00323","JIDNIGFB_01065","LBKLGAEM_00320","MGNDMLEC_02325","CNEOHEEB_00320","OKEMFKGG_00350","EJCMFNNE_02895","IKEDIMNK_01021","OOMOJDPP_00438"
"allS_1","","HTH-type transcriptional activator AllS",581,581,1,1,2887,NA,NA,"",617,863,862,"ENBCENPF_00332","KKCBMJKJ_00073","GEPIEMCB_01080","ELELPFCC_01646","OHGDDBEJ_00340","PJHKONLG_00452","BMGCDLMI_00340","JIDNIGFB_01082","LBKLGAEM_00337","MGNDMLEC_02342","CNEOHEEB_00337","OKEMFKGG_00333","EJCMFNNE_02878","IKEDIMNK_01038","OOMOJDPP_00421"
"yqeG","","Inner membrane transport protein YqeG",581,581,1,1,2885,NA,NA,"",497,1229,1227,"ENBCENPF_00330","KKCBMJKJ_00075","GEPIEMCB_01082","ELELPFCC_01644","OHGDDBEJ_00342","PJHKONLG_00454","BMGCDLMI_00342","JIDNIGFB_01084","LBKLGAEM_00339","MGNDMLEC_02344","CNEOHEEB_00339","OKEMFKGG_00331","EJCMFNNE_02876","IKEDIMNK_01040","OOMOJDPP_00419"
"group_1319","","hypothetical protein",581,581,1,1,2741,NA,NA,"",137,140,137,"ENBCENPF_00190","KKCBMJKJ_00215","GEPIEMCB_01222","ELELPFCC_01504","OHGDDBEJ_00482","PJHKONLG_04586","BMGCDLMI_00482","JIDNIGFB_01224","LBKLGAEM_00479","MGNDMLEC_02535","CNEOHEEB_00479","OKEMFKGG_00191","EJCMFNNE_02634","IKEDIMNK_01180","OOMOJDPP_00279"
"metC","","Cystathionine beta-lyase MetC",581,581,1,1,2740,NA,NA,"",1019,1187,1186,"ENBCENPF_00189","KKCBMJKJ_00216","GEPIEMCB_01223","ELELPFCC_01503","OHGDDBEJ_00483","PJHKONLG_04585","BMGCDLMI_00483","JIDNIGFB_01225","LBKLGAEM_00480","MGNDMLEC_02534","CNEOHEEB_00480","OKEMFKGG_00190","EJCMFNNE_02635","IKEDIMNK_01181","OOMOJDPP_00278"
"rhaS_2","","HTH-type transcriptional activator RhaS",581,581,1,1,2738,NA,NA,"",662,917,916,"ENBCENPF_00187","KKCBMJKJ_00218","GEPIEMCB_01225","ELELPFCC_01501","OHGDDBEJ_00485","PJHKONLG_04583","BMGCDLMI_00485","JIDNIGFB_01227","LBKLGAEM_00482","MGNDMLEC_02532","CNEOHEEB_00482","OKEMFKGG_00188","EJCMFNNE_02637","IKEDIMNK_01183","OOMOJDPP_00276"
"group_1323","","Solute-binding protein",581,581,1,1,2731,NA,NA,"",485,983,982,"ENBCENPF_00180","KKCBMJKJ_00225","GEPIEMCB_01232","ELELPFCC_03009","OHGDDBEJ_00492","PJHKONLG_02915","BMGCDLMI_00492","JIDNIGFB_01234","LBKLGAEM_00489","MGNDMLEC_02525","CNEOHEEB_00489","OKEMFKGG_00181","EJCMFNNE_02644","IKEDIMNK_01190","OOMOJDPP_00269"
"group_1324","rhaS_2","HTH-type transcriptional activator RhaS",581,581,1,1,2722,NA,NA,"",467,866,865,"ENBCENPF_00174","KKCBMJKJ_00231","GEPIEMCB_01238","ELELPFCC_03015","OHGDDBEJ_00498","PJHKONLG_02921","BMGCDLMI_00498","JIDNIGFB_01240","LBKLGAEM_00495","MGNDMLEC_02519","CNEOHEEB_00495","OKEMFKGG_00175","EJCMFNNE_02650","IKEDIMNK_01196","OOMOJDPP_00263"
"group_1325","","hypothetical protein",581,581,1,1,2715,NA,NA,"",419,581,580,"ENBCENPF_00167","KKCBMJKJ_00238","GEPIEMCB_01245","ELELPFCC_03022","OHGDDBEJ_00505","PJHKONLG_02928","BMGCDLMI_00505","JIDNIGFB_01247","LBKLGAEM_00502","MGNDMLEC_02512","CNEOHEEB_00502","OKEMFKGG_00168","EJCMFNNE_02657","IKEDIMNK_01203","OOMOJDPP_00256"
"cpdA","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",581,581,1,1,2714,NA,NA,"",827,947,827,"ENBCENPF_00166","KKCBMJKJ_00239","GEPIEMCB_01246","ELELPFCC_03023","OHGDDBEJ_00506","PJHKONLG_02929","BMGCDLMI_00506","JIDNIGFB_01248","LBKLGAEM_00503","MGNDMLEC_02511","CNEOHEEB_00503","OKEMFKGG_00167","EJCMFNNE_02658","IKEDIMNK_01204","OOMOJDPP_00255"
"assT_1","","Arylsulfate sulfotransferase AssT",581,581,1,1,2705,NA,NA,"",1631,1796,1783,"ENBCENPF_00157","KKCBMJKJ_00248","GEPIEMCB_01255","ELELPFCC_03032","OHGDDBEJ_00515","PJHKONLG_02938","BMGCDLMI_00515","JIDNIGFB_01257","LBKLGAEM_00512","MGNDMLEC_02502","CNEOHEEB_00512","OKEMFKGG_00158","EJCMFNNE_02238","IKEDIMNK_01213","OOMOJDPP_01019"
"rpoD","","RNA polymerase sigma factor RpoD",581,581,1,1,2686,NA,NA,"",1370,1982,1980,"ENBCENPF_00138","KKCBMJKJ_00267","GEPIEMCB_01274","ELELPFCC_03051","OHGDDBEJ_00534","PJHKONLG_02957","BMGCDLMI_00534","JIDNIGFB_01276","LBKLGAEM_00531","MGNDMLEC_02483","CNEOHEEB_00531","OKEMFKGG_00139","EJCMFNNE_02219","IKEDIMNK_01232","OOMOJDPP_01038"
"yqjH","","NADPH-dependent ferric-chelate reductase",581,581,1,1,2684,NA,NA,"",419,767,765,"ENBCENPF_00135","KKCBMJKJ_00270","GEPIEMCB_01277","ELELPFCC_03054","OHGDDBEJ_00537","PJHKONLG_02960","BMGCDLMI_00537","JIDNIGFB_01279","LBKLGAEM_00534","MGNDMLEC_02480","CNEOHEEB_00534","OKEMFKGG_00136","EJCMFNNE_02216","IKEDIMNK_01235","OOMOJDPP_01041"
"yqjI","","Transcriptional regulator YqjI",581,581,1,1,2683,NA,NA,"",602,644,643,"ENBCENPF_00134","KKCBMJKJ_00271","GEPIEMCB_01278","ELELPFCC_03055","OHGDDBEJ_00538","PJHKONLG_02961","BMGCDLMI_00538","JIDNIGFB_01280","LBKLGAEM_00535","MGNDMLEC_02479","CNEOHEEB_00535","OKEMFKGG_00135","EJCMFNNE_02215","IKEDIMNK_01236","OOMOJDPP_01042"
