"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR16297816","SRR7010475","SRR12075372","SRR5905519","SRR28412124","SRR14766397","SRR27714943","SRR8728075","SRR14766394","SRR5883582","NDSU24","SRR14766350","NDSU10","SRR18233386","SRR27708439"
"cho","","Excinuclease cho",581,581,1,1,5337,NA,NA,"",881,908,881,"IIHPGJAB_00560","IMMEOONP_03292","OHGDDBEJ_02349","OAAFEBHG_02478","NGHPPALG_00559","CDEANNNL_02943","APJAPAOH_00187","EDHNKBAJ_02123","AHAJJFKC_00364","HGPPELBO_02774","DFEIMHLH_00284","KNJLKBEO_01749","PGKCJFEA_02409","OKDIKGGJ_03215","JJJDFGFB_00561"
"astE","","Succinylglutamate desuccinylase",581,581,1,1,5340,NA,NA,"",326,968,966,"IIHPGJAB_00563","IMMEOONP_03289","OHGDDBEJ_02346","OAAFEBHG_02475","NGHPPALG_00562","CDEANNNL_02940","APJAPAOH_00184","EDHNKBAJ_02126","AHAJJFKC_00361","HGPPELBO_02777","DFEIMHLH_00281","KNJLKBEO_01752","PGKCJFEA_02412","OKDIKGGJ_03218","JJJDFGFB_00564"
"astB","","N-succinylarginine dihydrolase",581,581,1,1,5341,NA,NA,"",275,1343,1339,"IIHPGJAB_00564","IMMEOONP_03288","OHGDDBEJ_02345","OAAFEBHG_02474","NGHPPALG_00563","CDEANNNL_02939","APJAPAOH_00183","EDHNKBAJ_02127","AHAJJFKC_00360","HGPPELBO_02778","DFEIMHLH_00280","KNJLKBEO_01753","PGKCJFEA_02413","OKDIKGGJ_03219","JJJDFGFB_00565"
"astC","","Succinylornithine transaminase",581,581,1,1,5344,NA,NA,"",1178,1226,1225,"IIHPGJAB_00567","IMMEOONP_03285","OHGDDBEJ_02342","OAAFEBHG_02471","NGHPPALG_00566","CDEANNNL_02936","APJAPAOH_00180","EDHNKBAJ_02130","AHAJJFKC_00357","HGPPELBO_02781","DFEIMHLH_00277","KNJLKBEO_01756","PGKCJFEA_01112","OKDIKGGJ_03222","JJJDFGFB_00568"
"xthA","","Exodeoxyribonuclease III",581,581,1,1,5345,NA,NA,"",806,878,806,"IIHPGJAB_00568","IMMEOONP_03284","OHGDDBEJ_02341","OAAFEBHG_02470","NGHPPALG_00567","CDEANNNL_02935","APJAPAOH_00179","EDHNKBAJ_02131","AHAJJFKC_00356","HGPPELBO_02782","DFEIMHLH_00276","KNJLKBEO_01757","PGKCJFEA_01113","OKDIKGGJ_03223","JJJDFGFB_00569"
"gdhA_2","","NADP-specific glutamate dehydrogenase",581,581,1,1,5348,NA,NA,"",1250,1343,1342,"IIHPGJAB_00571","IMMEOONP_03281","OHGDDBEJ_02338","OAAFEBHG_02467","NGHPPALG_00570","CDEANNNL_02932","APJAPAOH_00176","EDHNKBAJ_02134","AHAJJFKC_00353","HGPPELBO_02785","DFEIMHLH_00273","KNJLKBEO_01760","PGKCJFEA_01116","OKDIKGGJ_03226","JJJDFGFB_00572"
"ydjE_2","","Inner membrane metabolite transport protein YdjE",581,581,1,1,5356,NA,NA,"",581,1358,1356,"IIHPGJAB_00578","IMMEOONP_03274","OHGDDBEJ_02331","OAAFEBHG_02460","NGHPPALG_00577","CDEANNNL_02925","APJAPAOH_00169","EDHNKBAJ_02141","AHAJJFKC_00346","HGPPELBO_02792","DFEIMHLH_00266","KNJLKBEO_01767","PGKCJFEA_01123","OKDIKGGJ_03233","JJJDFGFB_00579"
"mipA","","MltA-interacting protein",581,581,1,1,5370,NA,NA,"",647,746,745,"IIHPGJAB_00592","IMMEOONP_03260","OHGDDBEJ_02317","OAAFEBHG_02446","NGHPPALG_00591","CDEANNNL_02911","APJAPAOH_00155","EDHNKBAJ_02155","AHAJJFKC_00332","HGPPELBO_02806","DFEIMHLH_00252","KNJLKBEO_01781","PGKCJFEA_01137","OKDIKGGJ_03247","JJJDFGFB_00593"
"group_1242","","hypothetical protein",581,581,1,1,5400,NA,NA,"",1586,1634,1593,"IIHPGJAB_00622","IMMEOONP_03230","OHGDDBEJ_02287","OAAFEBHG_02416","NGHPPALG_00621","CDEANNNL_02881","APJAPAOH_00125","EDHNKBAJ_02185","AHAJJFKC_03928","HGPPELBO_02836","DFEIMHLH_00222","KNJLKBEO_04539","PGKCJFEA_01167","OKDIKGGJ_03277","JJJDFGFB_00623"
"yodB","","Cytochrome b561 ",581,581,1,1,5402,NA,NA,"",407,530,529,"IIHPGJAB_00624","IMMEOONP_03228","OHGDDBEJ_02285","OAAFEBHG_02414","NGHPPALG_00623","CDEANNNL_02879","APJAPAOH_00123","EDHNKBAJ_02187","AHAJJFKC_03930","HGPPELBO_02838","DFEIMHLH_00220","KNJLKBEO_04537","PGKCJFEA_01169","OKDIKGGJ_03279","JJJDFGFB_00625"
"ydcV_2","","Inner membrane ABC transporter permease protein YdcV",581,581,1,1,5433,NA,NA,"",404,779,778,"IIHPGJAB_00653","IMMEOONP_03199","OHGDDBEJ_02256","OAAFEBHG_02385","NGHPPALG_00652","CDEANNNL_02850","APJAPAOH_00094","EDHNKBAJ_03443","AHAJJFKC_04301","HGPPELBO_02867","DFEIMHLH_00191","KNJLKBEO_03516","PGKCJFEA_01198","OKDIKGGJ_03308","JJJDFGFB_00654"
"ndh","","NADH dehydrogenase",581,581,1,1,5445,NA,NA,"",1247,1304,1303,"IIHPGJAB_00665","IMMEOONP_03187","OHGDDBEJ_02244","OAAFEBHG_02373","NGHPPALG_00664","CDEANNNL_02838","APJAPAOH_00082","EDHNKBAJ_03431","AHAJJFKC_02112","HGPPELBO_02879","DFEIMHLH_00179","KNJLKBEO_03504","PGKCJFEA_01210","OKDIKGGJ_03320","JJJDFGFB_00666"
"plsX","","Phosphate acyltransferase",581,581,1,1,5465,NA,NA,"",839,1049,1048,"IIHPGJAB_00684","IMMEOONP_03168","OHGDDBEJ_02225","OAAFEBHG_02354","NGHPPALG_00683","CDEANNNL_02819","APJAPAOH_00063","EDHNKBAJ_03412","AHAJJFKC_02093","HGPPELBO_02898","DFEIMHLH_00160","KNJLKBEO_03485","PGKCJFEA_01229","OKDIKGGJ_03339","JJJDFGFB_00685"
"yceB","","putative lipoprotein YceB",581,581,1,1,5495,NA,NA,"",560,626,560,"IIHPGJAB_00713","IMMEOONP_03139","OHGDDBEJ_02196","OAAFEBHG_02325","NGHPPALG_00712","CDEANNNL_02790","APJAPAOH_00034","EDHNKBAJ_03383","AHAJJFKC_02064","HGPPELBO_02927","DFEIMHLH_00131","KNJLKBEO_03456","PGKCJFEA_01258","OKDIKGGJ_03368","JJJDFGFB_00714"
"yceJ","","Cytochrome b561 ",581,581,1,1,5501,NA,NA,"",539,572,571,"IIHPGJAB_00719","IMMEOONP_03133","OHGDDBEJ_02190","OAAFEBHG_02319","NGHPPALG_00718","CDEANNNL_02784","APJAPAOH_00028","EDHNKBAJ_03377","AHAJJFKC_02058","HGPPELBO_02933","DFEIMHLH_00125","KNJLKBEO_03450","PGKCJFEA_01264","OKDIKGGJ_03374","JJJDFGFB_00720"
"group_1253","","hypothetical protein",581,581,1,1,5503,NA,NA,"",290,1052,1050,"IIHPGJAB_00721","IMMEOONP_03131","OHGDDBEJ_02188","OAAFEBHG_02317","NGHPPALG_00720","CDEANNNL_02782","APJAPAOH_00026","EDHNKBAJ_03375","AHAJJFKC_02056","HGPPELBO_02935","DFEIMHLH_00123","KNJLKBEO_03448","PGKCJFEA_01266","OKDIKGGJ_03376","JJJDFGFB_00722"
"ycdZ","","Inner membrane protein YcdZ",581,581,1,1,5524,NA,NA,"",494,512,509,"IIHPGJAB_00739","IMMEOONP_03113","OHGDDBEJ_04666","OAAFEBHG_02299","NGHPPALG_00738","CDEANNNL_02764","APJAPAOH_00008","EDHNKBAJ_03357","AHAJJFKC_04410","HGPPELBO_02953","DFEIMHLH_00105","KNJLKBEO_04630","PGKCJFEA_01284","OKDIKGGJ_03394","JJJDFGFB_00740"
"grpE","","Protein GrpE",581,581,1,1,3026,NA,NA,"",590,782,781,"IIHPGJAB_00763","IMMEOONP_00020","OHGDDBEJ_00020","OAAFEBHG_00020","NGHPPALG_00761","CDEANNNL_04407","APJAPAOH_01395","EDHNKBAJ_01184","AHAJJFKC_04472","HGPPELBO_00020","DFEIMHLH_01491","KNJLKBEO_04475","PGKCJFEA_02891","OKDIKGGJ_00020","JJJDFGFB_01392"
"recN","","DNA repair protein RecN",581,581,1,1,3028,NA,NA,"",1592,1661,1660,"IIHPGJAB_00765","IMMEOONP_00022","OHGDDBEJ_00022","OAAFEBHG_00022","NGHPPALG_00763","CDEANNNL_04409","APJAPAOH_01393","EDHNKBAJ_01182","AHAJJFKC_04608","HGPPELBO_00022","DFEIMHLH_01489","KNJLKBEO_04473","PGKCJFEA_02889","OKDIKGGJ_00022","JJJDFGFB_01390"
"group_1259","","hypothetical protein",581,581,1,1,3057,NA,NA,"",497,578,577,"IIHPGJAB_00787","IMMEOONP_00044","OHGDDBEJ_00045","OAAFEBHG_00044","NGHPPALG_00785","CDEANNNL_04431","APJAPAOH_01371","EDHNKBAJ_01160","AHAJJFKC_03574","HGPPELBO_00044","DFEIMHLH_01467","KNJLKBEO_01577","PGKCJFEA_02867","OKDIKGGJ_00044","JJJDFGFB_01368"
"group_1260","","hypothetical protein",581,581,1,1,3070,NA,NA,"",896,1058,1057,"IIHPGJAB_00798","IMMEOONP_00055","OHGDDBEJ_00056","OAAFEBHG_00055","NGHPPALG_00796","CDEANNNL_04442","APJAPAOH_01360","EDHNKBAJ_01149","AHAJJFKC_01749","HGPPELBO_00055","DFEIMHLH_01456","KNJLKBEO_01566","PGKCJFEA_02856","OKDIKGGJ_00055","JJJDFGFB_01357"
"group_1261","","hypothetical protein",581,581,1,1,3072,NA,NA,"",311,1766,1763,"IIHPGJAB_00800","IMMEOONP_00057","OHGDDBEJ_00058","OAAFEBHG_00057","NGHPPALG_00798","CDEANNNL_04444","APJAPAOH_01358","EDHNKBAJ_01147","AHAJJFKC_01751","HGPPELBO_00057","DFEIMHLH_01454","KNJLKBEO_01564","PGKCJFEA_02854","OKDIKGGJ_00057","JJJDFGFB_01355"
"xerC_1","","Tyrosine recombinase XerC",581,581,1,1,3091,NA,NA,"",899,1025,1024,"IIHPGJAB_00817","IMMEOONP_00074","OHGDDBEJ_00075","OAAFEBHG_00074","NGHPPALG_00815","CDEANNNL_03601","APJAPAOH_01341","EDHNKBAJ_01130","AHAJJFKC_01768","HGPPELBO_00074","DFEIMHLH_01437","KNJLKBEO_01547","PGKCJFEA_04731","OKDIKGGJ_00074","JJJDFGFB_01338"
"group_1267","","hypothetical protein",581,581,1,1,3107,NA,NA,"",797,896,895,"IIHPGJAB_00831","IMMEOONP_00088","OHGDDBEJ_00090","OAAFEBHG_00088","NGHPPALG_00829","CDEANNNL_03615","APJAPAOH_01327","EDHNKBAJ_01116","AHAJJFKC_01782","HGPPELBO_00088","DFEIMHLH_01423","KNJLKBEO_01533","PGKCJFEA_03390","OKDIKGGJ_00088","JJJDFGFB_01324"
"hoxN","","High-affinity nickel transport protein",581,581,1,1,3109,NA,NA,"",710,1013,1011,"IIHPGJAB_00833","IMMEOONP_00090","OHGDDBEJ_00092","OAAFEBHG_00090","NGHPPALG_00831","CDEANNNL_03617","APJAPAOH_01325","EDHNKBAJ_01114","AHAJJFKC_01784","HGPPELBO_00090","DFEIMHLH_01421","KNJLKBEO_01531","PGKCJFEA_03392","OKDIKGGJ_00090","JJJDFGFB_01322"
"tctD","","Transcriptional regulatory protein tctD",581,581,1,1,3111,NA,NA,"",665,674,673,"IIHPGJAB_00835","IMMEOONP_00092","OHGDDBEJ_00094","OAAFEBHG_00092","NGHPPALG_00833","CDEANNNL_03619","APJAPAOH_01323","EDHNKBAJ_01112","AHAJJFKC_01786","HGPPELBO_00092","DFEIMHLH_01419","KNJLKBEO_01529","PGKCJFEA_03394","OKDIKGGJ_00092","JJJDFGFB_01320"
"glaR","","HTH-type transcriptional repressor GlaR",581,581,1,1,3125,NA,NA,"",470,677,676,"IIHPGJAB_00846","IMMEOONP_00103","OHGDDBEJ_00105","OAAFEBHG_00103","NGHPPALG_00844","CDEANNNL_03630","APJAPAOH_01312","EDHNKBAJ_01101","AHAJJFKC_01797","HGPPELBO_00103","DFEIMHLH_01408","KNJLKBEO_01518","PGKCJFEA_03405","OKDIKGGJ_00103","JJJDFGFB_01309"
"ygaV","","putative HTH-type transcriptional regulator YgaV",581,581,1,1,3128,NA,NA,"",206,299,298,"IIHPGJAB_00849","IMMEOONP_00106","OHGDDBEJ_00108","OAAFEBHG_00106","NGHPPALG_00847","CDEANNNL_03633","APJAPAOH_01309","EDHNKBAJ_01098","AHAJJFKC_01800","HGPPELBO_00106","DFEIMHLH_01405","KNJLKBEO_01515","PGKCJFEA_03408","OKDIKGGJ_00106","JJJDFGFB_01306"
"group_1272","","hypothetical protein",581,581,1,1,3133,NA,NA,"",350,371,350,"IIHPGJAB_00854","IMMEOONP_00111","OHGDDBEJ_00113","OAAFEBHG_00111","NGHPPALG_00852","CDEANNNL_03638","APJAPAOH_01304","EDHNKBAJ_01093","AHAJJFKC_01805","HGPPELBO_00111","DFEIMHLH_01400","KNJLKBEO_01510","PGKCJFEA_03413","OKDIKGGJ_00111","JJJDFGFB_01301"
"ygaM","","putative protein YgaM",581,581,1,1,3134,NA,NA,"",260,326,325,"IIHPGJAB_00855","IMMEOONP_00112","OHGDDBEJ_00114","OAAFEBHG_00112","NGHPPALG_00853","CDEANNNL_03639","APJAPAOH_01303","EDHNKBAJ_01092","AHAJJFKC_01806","HGPPELBO_00112","DFEIMHLH_01399","KNJLKBEO_01509","PGKCJFEA_03414","OKDIKGGJ_00112","JJJDFGFB_01300"
"gabR_1","","HTH-type transcriptional regulatory protein GabR",581,581,1,1,3135,NA,NA,"",479,1334,1332,"IIHPGJAB_00856","IMMEOONP_00113","OHGDDBEJ_00115","OAAFEBHG_00113","NGHPPALG_00854","CDEANNNL_03640","APJAPAOH_01302","EDHNKBAJ_01091","AHAJJFKC_01807","HGPPELBO_00113","DFEIMHLH_01398","KNJLKBEO_01508","PGKCJFEA_03415","OKDIKGGJ_00113","JJJDFGFB_01299"
"group_1275","","hypothetical protein",581,581,1,1,3136,NA,NA,"",275,431,430,"IIHPGJAB_00857","IMMEOONP_00114","OHGDDBEJ_00116","OAAFEBHG_00114","NGHPPALG_00855","CDEANNNL_03641","APJAPAOH_01301","EDHNKBAJ_01090","AHAJJFKC_01808","HGPPELBO_00114","DFEIMHLH_01397","KNJLKBEO_01507","PGKCJFEA_03416","OKDIKGGJ_00114","JJJDFGFB_01298"
"nrdE","","Ribonucleoside-diphosphate reductase 2 subunit alpha",581,581,1,1,3139,NA,NA,"",1622,2117,2116,"IIHPGJAB_00860","IMMEOONP_00117","OHGDDBEJ_00119","OAAFEBHG_00117","NGHPPALG_00858","CDEANNNL_03644","APJAPAOH_01298","EDHNKBAJ_01087","AHAJJFKC_01811","HGPPELBO_00117","DFEIMHLH_01394","KNJLKBEO_01504","PGKCJFEA_03419","OKDIKGGJ_00117","JJJDFGFB_01295"
"proV","","Glycine betaine/proline betaine transport system ATP-binding protein ProV",581,581,1,1,3141,NA,NA,"",1094,1202,1201,"IIHPGJAB_00862","IMMEOONP_00119","OHGDDBEJ_00121","OAAFEBHG_00119","NGHPPALG_00860","CDEANNNL_03646","APJAPAOH_01296","EDHNKBAJ_01085","AHAJJFKC_01813","HGPPELBO_00119","DFEIMHLH_01392","KNJLKBEO_01502","PGKCJFEA_03421","OKDIKGGJ_00119","JJJDFGFB_01293"
"group_1278","","hypothetical protein",581,581,1,1,3148,NA,NA,"",491,1370,1368,"IIHPGJAB_00869","IMMEOONP_00126","OHGDDBEJ_00128","OAAFEBHG_00126","NGHPPALG_00867","CDEANNNL_03653","APJAPAOH_01289","EDHNKBAJ_01078","AHAJJFKC_01820","HGPPELBO_00126","DFEIMHLH_01385","KNJLKBEO_01495","PGKCJFEA_03428","OKDIKGGJ_00126","JJJDFGFB_01286"
"yqaB","","Fructose-1-phosphate phosphatase YqaB",581,581,1,1,3152,NA,NA,"",554,566,565,"IIHPGJAB_00873","IMMEOONP_00130","OHGDDBEJ_00132","OAAFEBHG_00130","NGHPPALG_00871","CDEANNNL_03657","APJAPAOH_01285","EDHNKBAJ_01074","AHAJJFKC_02905","HGPPELBO_00130","DFEIMHLH_01381","KNJLKBEO_01491","PGKCJFEA_03432","OKDIKGGJ_00130","JJJDFGFB_01282"
"cysC","","Adenylyl-sulfate kinase",581,581,1,1,2982,NA,NA,"",422,605,604,"IIHPGJAB_00985","IMMEOONP_00242","OHGDDBEJ_00244","OAAFEBHG_00241","NGHPPALG_00983","CDEANNNL_03769","APJAPAOH_01173","EDHNKBAJ_00962","AHAJJFKC_01323","HGPPELBO_00242","DFEIMHLH_01269","KNJLKBEO_01379","PGKCJFEA_02418","OKDIKGGJ_00242","JJJDFGFB_01170"
"group_1294","","hypothetical protein",581,581,1,1,2969,NA,NA,"",191,356,355,"IIHPGJAB_00996","IMMEOONP_00253","OHGDDBEJ_00255","OAAFEBHG_00252","NGHPPALG_00994","CDEANNNL_03780","APJAPAOH_01162","EDHNKBAJ_00951","AHAJJFKC_01334","HGPPELBO_00253","DFEIMHLH_01258","KNJLKBEO_01368","PGKCJFEA_02429","OKDIKGGJ_00253","JJJDFGFB_01159"
"queD","","6-carboxy-5,6,7,8-tetrahydropterin synthase",581,581,1,1,2963,NA,NA,"",260,362,361,"IIHPGJAB_01002","IMMEOONP_00259","OHGDDBEJ_00261","OAAFEBHG_00258","NGHPPALG_01000","CDEANNNL_03786","APJAPAOH_01156","EDHNKBAJ_00945","AHAJJFKC_01340","HGPPELBO_00259","DFEIMHLH_01252","KNJLKBEO_01362","PGKCJFEA_02435","OKDIKGGJ_00259","JJJDFGFB_01153"
"yfcS_1","","putative fimbrial chaperone YfcS",581,581,1,1,2955,NA,NA,"",329,773,772,"IIHPGJAB_01010","IMMEOONP_00267","OHGDDBEJ_00269","OAAFEBHG_00266","NGHPPALG_01010","CDEANNNL_01274","APJAPAOH_01148","EDHNKBAJ_00937","AHAJJFKC_04546","HGPPELBO_00267","DFEIMHLH_01244","KNJLKBEO_02551","PGKCJFEA_02443","OKDIKGGJ_00267","JJJDFGFB_01145"
"garK_2","","Glycerate 2-kinase",581,581,1,1,2947,NA,NA,"",806,1142,1140,"IIHPGJAB_01018","IMMEOONP_00275","OHGDDBEJ_00277","OAAFEBHG_00274","NGHPPALG_01018","CDEANNNL_01282","APJAPAOH_01140","EDHNKBAJ_00929","AHAJJFKC_01100","HGPPELBO_00275","DFEIMHLH_01236","KNJLKBEO_02559","PGKCJFEA_02451","OKDIKGGJ_00275","JJJDFGFB_01137"
"gudD","","Glucarate dehydratase",581,581,1,1,2946,NA,NA,"",386,1340,1336,"IIHPGJAB_01019","IMMEOONP_00276","OHGDDBEJ_00278","OAAFEBHG_00275","NGHPPALG_01019","CDEANNNL_01283","APJAPAOH_01139","EDHNKBAJ_00928","AHAJJFKC_01101","HGPPELBO_00276","DFEIMHLH_01235","KNJLKBEO_02560","PGKCJFEA_02452","OKDIKGGJ_00276","JJJDFGFB_01136"
"fucI","","L-fucose isomerase",581,581,1,1,2930,NA,NA,"",1718,1775,1774,"IIHPGJAB_01035","IMMEOONP_00292","OHGDDBEJ_00294","OAAFEBHG_00291","NGHPPALG_01035","CDEANNNL_01299","APJAPAOH_01123","EDHNKBAJ_00912","AHAJJFKC_01117","HGPPELBO_00292","DFEIMHLH_01219","KNJLKBEO_02576","PGKCJFEA_02468","OKDIKGGJ_00292","JJJDFGFB_01120"
"csdA","","Cysteine desulfurase CsdA",581,581,1,1,2921,NA,NA,"",1205,1301,1205,"IIHPGJAB_01044","IMMEOONP_00301","OHGDDBEJ_00304","OAAFEBHG_00300","NGHPPALG_01044","CDEANNNL_01309","APJAPAOH_01114","EDHNKBAJ_00903","AHAJJFKC_01126","HGPPELBO_00301","DFEIMHLH_01210","KNJLKBEO_02585","PGKCJFEA_02477","OKDIKGGJ_00301","JJJDFGFB_01111"
"csdE","","Sulfur acceptor protein CsdE",581,581,1,1,2920,NA,NA,"",335,443,442,"IIHPGJAB_01045","IMMEOONP_00302","OHGDDBEJ_00305","OAAFEBHG_00301","NGHPPALG_01045","CDEANNNL_01310","APJAPAOH_01113","EDHNKBAJ_00902","AHAJJFKC_01127","HGPPELBO_00302","DFEIMHLH_01209","KNJLKBEO_02586","PGKCJFEA_02478","OKDIKGGJ_00302","JJJDFGFB_01110"
"amiC","","N-acetylmuramoyl-L-alanine amidase AmiC",581,581,1,1,2916,NA,NA,"",1139,1253,1252,"IIHPGJAB_01051","IMMEOONP_00308","OHGDDBEJ_00311","OAAFEBHG_00307","NGHPPALG_01051","CDEANNNL_01316","APJAPAOH_01107","EDHNKBAJ_00896","AHAJJFKC_01133","HGPPELBO_00308","DFEIMHLH_01203","KNJLKBEO_02592","PGKCJFEA_02484","OKDIKGGJ_00308","JJJDFGFB_01105"
"ptsP","","Phosphoenolpyruvate-dependent phosphotransferase system",581,581,1,1,2904,NA,NA,"",2228,2246,2245,"IIHPGJAB_01063","IMMEOONP_00320","OHGDDBEJ_00323","OAAFEBHG_00319","NGHPPALG_01064","CDEANNNL_01328","APJAPAOH_01095","EDHNKBAJ_00884","AHAJJFKC_01145","HGPPELBO_00320","DFEIMHLH_01191","KNJLKBEO_02604","PGKCJFEA_04286","OKDIKGGJ_00320","JJJDFGFB_01093"
"allS_1","","HTH-type transcriptional activator AllS",581,581,1,1,2887,NA,NA,"",617,863,862,"IIHPGJAB_01080","IMMEOONP_00337","OHGDDBEJ_00340","OAAFEBHG_00336","NGHPPALG_01081","CDEANNNL_01345","APJAPAOH_01078","EDHNKBAJ_00867","AHAJJFKC_01162","HGPPELBO_00337","DFEIMHLH_01174","KNJLKBEO_02621","PGKCJFEA_04269","OKDIKGGJ_00337","JJJDFGFB_01076"
"yqeG","","Inner membrane transport protein YqeG",581,581,1,1,2885,NA,NA,"",497,1229,1227,"IIHPGJAB_01082","IMMEOONP_00339","OHGDDBEJ_00342","OAAFEBHG_00338","NGHPPALG_01083","CDEANNNL_01347","APJAPAOH_01076","EDHNKBAJ_00865","AHAJJFKC_01164","HGPPELBO_00339","DFEIMHLH_01172","KNJLKBEO_02623","PGKCJFEA_04267","OKDIKGGJ_00339","JJJDFGFB_01074"
"group_1319","","hypothetical protein",581,581,1,1,2741,NA,NA,"",137,140,137,"IIHPGJAB_01222","IMMEOONP_00479","OHGDDBEJ_00482","OAAFEBHG_00478","NGHPPALG_01223","CDEANNNL_01487","APJAPAOH_00936","EDHNKBAJ_01932","AHAJJFKC_01252","HGPPELBO_00479","DFEIMHLH_01032","KNJLKBEO_02885","PGKCJFEA_00750","OKDIKGGJ_00479","JJJDFGFB_00934"
"metC","","Cystathionine beta-lyase MetC",581,581,1,1,2740,NA,NA,"",1019,1187,1186,"IIHPGJAB_01223","IMMEOONP_00480","OHGDDBEJ_00483","OAAFEBHG_00479","NGHPPALG_01224","CDEANNNL_01488","APJAPAOH_00935","EDHNKBAJ_01931","AHAJJFKC_01253","HGPPELBO_00480","DFEIMHLH_01031","KNJLKBEO_02884","PGKCJFEA_00751","OKDIKGGJ_00480","JJJDFGFB_00933"
"rhaS_2","","HTH-type transcriptional activator RhaS",581,581,1,1,2738,NA,NA,"",662,917,916,"IIHPGJAB_01225","IMMEOONP_00482","OHGDDBEJ_00485","OAAFEBHG_00481","NGHPPALG_01226","CDEANNNL_01490","APJAPAOH_00933","EDHNKBAJ_01929","AHAJJFKC_01255","HGPPELBO_00482","DFEIMHLH_01029","KNJLKBEO_02882","PGKCJFEA_00753","OKDIKGGJ_00482","JJJDFGFB_00931"
"group_1323","","Solute-binding protein",581,581,1,1,2731,NA,NA,"",485,983,982,"IIHPGJAB_01232","IMMEOONP_00489","OHGDDBEJ_00492","OAAFEBHG_00488","NGHPPALG_01233","CDEANNNL_01497","APJAPAOH_00926","EDHNKBAJ_01922","AHAJJFKC_03744","HGPPELBO_00489","DFEIMHLH_01022","KNJLKBEO_02875","PGKCJFEA_00760","OKDIKGGJ_00489","JJJDFGFB_00924"
"group_1324","rhaS_2","HTH-type transcriptional activator RhaS",581,581,1,1,2722,NA,NA,"",467,866,865,"IIHPGJAB_01238","IMMEOONP_00495","OHGDDBEJ_00498","OAAFEBHG_00494","NGHPPALG_01239","CDEANNNL_01503","APJAPAOH_00920","EDHNKBAJ_01916","AHAJJFKC_03750","HGPPELBO_00495","DFEIMHLH_01016","KNJLKBEO_02869","PGKCJFEA_00766","OKDIKGGJ_00495","JJJDFGFB_00918"
"group_1325","","hypothetical protein",581,581,1,1,2715,NA,NA,"",419,581,580,"IIHPGJAB_01245","IMMEOONP_00502","OHGDDBEJ_00505","OAAFEBHG_00501","NGHPPALG_01246","CDEANNNL_01510","APJAPAOH_00913","EDHNKBAJ_01909","AHAJJFKC_03757","HGPPELBO_00502","DFEIMHLH_01009","KNJLKBEO_02862","PGKCJFEA_00773","OKDIKGGJ_00502","JJJDFGFB_00911"
"cpdA","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",581,581,1,1,2714,NA,NA,"",827,947,827,"IIHPGJAB_01246","IMMEOONP_00503","OHGDDBEJ_00506","OAAFEBHG_00502","NGHPPALG_01247","CDEANNNL_01511","APJAPAOH_00912","EDHNKBAJ_01908","AHAJJFKC_03758","HGPPELBO_00503","DFEIMHLH_01008","KNJLKBEO_02861","PGKCJFEA_00774","OKDIKGGJ_00503","JJJDFGFB_00910"
"assT_1","","Arylsulfate sulfotransferase AssT",581,581,1,1,2705,NA,NA,"",1631,1796,1783,"IIHPGJAB_01255","IMMEOONP_00512","OHGDDBEJ_00515","OAAFEBHG_00511","NGHPPALG_01256","CDEANNNL_01520","APJAPAOH_00903","EDHNKBAJ_01899","AHAJJFKC_02226","HGPPELBO_00512","DFEIMHLH_00999","KNJLKBEO_02852","PGKCJFEA_00783","OKDIKGGJ_00512","JJJDFGFB_00901"
"rpoD","","RNA polymerase sigma factor RpoD",581,581,1,1,2686,NA,NA,"",1370,1982,1980,"IIHPGJAB_01274","IMMEOONP_00531","OHGDDBEJ_00534","OAAFEBHG_00530","NGHPPALG_01275","CDEANNNL_01539","APJAPAOH_00884","EDHNKBAJ_01880","AHAJJFKC_02207","HGPPELBO_00531","DFEIMHLH_00980","KNJLKBEO_02833","PGKCJFEA_00802","OKDIKGGJ_00531","JJJDFGFB_00882"
"yqjH","","NADPH-dependent ferric-chelate reductase",581,581,1,1,2684,NA,NA,"",419,767,765,"IIHPGJAB_01277","IMMEOONP_00534","OHGDDBEJ_00537","OAAFEBHG_00533","NGHPPALG_01278","CDEANNNL_01542","APJAPAOH_00881","EDHNKBAJ_01877","AHAJJFKC_02204","HGPPELBO_00534","DFEIMHLH_00977","KNJLKBEO_02830","PGKCJFEA_00805","OKDIKGGJ_00534","JJJDFGFB_00879"
"yqjI","","Transcriptional regulator YqjI",581,581,1,1,2683,NA,NA,"",602,644,643,"IIHPGJAB_01278","IMMEOONP_00535","OHGDDBEJ_00538","OAAFEBHG_00534","NGHPPALG_01279","CDEANNNL_01543","APJAPAOH_00880","EDHNKBAJ_01876","AHAJJFKC_02203","HGPPELBO_00535","DFEIMHLH_00976","KNJLKBEO_03098","PGKCJFEA_00806","OKDIKGGJ_00535","JJJDFGFB_00878"
