"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR9016885","SRR14766373","SRR1363292","SRR3037518","SRR5877168","SRR3000887","SRR3037434","SRR3000888","SRR1300738","SRR9016907","SRR14766363","SRR14766398","SRR14766349","NDSU6","NDSU13"
"astE","","Succinylglutamate desuccinylase",581,581,1,1,5340,NA,NA,"",326,968,966,"OMEBOICM_01056","OCHGHCBG_00825","HECGGPDK_00172","OIEPJHKP_03539","ABGDGJIO_03293","HEJLPIII_02781","ENBCENPF_02368","HAJGLMEJ_03147","BGBDHPIL_00185","BONMBINM_00890","HDHIBFGB_01212","POCPDFCE_00862","FMNDBGIB_01231","LBKLGAEM_03622","GBFFMACB_02739"
"astB","","N-succinylarginine dihydrolase",581,581,1,1,5341,NA,NA,"",275,1343,1339,"OMEBOICM_01055","OCHGHCBG_00826","HECGGPDK_00171","OIEPJHKP_03538","ABGDGJIO_03294","HEJLPIII_02780","ENBCENPF_02367","HAJGLMEJ_03148","BGBDHPIL_00184","BONMBINM_00891","HDHIBFGB_01213","POCPDFCE_00863","FMNDBGIB_01230","LBKLGAEM_03623","GBFFMACB_02738"
"astC","","Succinylornithine transaminase",581,581,1,1,5344,NA,NA,"",1178,1226,1225,"OMEBOICM_01052","OCHGHCBG_00829","HECGGPDK_00168","OIEPJHKP_03535","ABGDGJIO_03297","HEJLPIII_02777","ENBCENPF_02364","HAJGLMEJ_03151","BGBDHPIL_00181","BONMBINM_00894","HDHIBFGB_01216","POCPDFCE_00866","FMNDBGIB_01227","LBKLGAEM_03626","GBFFMACB_03467"
"xthA","","Exodeoxyribonuclease III",581,581,1,1,5345,NA,NA,"",806,878,806,"OMEBOICM_01051","OCHGHCBG_00830","HECGGPDK_00167","OIEPJHKP_03534","ABGDGJIO_03298","HEJLPIII_02776","ENBCENPF_02363","HAJGLMEJ_03152","BGBDHPIL_00180","BONMBINM_00895","HDHIBFGB_01217","POCPDFCE_02427","FMNDBGIB_01226","LBKLGAEM_03627","GBFFMACB_03468"
"gdhA_2","","NADP-specific glutamate dehydrogenase",581,581,1,1,5348,NA,NA,"",1250,1343,1342,"OMEBOICM_01048","OCHGHCBG_00833","HECGGPDK_00164","OIEPJHKP_03531","ABGDGJIO_03301","HEJLPIII_02773","ENBCENPF_02360","HAJGLMEJ_03155","BGBDHPIL_00177","BONMBINM_00898","HDHIBFGB_01220","POCPDFCE_02424","FMNDBGIB_01223","LBKLGAEM_03630","GBFFMACB_03471"
"ydjE_2","","Inner membrane metabolite transport protein YdjE",581,581,1,1,5356,NA,NA,"",581,1358,1356,"OMEBOICM_01041","OCHGHCBG_00840","HECGGPDK_00157","OIEPJHKP_03524","ABGDGJIO_03308","HEJLPIII_02766","ENBCENPF_02353","HAJGLMEJ_03162","BGBDHPIL_00170","BONMBINM_00905","HDHIBFGB_01227","POCPDFCE_02417","FMNDBGIB_01216","LBKLGAEM_03637","GBFFMACB_03478"
"mipA","","MltA-interacting protein",581,581,1,1,5370,NA,NA,"",647,746,745,"OMEBOICM_01027","OCHGHCBG_00854","HECGGPDK_00143","OIEPJHKP_03510","ABGDGJIO_03322","HEJLPIII_02752","ENBCENPF_02339","HAJGLMEJ_03176","BGBDHPIL_00156","BONMBINM_00919","HDHIBFGB_01241","POCPDFCE_02403","FMNDBGIB_01202","LBKLGAEM_03651","GBFFMACB_03492"
"group_1242","","hypothetical protein",581,581,1,1,5400,NA,NA,"",1586,1634,1593,"OMEBOICM_00997","OCHGHCBG_00884","HECGGPDK_00113","OIEPJHKP_03480","ABGDGJIO_03352","HEJLPIII_02722","ENBCENPF_02309","HAJGLMEJ_02462","BGBDHPIL_00126","BONMBINM_00949","HDHIBFGB_01271","POCPDFCE_03714","FMNDBGIB_04080","LBKLGAEM_03681","GBFFMACB_03522"
"yodB","","Cytochrome b561 ",581,581,1,1,5402,NA,NA,"",407,530,529,"OMEBOICM_00995","OCHGHCBG_00886","HECGGPDK_00111","OIEPJHKP_03478","ABGDGJIO_03354","HEJLPIII_02720","ENBCENPF_02307","HAJGLMEJ_02464","BGBDHPIL_00124","BONMBINM_00951","HDHIBFGB_01273","POCPDFCE_03712","FMNDBGIB_04078","LBKLGAEM_03683","GBFFMACB_03524"
"ydcV_2","","Inner membrane ABC transporter permease protein YdcV",581,581,1,1,5433,NA,NA,"",404,779,778,"OMEBOICM_03374","OCHGHCBG_00915","HECGGPDK_00082","OIEPJHKP_03449","ABGDGJIO_03383","HEJLPIII_02691","ENBCENPF_02278","HAJGLMEJ_02493","BGBDHPIL_00095","BONMBINM_00980","HDHIBFGB_01302","POCPDFCE_00474","FMNDBGIB_02035","LBKLGAEM_03712","GBFFMACB_01939"
"ndh","","NADH dehydrogenase",581,581,1,1,5445,NA,NA,"",1247,1304,1303,"OMEBOICM_03362","OCHGHCBG_00927","HECGGPDK_00070","OIEPJHKP_03437","ABGDGJIO_03395","HEJLPIII_02679","ENBCENPF_02266","HAJGLMEJ_02505","BGBDHPIL_00083","BONMBINM_00992","HDHIBFGB_01314","POCPDFCE_00462","FMNDBGIB_02023","LBKLGAEM_03724","GBFFMACB_01951"
"plsX","","Phosphate acyltransferase",581,581,1,1,5465,NA,NA,"",839,1049,1048,"OMEBOICM_03343","OCHGHCBG_00946","HECGGPDK_00051","OIEPJHKP_03418","ABGDGJIO_03414","HEJLPIII_02660","ENBCENPF_02247","HAJGLMEJ_02524","BGBDHPIL_00063","BONMBINM_01011","HDHIBFGB_01333","POCPDFCE_00443","FMNDBGIB_02004","LBKLGAEM_03743","GBFFMACB_01970"
"yceB","","putative lipoprotein YceB",581,581,1,1,5495,NA,NA,"",560,626,560,"OMEBOICM_03314","OCHGHCBG_00975","HECGGPDK_00022","OIEPJHKP_03389","ABGDGJIO_03443","HEJLPIII_02631","ENBCENPF_02218","HAJGLMEJ_02553","BGBDHPIL_00034","BONMBINM_01040","HDHIBFGB_01362","POCPDFCE_00414","FMNDBGIB_01975","LBKLGAEM_03772","GBFFMACB_01999"
"yceJ","","Cytochrome b561 ",581,581,1,1,5501,NA,NA,"",539,572,571,"OMEBOICM_04509","OCHGHCBG_00981","HECGGPDK_00016","OIEPJHKP_03383","ABGDGJIO_03449","HEJLPIII_02625","ENBCENPF_02212","HAJGLMEJ_02559","BGBDHPIL_00028","BONMBINM_01046","HDHIBFGB_01368","POCPDFCE_03742","FMNDBGIB_01969","LBKLGAEM_03778","GBFFMACB_02005"
"group_1253","","hypothetical protein",581,581,1,1,5503,NA,NA,"",290,1052,1050,"OMEBOICM_04507","OCHGHCBG_00983","HECGGPDK_00014","OIEPJHKP_03381","ABGDGJIO_03451","HEJLPIII_02623","ENBCENPF_02210","HAJGLMEJ_02561","BGBDHPIL_00026","BONMBINM_01048","HDHIBFGB_01370","POCPDFCE_03740","FMNDBGIB_01967","LBKLGAEM_03780","GBFFMACB_02007"
"ycdZ","","Inner membrane protein YcdZ",581,581,1,1,5524,NA,NA,"",494,512,509,"OMEBOICM_04630","OCHGHCBG_01001","HECGGPDK_04655","OIEPJHKP_03363","ABGDGJIO_03469","HEJLPIII_02605","ENBCENPF_02192","HAJGLMEJ_02579","BGBDHPIL_00008","BONMBINM_04647","HDHIBFGB_04594","POCPDFCE_04154","FMNDBGIB_01949","LBKLGAEM_03798","GBFFMACB_02025"
"grpE","","Protein GrpE",581,581,1,1,3026,NA,NA,"",590,782,781,"OMEBOICM_02503","OCHGHCBG_00020","HECGGPDK_01382","OIEPJHKP_00649","ABGDGJIO_00649","HEJLPIII_02249","ENBCENPF_00649","HAJGLMEJ_01795","BGBDHPIL_04116","BONMBINM_03355","HDHIBFGB_01628","POCPDFCE_03139","FMNDBGIB_01706","LBKLGAEM_00020","GBFFMACB_03246"
"recN","","DNA repair protein RecN",581,581,1,1,3028,NA,NA,"",1592,1661,1660,"OMEBOICM_02501","OCHGHCBG_00022","HECGGPDK_01380","OIEPJHKP_00647","ABGDGJIO_00647","HEJLPIII_02247","ENBCENPF_00647","HAJGLMEJ_01793","BGBDHPIL_04118","BONMBINM_03357","HDHIBFGB_01626","POCPDFCE_03141","FMNDBGIB_01708","LBKLGAEM_00022","GBFFMACB_03248"
"group_1259","","hypothetical protein",581,581,1,1,3057,NA,NA,"",497,578,577,"OMEBOICM_02479","OCHGHCBG_00044","HECGGPDK_01358","OIEPJHKP_00625","ABGDGJIO_00625","HEJLPIII_02225","ENBCENPF_00625","HAJGLMEJ_01771","BGBDHPIL_04536","BONMBINM_03379","HDHIBFGB_01604","POCPDFCE_04541","FMNDBGIB_01730","LBKLGAEM_00044","GBFFMACB_03270"
"group_1260","","hypothetical protein",581,581,1,1,3070,NA,NA,"",896,1058,1057,"OMEBOICM_02468","OCHGHCBG_00055","HECGGPDK_01347","OIEPJHKP_00614","ABGDGJIO_00614","HEJLPIII_02214","ENBCENPF_00614","HAJGLMEJ_01760","BGBDHPIL_04547","BONMBINM_03390","HDHIBFGB_01593","POCPDFCE_04254","FMNDBGIB_01741","LBKLGAEM_00055","GBFFMACB_03281"
"group_1261","","hypothetical protein",581,581,1,1,3072,NA,NA,"",311,1766,1763,"OMEBOICM_02466","OCHGHCBG_00057","HECGGPDK_01345","OIEPJHKP_00612","ABGDGJIO_00612","HEJLPIII_02212","ENBCENPF_00612","HAJGLMEJ_01758","BGBDHPIL_04549","BONMBINM_03392","HDHIBFGB_01591","POCPDFCE_04256","FMNDBGIB_01743","LBKLGAEM_00057","GBFFMACB_03283"
"xerC_1","","Tyrosine recombinase XerC",581,581,1,1,3091,NA,NA,"",899,1025,1024,"OMEBOICM_02449","OCHGHCBG_00074","HECGGPDK_01328","OIEPJHKP_00595","ABGDGJIO_00595","HEJLPIII_02195","ENBCENPF_00595","HAJGLMEJ_01741","BGBDHPIL_01994","BONMBINM_03409","HDHIBFGB_01574","POCPDFCE_03010","FMNDBGIB_01760","LBKLGAEM_00074","GBFFMACB_04703"
"group_1267","","hypothetical protein",581,581,1,1,3107,NA,NA,"",797,896,895,"OMEBOICM_02435","OCHGHCBG_00088","HECGGPDK_01314","OIEPJHKP_00581","ABGDGJIO_00581","HEJLPIII_02181","ENBCENPF_00581","HAJGLMEJ_01727","BGBDHPIL_02008","BONMBINM_03423","HDHIBFGB_01560","POCPDFCE_01895","FMNDBGIB_01775","LBKLGAEM_00088","GBFFMACB_04503"
"hoxN","","High-affinity nickel transport protein",581,581,1,1,3109,NA,NA,"",710,1013,1011,"OMEBOICM_02433","OCHGHCBG_00090","HECGGPDK_01312","OIEPJHKP_00579","ABGDGJIO_00579","HEJLPIII_02179","ENBCENPF_00579","HAJGLMEJ_01725","BGBDHPIL_02010","BONMBINM_03425","HDHIBFGB_01558","POCPDFCE_01897","FMNDBGIB_01777","LBKLGAEM_00090","GBFFMACB_04505"
"tctD","","Transcriptional regulatory protein tctD",581,581,1,1,3111,NA,NA,"",665,674,673,"OMEBOICM_02431","OCHGHCBG_00092","HECGGPDK_01310","OIEPJHKP_00577","ABGDGJIO_00577","HEJLPIII_02177","ENBCENPF_00577","HAJGLMEJ_01723","BGBDHPIL_02012","BONMBINM_03427","HDHIBFGB_01556","POCPDFCE_01899","FMNDBGIB_01779","LBKLGAEM_00092","GBFFMACB_02828"
"glaR","","HTH-type transcriptional repressor GlaR",581,581,1,1,3125,NA,NA,"",470,677,676,"OMEBOICM_02420","OCHGHCBG_00103","HECGGPDK_01299","OIEPJHKP_00566","ABGDGJIO_00566","HEJLPIII_02166","ENBCENPF_00566","HAJGLMEJ_01712","BGBDHPIL_02023","BONMBINM_03438","HDHIBFGB_01545","POCPDFCE_01910","FMNDBGIB_01790","LBKLGAEM_00103","GBFFMACB_02839"
"ygaV","","putative HTH-type transcriptional regulator YgaV",581,581,1,1,3128,NA,NA,"",206,299,298,"OMEBOICM_02417","OCHGHCBG_00106","HECGGPDK_01296","OIEPJHKP_00563","ABGDGJIO_00563","HEJLPIII_02163","ENBCENPF_00563","HAJGLMEJ_01709","BGBDHPIL_02026","BONMBINM_03441","HDHIBFGB_01542","POCPDFCE_01913","FMNDBGIB_01793","LBKLGAEM_00106","GBFFMACB_02842"
"group_1272","","hypothetical protein",581,581,1,1,3133,NA,NA,"",350,371,350,"OMEBOICM_02412","OCHGHCBG_00111","HECGGPDK_01291","OIEPJHKP_00558","ABGDGJIO_00558","HEJLPIII_02158","ENBCENPF_00558","HAJGLMEJ_01704","BGBDHPIL_02031","BONMBINM_03446","HDHIBFGB_01537","POCPDFCE_01918","FMNDBGIB_01798","LBKLGAEM_00111","GBFFMACB_02847"
"ygaM","","putative protein YgaM",581,581,1,1,3134,NA,NA,"",260,326,325,"OMEBOICM_02411","OCHGHCBG_00112","HECGGPDK_01290","OIEPJHKP_00557","ABGDGJIO_00557","HEJLPIII_02157","ENBCENPF_00557","HAJGLMEJ_01703","BGBDHPIL_02032","BONMBINM_03447","HDHIBFGB_01536","POCPDFCE_01919","FMNDBGIB_01799","LBKLGAEM_00112","GBFFMACB_02848"
"gabR_1","","HTH-type transcriptional regulatory protein GabR",581,581,1,1,3135,NA,NA,"",479,1334,1332,"OMEBOICM_02410","OCHGHCBG_00113","HECGGPDK_01289","OIEPJHKP_00556","ABGDGJIO_00556","HEJLPIII_02156","ENBCENPF_00556","HAJGLMEJ_01702","BGBDHPIL_02033","BONMBINM_03448","HDHIBFGB_01535","POCPDFCE_01920","FMNDBGIB_01800","LBKLGAEM_00113","GBFFMACB_02849"
"group_1275","","hypothetical protein",581,581,1,1,3136,NA,NA,"",275,431,430,"OMEBOICM_02409","OCHGHCBG_00114","HECGGPDK_01288","OIEPJHKP_00555","ABGDGJIO_00555","HEJLPIII_02155","ENBCENPF_00555","HAJGLMEJ_01701","BGBDHPIL_02034","BONMBINM_03449","HDHIBFGB_01534","POCPDFCE_01921","FMNDBGIB_01801","LBKLGAEM_00114","GBFFMACB_02850"
"nrdE","","Ribonucleoside-diphosphate reductase 2 subunit alpha",581,581,1,1,3139,NA,NA,"",1622,2117,2116,"OMEBOICM_02406","OCHGHCBG_00117","HECGGPDK_01285","OIEPJHKP_00552","ABGDGJIO_00552","HEJLPIII_02152","ENBCENPF_00552","HAJGLMEJ_01698","BGBDHPIL_02037","BONMBINM_03452","HDHIBFGB_01531","POCPDFCE_01924","FMNDBGIB_01804","LBKLGAEM_00117","GBFFMACB_02853"
"proV","","Glycine betaine/proline betaine transport system ATP-binding protein ProV",581,581,1,1,3141,NA,NA,"",1094,1202,1201,"OMEBOICM_02404","OCHGHCBG_00119","HECGGPDK_01283","OIEPJHKP_00550","ABGDGJIO_00550","HEJLPIII_02150","ENBCENPF_00550","HAJGLMEJ_01696","BGBDHPIL_02039","BONMBINM_03454","HDHIBFGB_01529","POCPDFCE_01926","FMNDBGIB_01806","LBKLGAEM_00119","GBFFMACB_02855"
"group_1278","","hypothetical protein",581,581,1,1,3148,NA,NA,"",491,1370,1368,"OMEBOICM_02397","OCHGHCBG_00126","HECGGPDK_01276","OIEPJHKP_00543","ABGDGJIO_00543","HEJLPIII_02143","ENBCENPF_00543","HAJGLMEJ_01689","BGBDHPIL_02046","BONMBINM_03461","HDHIBFGB_01522","POCPDFCE_01933","FMNDBGIB_01813","LBKLGAEM_00126","GBFFMACB_02862"
"yqaB","","Fructose-1-phosphate phosphatase YqaB",581,581,1,1,3152,NA,NA,"",554,566,565,"OMEBOICM_02268","OCHGHCBG_00130","HECGGPDK_01272","OIEPJHKP_00539","ABGDGJIO_00539","HEJLPIII_02139","ENBCENPF_00539","HAJGLMEJ_01685","BGBDHPIL_02050","BONMBINM_01806","HDHIBFGB_01518","POCPDFCE_01347","FMNDBGIB_01938","LBKLGAEM_00130","GBFFMACB_02866"
"cysC","","Adenylyl-sulfate kinase",581,581,1,1,2982,NA,NA,"",422,605,604,"OMEBOICM_02156","OCHGHCBG_00242","HECGGPDK_01161","OIEPJHKP_00427","ABGDGJIO_00427","HEJLPIII_02028","ENBCENPF_00427","HAJGLMEJ_01573","BGBDHPIL_02161","BONMBINM_01694","HDHIBFGB_01406","POCPDFCE_01780","FMNDBGIB_01826","LBKLGAEM_00242","GBFFMACB_02182"
"group_1294","","hypothetical protein",581,581,1,1,2969,NA,NA,"",191,356,355,"OMEBOICM_02145","OCHGHCBG_00253","HECGGPDK_01150","OIEPJHKP_00416","ABGDGJIO_00416","HEJLPIII_02017","ENBCENPF_00416","HAJGLMEJ_01562","BGBDHPIL_02172","BONMBINM_01683","HDHIBFGB_01395","POCPDFCE_01791","FMNDBGIB_01815","LBKLGAEM_00253","GBFFMACB_02171"
"queD","","6-carboxy-5,6,7,8-tetrahydropterin synthase",581,581,1,1,2963,NA,NA,"",260,362,361,"OMEBOICM_02139","OCHGHCBG_00259","HECGGPDK_01144","OIEPJHKP_00410","ABGDGJIO_00410","HEJLPIII_02011","ENBCENPF_00410","HAJGLMEJ_00005","BGBDHPIL_02178","BONMBINM_01677","HDHIBFGB_01389","POCPDFCE_04073","FMNDBGIB_04495","LBKLGAEM_00259","GBFFMACB_02165"
"yfcS_1","","putative fimbrial chaperone YfcS",581,581,1,1,2955,NA,NA,"",329,773,772,"OMEBOICM_00531","OCHGHCBG_00267","HECGGPDK_01136","OIEPJHKP_00402","ABGDGJIO_00402","HEJLPIII_02003","ENBCENPF_00402","HAJGLMEJ_00013","BGBDHPIL_03535","BONMBINM_01669","HDHIBFGB_03095","POCPDFCE_04357","FMNDBGIB_01197","LBKLGAEM_00267","GBFFMACB_02157"
"garK_2","","Glycerate 2-kinase",581,581,1,1,2947,NA,NA,"",806,1142,1140,"OMEBOICM_00523","OCHGHCBG_00275","HECGGPDK_01128","OIEPJHKP_00394","ABGDGJIO_00394","HEJLPIII_01995","ENBCENPF_00394","HAJGLMEJ_00021","BGBDHPIL_03527","BONMBINM_01661","HDHIBFGB_03087","POCPDFCE_00341","FMNDBGIB_01189","LBKLGAEM_00275","GBFFMACB_02149"
"gudD","","Glucarate dehydratase",581,581,1,1,2946,NA,NA,"",386,1340,1336,"OMEBOICM_00522","OCHGHCBG_00276","HECGGPDK_01127","OIEPJHKP_00393","ABGDGJIO_00393","HEJLPIII_01994","ENBCENPF_00393","HAJGLMEJ_00022","BGBDHPIL_03526","BONMBINM_01660","HDHIBFGB_03086","POCPDFCE_00342","FMNDBGIB_01188","LBKLGAEM_00276","GBFFMACB_02148"
"fucI","","L-fucose isomerase",581,581,1,1,2930,NA,NA,"",1718,1775,1774,"OMEBOICM_00506","OCHGHCBG_00292","HECGGPDK_01111","OIEPJHKP_00377","ABGDGJIO_00377","HEJLPIII_01978","ENBCENPF_00377","HAJGLMEJ_00038","BGBDHPIL_03510","BONMBINM_01644","HDHIBFGB_03070","POCPDFCE_00358","FMNDBGIB_01172","LBKLGAEM_00292","GBFFMACB_02132"
"csdA","","Cysteine desulfurase CsdA",581,581,1,1,2921,NA,NA,"",1205,1301,1205,"OMEBOICM_00497","OCHGHCBG_00301","HECGGPDK_01102","OIEPJHKP_00368","ABGDGJIO_00368","HEJLPIII_01969","ENBCENPF_00368","HAJGLMEJ_00047","BGBDHPIL_03501","BONMBINM_01635","HDHIBFGB_03061","POCPDFCE_00367","FMNDBGIB_01163","LBKLGAEM_00301","GBFFMACB_02123"
"csdE","","Sulfur acceptor protein CsdE",581,581,1,1,2920,NA,NA,"",335,443,442,"OMEBOICM_00496","OCHGHCBG_00302","HECGGPDK_01101","OIEPJHKP_00367","ABGDGJIO_00367","HEJLPIII_01968","ENBCENPF_00367","HAJGLMEJ_00048","BGBDHPIL_03500","BONMBINM_01634","HDHIBFGB_03060","POCPDFCE_00368","FMNDBGIB_01162","LBKLGAEM_00302","GBFFMACB_02122"
"amiC","","N-acetylmuramoyl-L-alanine amidase AmiC",581,581,1,1,2916,NA,NA,"",1139,1253,1252,"OMEBOICM_00490","OCHGHCBG_00308","HECGGPDK_01095","OIEPJHKP_00361","ABGDGJIO_00361","HEJLPIII_01962","ENBCENPF_00361","HAJGLMEJ_00054","BGBDHPIL_03494","BONMBINM_01628","HDHIBFGB_03054","POCPDFCE_00374","FMNDBGIB_01156","LBKLGAEM_00308","GBFFMACB_02116"
"ptsP","","Phosphoenolpyruvate-dependent phosphotransferase system",581,581,1,1,2904,NA,NA,"",2228,2246,2245,"OMEBOICM_00478","OCHGHCBG_00320","HECGGPDK_01083","OIEPJHKP_00349","ABGDGJIO_00349","HEJLPIII_01950","ENBCENPF_00349","HAJGLMEJ_00066","BGBDHPIL_03482","BONMBINM_01616","HDHIBFGB_03042","POCPDFCE_00386","FMNDBGIB_01144","LBKLGAEM_00320","GBFFMACB_02104"
"allS_1","","HTH-type transcriptional activator AllS",581,581,1,1,2887,NA,NA,"",617,863,862,"OMEBOICM_00461","OCHGHCBG_00337","HECGGPDK_01066","OIEPJHKP_00332","ABGDGJIO_00332","HEJLPIII_01933","ENBCENPF_00332","HAJGLMEJ_00083","BGBDHPIL_03465","BONMBINM_01599","HDHIBFGB_03025","POCPDFCE_00403","FMNDBGIB_01127","LBKLGAEM_00337","GBFFMACB_04736"
"yqeG","","Inner membrane transport protein YqeG",581,581,1,1,2885,NA,NA,"",497,1229,1227,"OMEBOICM_00459","OCHGHCBG_00339","HECGGPDK_01064","OIEPJHKP_00330","ABGDGJIO_00330","HEJLPIII_01931","ENBCENPF_00330","HAJGLMEJ_00085","BGBDHPIL_03463","BONMBINM_01597","HDHIBFGB_03023","POCPDFCE_00405","FMNDBGIB_01125","LBKLGAEM_00339","GBFFMACB_04792"
"group_1319","","hypothetical protein",581,581,1,1,2741,NA,NA,"",137,140,137,"OMEBOICM_00319","OCHGHCBG_00479","HECGGPDK_00924","OIEPJHKP_00190","ABGDGJIO_00190","HEJLPIII_03831","ENBCENPF_00190","HAJGLMEJ_00225","BGBDHPIL_00456","BONMBINM_00602","HDHIBFGB_03795","POCPDFCE_01887","FMNDBGIB_02556","LBKLGAEM_00479","GBFFMACB_00543"
"metC","","Cystathionine beta-lyase MetC",581,581,1,1,2740,NA,NA,"",1019,1187,1186,"OMEBOICM_00318","OCHGHCBG_00480","HECGGPDK_00923","OIEPJHKP_00189","ABGDGJIO_00189","HEJLPIII_03830","ENBCENPF_00189","HAJGLMEJ_00226","BGBDHPIL_00457","BONMBINM_00601","HDHIBFGB_03794","POCPDFCE_01888","FMNDBGIB_02555","LBKLGAEM_00480","GBFFMACB_00544"
"rhaS_2","","HTH-type transcriptional activator RhaS",581,581,1,1,2738,NA,NA,"",662,917,916,"OMEBOICM_00316","OCHGHCBG_00482","HECGGPDK_00921","OIEPJHKP_00187","ABGDGJIO_00187","HEJLPIII_03828","ENBCENPF_00187","HAJGLMEJ_00228","BGBDHPIL_00459","BONMBINM_00599","HDHIBFGB_03792","POCPDFCE_01890","FMNDBGIB_02553","LBKLGAEM_00482","GBFFMACB_00546"
"group_1323","","Solute-binding protein",581,581,1,1,2731,NA,NA,"",485,983,982,"OMEBOICM_00309","OCHGHCBG_00489","HECGGPDK_00914","OIEPJHKP_00180","ABGDGJIO_00180","HEJLPIII_03821","ENBCENPF_00180","HAJGLMEJ_00235","BGBDHPIL_00466","BONMBINM_00592","HDHIBFGB_03785","POCPDFCE_03118","FMNDBGIB_02546","LBKLGAEM_00489","GBFFMACB_00553"
"group_1324","rhaS_2","HTH-type transcriptional activator RhaS",581,581,1,1,2722,NA,NA,"",467,866,865,"OMEBOICM_00303","OCHGHCBG_00495","HECGGPDK_00908","OIEPJHKP_00174","ABGDGJIO_00174","HEJLPIII_03815","ENBCENPF_00174","HAJGLMEJ_00241","BGBDHPIL_00472","BONMBINM_00586","HDHIBFGB_03779","POCPDFCE_03112","FMNDBGIB_02540","LBKLGAEM_00495","GBFFMACB_00559"
"group_1325","","hypothetical protein",581,581,1,1,2715,NA,NA,"",419,581,580,"OMEBOICM_00296","OCHGHCBG_00502","HECGGPDK_00901","OIEPJHKP_00167","ABGDGJIO_00167","HEJLPIII_03808","ENBCENPF_00167","HAJGLMEJ_00248","BGBDHPIL_00479","BONMBINM_00579","HDHIBFGB_03772","POCPDFCE_03105","FMNDBGIB_02533","LBKLGAEM_00502","GBFFMACB_00566"
"cpdA","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",581,581,1,1,2714,NA,NA,"",827,947,827,"OMEBOICM_00295","OCHGHCBG_00503","HECGGPDK_00900","OIEPJHKP_00166","ABGDGJIO_00166","HEJLPIII_03807","ENBCENPF_00166","HAJGLMEJ_00249","BGBDHPIL_00480","BONMBINM_00578","HDHIBFGB_03771","POCPDFCE_03104","FMNDBGIB_02532","LBKLGAEM_00503","GBFFMACB_00567"
"assT_1","","Arylsulfate sulfotransferase AssT",581,581,1,1,2705,NA,NA,"",1631,1796,1783,"OMEBOICM_02971","OCHGHCBG_00512","HECGGPDK_00891","OIEPJHKP_00157","ABGDGJIO_00157","HEJLPIII_03798","ENBCENPF_00157","HAJGLMEJ_00258","BGBDHPIL_00489","BONMBINM_00569","HDHIBFGB_03762","POCPDFCE_03856","FMNDBGIB_02523","LBKLGAEM_00512","GBFFMACB_00576"
"rpoD","","RNA polymerase sigma factor RpoD",581,581,1,1,2686,NA,NA,"",1370,1982,1980,"OMEBOICM_02990","OCHGHCBG_00531","HECGGPDK_00872","OIEPJHKP_00138","ABGDGJIO_00138","HEJLPIII_03779","ENBCENPF_00138","HAJGLMEJ_00277","BGBDHPIL_00508","BONMBINM_00550","HDHIBFGB_03743","POCPDFCE_04269","FMNDBGIB_02504","LBKLGAEM_00531","GBFFMACB_00595"
"yqjH","","NADPH-dependent ferric-chelate reductase",581,581,1,1,2684,NA,NA,"",419,767,765,"OMEBOICM_02993","OCHGHCBG_00534","HECGGPDK_00869","OIEPJHKP_00135","ABGDGJIO_00135","HEJLPIII_03776","ENBCENPF_00135","HAJGLMEJ_00280","BGBDHPIL_00511","BONMBINM_00547","HDHIBFGB_03740","POCPDFCE_04266","FMNDBGIB_02501","LBKLGAEM_00534","GBFFMACB_00598"
"yqjI","","Transcriptional regulator YqjI",581,581,1,1,2683,NA,NA,"",602,644,643,"OMEBOICM_02994","OCHGHCBG_00535","HECGGPDK_00868","OIEPJHKP_00134","ABGDGJIO_00134","HEJLPIII_03775","ENBCENPF_00134","HAJGLMEJ_00281","BGBDHPIL_00512","BONMBINM_00546","HDHIBFGB_02610","POCPDFCE_04554","FMNDBGIB_02500","LBKLGAEM_00535","GBFFMACB_00599"
"trg_2","","Methyl-accepting chemotaxis protein III",581,581,1,1,2682,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1502,1568,1567,"OMEBOICM_02995","OCHGHCBG_00536","HECGGPDK_00867","OIEPJHKP_00133","ABGDGJIO_00133","HEJLPIII_03774","ENBCENPF_00133","HAJGLMEJ_00282","BGBDHPIL_00513","BONMBINM_00545","HDHIBFGB_02611","POCPDFCE_04553","FMNDBGIB_02499","LBKLGAEM_00536","GBFFMACB_00600"
"group_1334","","hypothetical protein",581,581,1,1,2622,NA,NA,"",686,719,718,"OMEBOICM_03051","OCHGHCBG_00592","HECGGPDK_00811","OIEPJHKP_00077","ABGDGJIO_00077","HEJLPIII_03718","ENBCENPF_00077","HAJGLMEJ_00338","BGBDHPIL_00568","BONMBINM_00489","HDHIBFGB_02667","POCPDFCE_00314","FMNDBGIB_02443","LBKLGAEM_00592","GBFFMACB_00656"
