"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR3000893","SRR15357283","SRR5928619","SRR14766355","NDSU4","SRR2911780","SRR25926991","SRR3000890","SRR19572341","SRR14766443","SRR9016885","SRR8728075","SRR5000227","SRR16297815","SRR14272153"
"cho","","Excinuclease cho",581,581,1,1,5337,NA,NA,"",881,908,881,"NNFNPJIH_00076","PDNNBANI_00184","JKCDLFCP_00175","KIGINCLF_01150","MLOHFGPA_01243","FENEHPHI_03460","MAFDEBPG_01130","GEFNPNKI_02396","PBAHMKCA_00562","BJFLHFPA_00732","OMEBOICM_01059","EDHNKBAJ_02123","FKHFPJNE_00187","DCCGOOHM_01112","HIMMJIDH_01104"
"astE","","Succinylglutamate desuccinylase",581,581,1,1,5340,NA,NA,"",326,968,966,"NNFNPJIH_00073","PDNNBANI_00181","JKCDLFCP_00172","KIGINCLF_01153","MLOHFGPA_01240","FENEHPHI_03457","MAFDEBPG_01127","GEFNPNKI_02393","PBAHMKCA_00565","BJFLHFPA_00735","OMEBOICM_01056","EDHNKBAJ_02126","FKHFPJNE_00184","DCCGOOHM_01115","HIMMJIDH_01107"
"astB","","N-succinylarginine dihydrolase",581,581,1,1,5341,NA,NA,"",275,1343,1339,"NNFNPJIH_00072","PDNNBANI_00180","JKCDLFCP_00171","KIGINCLF_01154","MLOHFGPA_01239","FENEHPHI_03456","MAFDEBPG_01126","GEFNPNKI_02392","PBAHMKCA_00566","BJFLHFPA_00736","OMEBOICM_01055","EDHNKBAJ_02127","FKHFPJNE_00183","DCCGOOHM_01116","HIMMJIDH_01108"
"astC","","Succinylornithine transaminase",581,581,1,1,5344,NA,NA,"",1178,1226,1225,"NNFNPJIH_00069","PDNNBANI_00177","JKCDLFCP_00168","KIGINCLF_01157","MLOHFGPA_01236","FENEHPHI_03453","MAFDEBPG_01123","GEFNPNKI_02389","PBAHMKCA_00569","BJFLHFPA_00739","OMEBOICM_01052","EDHNKBAJ_02130","FKHFPJNE_00180","DCCGOOHM_01119","HIMMJIDH_01111"
"xthA","","Exodeoxyribonuclease III",581,581,1,1,5345,NA,NA,"",806,878,806,"NNFNPJIH_00068","PDNNBANI_00176","JKCDLFCP_00167","KIGINCLF_01158","MLOHFGPA_01235","FENEHPHI_03452","MAFDEBPG_01122","GEFNPNKI_02388","PBAHMKCA_00570","BJFLHFPA_00740","OMEBOICM_01051","EDHNKBAJ_02131","FKHFPJNE_00179","DCCGOOHM_01120","HIMMJIDH_01112"
"gdhA_2","","NADP-specific glutamate dehydrogenase",581,581,1,1,5348,NA,NA,"",1250,1343,1342,"NNFNPJIH_00065","PDNNBANI_00173","JKCDLFCP_00164","KIGINCLF_01161","MLOHFGPA_01232","FENEHPHI_03449","MAFDEBPG_01119","GEFNPNKI_02385","PBAHMKCA_00573","BJFLHFPA_00743","OMEBOICM_01048","EDHNKBAJ_02134","FKHFPJNE_00176","DCCGOOHM_01123","HIMMJIDH_01115"
"ydjE_2","","Inner membrane metabolite transport protein YdjE",581,581,1,1,5356,NA,NA,"",581,1358,1356,"NNFNPJIH_00058","PDNNBANI_00166","JKCDLFCP_00157","KIGINCLF_01168","MLOHFGPA_01225","FENEHPHI_03442","MAFDEBPG_01112","GEFNPNKI_02378","PBAHMKCA_00580","BJFLHFPA_00750","OMEBOICM_01041","EDHNKBAJ_02141","FKHFPJNE_00169","DCCGOOHM_01130","HIMMJIDH_01122"
"mipA","","MltA-interacting protein",581,581,1,1,5370,NA,NA,"",647,746,745,"NNFNPJIH_00044","PDNNBANI_00152","JKCDLFCP_00143","KIGINCLF_01182","MLOHFGPA_01211","FENEHPHI_03428","MAFDEBPG_01098","GEFNPNKI_02364","PBAHMKCA_00594","BJFLHFPA_00764","OMEBOICM_01027","EDHNKBAJ_02155","FKHFPJNE_00155","DCCGOOHM_01144","HIMMJIDH_01136"
"group_1242","","hypothetical protein",581,581,1,1,5400,NA,NA,"",1586,1634,1593,"NNFNPJIH_00014","PDNNBANI_00122","JKCDLFCP_00113","KIGINCLF_01212","MLOHFGPA_01181","FENEHPHI_03398","MAFDEBPG_01068","GEFNPNKI_03407","PBAHMKCA_00624","BJFLHFPA_00794","OMEBOICM_00997","EDHNKBAJ_02185","FKHFPJNE_00125","DCCGOOHM_01174","HIMMJIDH_01166"
"yodB","","Cytochrome b561 ",581,581,1,1,5402,NA,NA,"",407,530,529,"NNFNPJIH_00012","PDNNBANI_00120","JKCDLFCP_00111","KIGINCLF_01214","MLOHFGPA_01179","FENEHPHI_03396","MAFDEBPG_01066","GEFNPNKI_03405","PBAHMKCA_00626","BJFLHFPA_00796","OMEBOICM_00995","EDHNKBAJ_02187","FKHFPJNE_00123","DCCGOOHM_01176","HIMMJIDH_01168"
"ydcV_2","","Inner membrane ABC transporter permease protein YdcV",581,581,1,1,5433,NA,NA,"",404,779,778,"NNFNPJIH_03705","PDNNBANI_00091","JKCDLFCP_00082","KIGINCLF_04269","MLOHFGPA_01150","FENEHPHI_03367","MAFDEBPG_01037","GEFNPNKI_03376","PBAHMKCA_00655","BJFLHFPA_00825","OMEBOICM_03374","EDHNKBAJ_03443","FKHFPJNE_00094","DCCGOOHM_01205","HIMMJIDH_01197"
"ndh","","NADH dehydrogenase",581,581,1,1,5445,NA,NA,"",1247,1304,1303,"NNFNPJIH_03693","PDNNBANI_00079","JKCDLFCP_00070","KIGINCLF_04257","MLOHFGPA_01138","FENEHPHI_03355","MAFDEBPG_01025","GEFNPNKI_03364","PBAHMKCA_00667","BJFLHFPA_00837","OMEBOICM_03362","EDHNKBAJ_03431","FKHFPJNE_00082","DCCGOOHM_01217","HIMMJIDH_01209"
"plsX","","Phosphate acyltransferase",581,581,1,1,5465,NA,NA,"",839,1049,1048,"NNFNPJIH_03674","PDNNBANI_00060","JKCDLFCP_00051","KIGINCLF_03446","MLOHFGPA_01119","FENEHPHI_03336","MAFDEBPG_01006","GEFNPNKI_03345","PBAHMKCA_00686","BJFLHFPA_00856","OMEBOICM_03343","EDHNKBAJ_03412","FKHFPJNE_00063","DCCGOOHM_01236","HIMMJIDH_01228"
"yceB","","putative lipoprotein YceB",581,581,1,1,5495,NA,NA,"",560,626,560,"NNFNPJIH_03645","PDNNBANI_00031","JKCDLFCP_00022","KIGINCLF_03475","MLOHFGPA_01090","FENEHPHI_03307","MAFDEBPG_00977","GEFNPNKI_03316","PBAHMKCA_00715","BJFLHFPA_00885","OMEBOICM_03314","EDHNKBAJ_03383","FKHFPJNE_00034","DCCGOOHM_01265","HIMMJIDH_01257"
"yceJ","","Cytochrome b561 ",581,581,1,1,5501,NA,NA,"",539,572,571,"NNFNPJIH_03639","PDNNBANI_00025","JKCDLFCP_00016","KIGINCLF_03481","MLOHFGPA_01084","FENEHPHI_03301","MAFDEBPG_00971","GEFNPNKI_03310","PBAHMKCA_00721","BJFLHFPA_00891","OMEBOICM_04509","EDHNKBAJ_03377","FKHFPJNE_00028","DCCGOOHM_01271","HIMMJIDH_01263"
"group_1253","","hypothetical protein",581,581,1,1,5503,NA,NA,"",290,1052,1050,"NNFNPJIH_03637","PDNNBANI_00023","JKCDLFCP_00014","KIGINCLF_03483","MLOHFGPA_01082","FENEHPHI_03299","MAFDEBPG_00969","GEFNPNKI_03308","PBAHMKCA_00723","BJFLHFPA_00893","OMEBOICM_04507","EDHNKBAJ_03375","FKHFPJNE_00026","DCCGOOHM_01273","HIMMJIDH_01265"
"ycdZ","","Inner membrane protein YcdZ",581,581,1,1,5524,NA,NA,"",494,512,509,"NNFNPJIH_03619","PDNNBANI_00005","JKCDLFCP_04586","KIGINCLF_04611","MLOHFGPA_01064","FENEHPHI_03280","MAFDEBPG_04661","GEFNPNKI_03290","PBAHMKCA_00741","BJFLHFPA_00911","OMEBOICM_04630","EDHNKBAJ_03357","FKHFPJNE_00008","DCCGOOHM_01291","HIMMJIDH_01283"
"grpE","","Protein GrpE",581,581,1,1,3026,NA,NA,"",590,782,781,"NNFNPJIH_04561","PDNNBANI_04495","JKCDLFCP_02579","KIGINCLF_01245","MLOHFGPA_03005","FENEHPHI_00020","MAFDEBPG_04474","GEFNPNKI_00649","PBAHMKCA_00772","BJFLHFPA_01672","OMEBOICM_02503","EDHNKBAJ_01184","FKHFPJNE_02466","DCCGOOHM_00649","HIMMJIDH_01317"
"recN","","DNA repair protein RecN",581,581,1,1,3028,NA,NA,"",1592,1661,1660,"NNFNPJIH_04563","PDNNBANI_04497","JKCDLFCP_02577","KIGINCLF_01247","MLOHFGPA_03003","FENEHPHI_00022","MAFDEBPG_04476","GEFNPNKI_00647","PBAHMKCA_00774","BJFLHFPA_01670","OMEBOICM_02501","EDHNKBAJ_01182","FKHFPJNE_02468","DCCGOOHM_00647","HIMMJIDH_01319"
"group_1259","","hypothetical protein",581,581,1,1,3057,NA,NA,"",497,578,577,"NNFNPJIH_02668","PDNNBANI_03409","JKCDLFCP_02555","KIGINCLF_01269","MLOHFGPA_02981","FENEHPHI_00044","MAFDEBPG_01839","GEFNPNKI_00625","PBAHMKCA_00796","BJFLHFPA_01648","OMEBOICM_02479","EDHNKBAJ_01160","FKHFPJNE_02490","DCCGOOHM_00625","HIMMJIDH_01341"
"group_1260","","hypothetical protein",581,581,1,1,3070,NA,NA,"",896,1058,1057,"NNFNPJIH_02657","PDNNBANI_03420","JKCDLFCP_02544","KIGINCLF_01280","MLOHFGPA_02970","FENEHPHI_00055","MAFDEBPG_01828","GEFNPNKI_00614","PBAHMKCA_00807","BJFLHFPA_01637","OMEBOICM_02468","EDHNKBAJ_01149","FKHFPJNE_02501","DCCGOOHM_00614","HIMMJIDH_01352"
"group_1261","","hypothetical protein",581,581,1,1,3072,NA,NA,"",311,1766,1763,"NNFNPJIH_02655","PDNNBANI_03422","JKCDLFCP_02542","KIGINCLF_01282","MLOHFGPA_02968","FENEHPHI_00057","MAFDEBPG_01826","GEFNPNKI_00612","PBAHMKCA_00809","BJFLHFPA_01635","OMEBOICM_02466","EDHNKBAJ_01147","FKHFPJNE_02503","DCCGOOHM_00612","HIMMJIDH_01354"
"xerC_1","","Tyrosine recombinase XerC",581,581,1,1,3091,NA,NA,"",899,1025,1024,"NNFNPJIH_02638","PDNNBANI_03439","JKCDLFCP_03394","KIGINCLF_01299","MLOHFGPA_04740","FENEHPHI_00074","MAFDEBPG_01809","GEFNPNKI_00595","PBAHMKCA_00826","BJFLHFPA_01618","OMEBOICM_02449","EDHNKBAJ_01130","FKHFPJNE_02520","DCCGOOHM_00595","HIMMJIDH_01371"
"group_1267","","hypothetical protein",581,581,1,1,3107,NA,NA,"",797,896,895,"NNFNPJIH_02624","PDNNBANI_03454","JKCDLFCP_03408","KIGINCLF_01313","MLOHFGPA_03732","FENEHPHI_00088","MAFDEBPG_01795","GEFNPNKI_00581","PBAHMKCA_00840","BJFLHFPA_01604","OMEBOICM_02435","EDHNKBAJ_01116","FKHFPJNE_02534","DCCGOOHM_00581","HIMMJIDH_01385"
"hoxN","","High-affinity nickel transport protein",581,581,1,1,3109,NA,NA,"",710,1013,1011,"NNFNPJIH_02622","PDNNBANI_03456","JKCDLFCP_03410","KIGINCLF_01315","MLOHFGPA_03734","FENEHPHI_00090","MAFDEBPG_01793","GEFNPNKI_00579","PBAHMKCA_00842","BJFLHFPA_01602","OMEBOICM_02433","EDHNKBAJ_01114","FKHFPJNE_02536","DCCGOOHM_00579","HIMMJIDH_01387"
"tctD","","Transcriptional regulatory protein tctD",581,581,1,1,3111,NA,NA,"",665,674,673,"NNFNPJIH_02620","PDNNBANI_03458","JKCDLFCP_03412","KIGINCLF_01317","MLOHFGPA_03736","FENEHPHI_00092","MAFDEBPG_01791","GEFNPNKI_00577","PBAHMKCA_00844","BJFLHFPA_01600","OMEBOICM_02431","EDHNKBAJ_01112","FKHFPJNE_02538","DCCGOOHM_00577","HIMMJIDH_01389"
"glaR","","HTH-type transcriptional repressor GlaR",581,581,1,1,3125,NA,NA,"",470,677,676,"NNFNPJIH_02609","PDNNBANI_03469","JKCDLFCP_03423","KIGINCLF_01328","MLOHFGPA_03747","FENEHPHI_00103","MAFDEBPG_01780","GEFNPNKI_00566","PBAHMKCA_00855","BJFLHFPA_01589","OMEBOICM_02420","EDHNKBAJ_01101","FKHFPJNE_02549","DCCGOOHM_00566","HIMMJIDH_01400"
"ygaV","","putative HTH-type transcriptional regulator YgaV",581,581,1,1,3128,NA,NA,"",206,299,298,"NNFNPJIH_02606","PDNNBANI_03472","JKCDLFCP_03426","KIGINCLF_01331","MLOHFGPA_03750","FENEHPHI_00106","MAFDEBPG_01777","GEFNPNKI_00563","PBAHMKCA_00858","BJFLHFPA_01586","OMEBOICM_02417","EDHNKBAJ_01098","FKHFPJNE_02552","DCCGOOHM_00563","HIMMJIDH_01403"
"group_1272","","hypothetical protein",581,581,1,1,3133,NA,NA,"",350,371,350,"NNFNPJIH_02601","PDNNBANI_03477","JKCDLFCP_04468","KIGINCLF_01336","MLOHFGPA_03755","FENEHPHI_00111","MAFDEBPG_01772","GEFNPNKI_00558","PBAHMKCA_00863","BJFLHFPA_01581","OMEBOICM_02412","EDHNKBAJ_01093","FKHFPJNE_02557","DCCGOOHM_00558","HIMMJIDH_01408"
"ygaM","","putative protein YgaM",581,581,1,1,3134,NA,NA,"",260,326,325,"NNFNPJIH_02600","PDNNBANI_03478","JKCDLFCP_04469","KIGINCLF_01337","MLOHFGPA_03756","FENEHPHI_00112","MAFDEBPG_01771","GEFNPNKI_00557","PBAHMKCA_00864","BJFLHFPA_01580","OMEBOICM_02411","EDHNKBAJ_01092","FKHFPJNE_02558","DCCGOOHM_00557","HIMMJIDH_01409"
"gabR_1","","HTH-type transcriptional regulatory protein GabR",581,581,1,1,3135,NA,NA,"",479,1334,1332,"NNFNPJIH_02599","PDNNBANI_03479","JKCDLFCP_04470","KIGINCLF_01338","MLOHFGPA_03757","FENEHPHI_00113","MAFDEBPG_01770","GEFNPNKI_00556","PBAHMKCA_00865","BJFLHFPA_01579","OMEBOICM_02410","EDHNKBAJ_01091","FKHFPJNE_02559","DCCGOOHM_00556","HIMMJIDH_01410"
"group_1275","","hypothetical protein",581,581,1,1,3136,NA,NA,"",275,431,430,"NNFNPJIH_02598","PDNNBANI_03480","JKCDLFCP_04471","KIGINCLF_01339","MLOHFGPA_03758","FENEHPHI_00114","MAFDEBPG_01769","GEFNPNKI_00555","PBAHMKCA_00866","BJFLHFPA_01578","OMEBOICM_02409","EDHNKBAJ_01090","FKHFPJNE_02560","DCCGOOHM_00555","HIMMJIDH_01411"
"nrdE","","Ribonucleoside-diphosphate reductase 2 subunit alpha",581,581,1,1,3139,NA,NA,"",1622,2117,2116,"NNFNPJIH_02595","PDNNBANI_03483","JKCDLFCP_04474","KIGINCLF_01342","MLOHFGPA_03761","FENEHPHI_00117","MAFDEBPG_01766","GEFNPNKI_00552","PBAHMKCA_00869","BJFLHFPA_01575","OMEBOICM_02406","EDHNKBAJ_01087","FKHFPJNE_02563","DCCGOOHM_00552","HIMMJIDH_01414"
"proV","","Glycine betaine/proline betaine transport system ATP-binding protein ProV",581,581,1,1,3141,NA,NA,"",1094,1202,1201,"NNFNPJIH_02593","PDNNBANI_03485","JKCDLFCP_04476","KIGINCLF_01344","MLOHFGPA_03763","FENEHPHI_00119","MAFDEBPG_01764","GEFNPNKI_00550","PBAHMKCA_00871","BJFLHFPA_01573","OMEBOICM_02404","EDHNKBAJ_01085","FKHFPJNE_02565","DCCGOOHM_00550","HIMMJIDH_01416"
"group_1278","","hypothetical protein",581,581,1,1,3148,NA,NA,"",491,1370,1368,"NNFNPJIH_02586","PDNNBANI_03492","JKCDLFCP_04483","KIGINCLF_01351","MLOHFGPA_03770","FENEHPHI_00126","MAFDEBPG_01757","GEFNPNKI_00543","PBAHMKCA_00878","BJFLHFPA_01566","OMEBOICM_02397","EDHNKBAJ_01078","FKHFPJNE_02572","DCCGOOHM_00543","HIMMJIDH_01423"
"yqaB","","Fructose-1-phosphate phosphatase YqaB",581,581,1,1,3152,NA,NA,"",554,566,565,"NNFNPJIH_02582","PDNNBANI_03496","JKCDLFCP_01262","KIGINCLF_01355","MLOHFGPA_03774","FENEHPHI_00130","MAFDEBPG_01753","GEFNPNKI_00539","PBAHMKCA_00882","BJFLHFPA_01562","OMEBOICM_02268","EDHNKBAJ_01074","FKHFPJNE_02576","DCCGOOHM_00539","HIMMJIDH_01427"
"cysC","","Adenylyl-sulfate kinase",581,581,1,1,2982,NA,NA,"",422,605,604,"NNFNPJIH_02470","PDNNBANI_03608","JKCDLFCP_01150","KIGINCLF_02995","MLOHFGPA_03320","FENEHPHI_00242","MAFDEBPG_03032","GEFNPNKI_00427","PBAHMKCA_00994","BJFLHFPA_01450","OMEBOICM_02156","EDHNKBAJ_00962","FKHFPJNE_02688","DCCGOOHM_00427","HIMMJIDH_01539"
"group_1294","","hypothetical protein",581,581,1,1,2969,NA,NA,"",191,356,355,"NNFNPJIH_02459","PDNNBANI_03619","JKCDLFCP_01139","KIGINCLF_02984","MLOHFGPA_03309","FENEHPHI_00253","MAFDEBPG_03020","GEFNPNKI_00416","PBAHMKCA_01005","BJFLHFPA_01439","OMEBOICM_02145","EDHNKBAJ_00951","FKHFPJNE_02699","DCCGOOHM_00416","HIMMJIDH_01550"
"queD","","6-carboxy-5,6,7,8-tetrahydropterin synthase",581,581,1,1,2963,NA,NA,"",260,362,361,"NNFNPJIH_02453","PDNNBANI_03625","JKCDLFCP_04538","KIGINCLF_02978","MLOHFGPA_03303","FENEHPHI_00259","MAFDEBPG_03014","GEFNPNKI_00410","PBAHMKCA_01011","BJFLHFPA_01433","OMEBOICM_02139","EDHNKBAJ_00945","FKHFPJNE_02705","DCCGOOHM_00410","HIMMJIDH_01556"
"yfcS_1","","putative fimbrial chaperone YfcS",581,581,1,1,2955,NA,NA,"",329,773,772,"NNFNPJIH_03724","PDNNBANI_03633","JKCDLFCP_01569","KIGINCLF_02721","MLOHFGPA_03295","FENEHPHI_00267","MAFDEBPG_02667","GEFNPNKI_00402","PBAHMKCA_01019","BJFLHFPA_03355","OMEBOICM_00531","EDHNKBAJ_00937","FKHFPJNE_02713","DCCGOOHM_00402","HIMMJIDH_01564"
"garK_2","","Glycerate 2-kinase",581,581,1,1,2947,NA,NA,"",806,1142,1140,"NNFNPJIH_03732","PDNNBANI_03641","JKCDLFCP_01577","KIGINCLF_02729","MLOHFGPA_03287","FENEHPHI_00275","MAFDEBPG_02659","GEFNPNKI_00394","PBAHMKCA_01027","BJFLHFPA_03346","OMEBOICM_00523","EDHNKBAJ_00929","FKHFPJNE_02721","DCCGOOHM_00394","HIMMJIDH_01572"
"gudD","","Glucarate dehydratase",581,581,1,1,2946,NA,NA,"",386,1340,1336,"NNFNPJIH_03733","PDNNBANI_03642","JKCDLFCP_01578","KIGINCLF_02730","MLOHFGPA_03286","FENEHPHI_00276","MAFDEBPG_02658","GEFNPNKI_00393","PBAHMKCA_01028","BJFLHFPA_03345","OMEBOICM_00522","EDHNKBAJ_00928","FKHFPJNE_02722","DCCGOOHM_00393","HIMMJIDH_01573"
"fucI","","L-fucose isomerase",581,581,1,1,2930,NA,NA,"",1718,1775,1774,"NNFNPJIH_03749","PDNNBANI_03658","JKCDLFCP_01594","KIGINCLF_02746","MLOHFGPA_03102","FENEHPHI_00292","MAFDEBPG_02642","GEFNPNKI_00377","PBAHMKCA_01044","BJFLHFPA_03329","OMEBOICM_00506","EDHNKBAJ_00912","FKHFPJNE_02738","DCCGOOHM_00377","HIMMJIDH_01589"
"csdA","","Cysteine desulfurase CsdA",581,581,1,1,2921,NA,NA,"",1205,1301,1205,"NNFNPJIH_03758","PDNNBANI_03667","JKCDLFCP_01603","KIGINCLF_02755","MLOHFGPA_03111","FENEHPHI_00301","MAFDEBPG_02633","GEFNPNKI_00368","PBAHMKCA_01053","BJFLHFPA_03320","OMEBOICM_00497","EDHNKBAJ_00903","FKHFPJNE_02747","DCCGOOHM_00368","HIMMJIDH_01598"
"csdE","","Sulfur acceptor protein CsdE",581,581,1,1,2920,NA,NA,"",335,443,442,"NNFNPJIH_03759","PDNNBANI_03668","JKCDLFCP_01604","KIGINCLF_02756","MLOHFGPA_03112","FENEHPHI_00302","MAFDEBPG_02632","GEFNPNKI_00367","PBAHMKCA_01054","BJFLHFPA_03319","OMEBOICM_00496","EDHNKBAJ_00902","FKHFPJNE_02748","DCCGOOHM_00367","HIMMJIDH_01599"
"amiC","","N-acetylmuramoyl-L-alanine amidase AmiC",581,581,1,1,2916,NA,NA,"",1139,1253,1252,"NNFNPJIH_03765","PDNNBANI_03674","JKCDLFCP_01610","KIGINCLF_02762","MLOHFGPA_03118","FENEHPHI_00308","MAFDEBPG_02626","GEFNPNKI_00361","PBAHMKCA_01060","BJFLHFPA_03313","OMEBOICM_00490","EDHNKBAJ_00896","FKHFPJNE_02754","DCCGOOHM_00361","HIMMJIDH_01605"
"ptsP","","Phosphoenolpyruvate-dependent phosphotransferase system",581,581,1,1,2904,NA,NA,"",2228,2246,2245,"NNFNPJIH_03777","PDNNBANI_03686","JKCDLFCP_01622","KIGINCLF_02774","MLOHFGPA_03130","FENEHPHI_00320","MAFDEBPG_02614","GEFNPNKI_00349","PBAHMKCA_01072","BJFLHFPA_03301","OMEBOICM_00478","EDHNKBAJ_00884","FKHFPJNE_02766","DCCGOOHM_00349","HIMMJIDH_01617"
"allS_1","","HTH-type transcriptional activator AllS",581,581,1,1,2887,NA,NA,"",617,863,862,"NNFNPJIH_03794","PDNNBANI_03703","JKCDLFCP_01639","KIGINCLF_02791","MLOHFGPA_03147","FENEHPHI_00337","MAFDEBPG_02597","GEFNPNKI_00332","PBAHMKCA_01089","BJFLHFPA_03284","OMEBOICM_00461","EDHNKBAJ_00867","FKHFPJNE_02783","DCCGOOHM_00332","HIMMJIDH_01634"
"yqeG","","Inner membrane transport protein YqeG",581,581,1,1,2885,NA,NA,"",497,1229,1227,"NNFNPJIH_03796","PDNNBANI_03705","JKCDLFCP_01641","KIGINCLF_02793","MLOHFGPA_03149","FENEHPHI_00339","MAFDEBPG_02595","GEFNPNKI_00330","PBAHMKCA_01091","BJFLHFPA_03282","OMEBOICM_00459","EDHNKBAJ_00865","FKHFPJNE_02785","DCCGOOHM_00330","HIMMJIDH_01636"
"group_1319","","hypothetical protein",581,581,1,1,2741,NA,NA,"",137,140,137,"NNFNPJIH_01184","PDNNBANI_02967","JKCDLFCP_02628","KIGINCLF_00474","MLOHFGPA_01467","FENEHPHI_00479","MAFDEBPG_00541","GEFNPNKI_00190","PBAHMKCA_01231","BJFLHFPA_02810","OMEBOICM_00319","EDHNKBAJ_01932","FKHFPJNE_03822","DCCGOOHM_00190","HIMMJIDH_01776"
"metC","","Cystathionine beta-lyase MetC",581,581,1,1,2740,NA,NA,"",1019,1187,1186,"NNFNPJIH_01183","PDNNBANI_02966","JKCDLFCP_02629","KIGINCLF_00473","MLOHFGPA_01466","FENEHPHI_00480","MAFDEBPG_00540","GEFNPNKI_00189","PBAHMKCA_01232","BJFLHFPA_02809","OMEBOICM_00318","EDHNKBAJ_01931","FKHFPJNE_03823","DCCGOOHM_00189","HIMMJIDH_01777"
"rhaS_2","","HTH-type transcriptional activator RhaS",581,581,1,1,2738,NA,NA,"",662,917,916,"NNFNPJIH_01181","PDNNBANI_02964","JKCDLFCP_02631","KIGINCLF_00471","MLOHFGPA_01464","FENEHPHI_00482","MAFDEBPG_00538","GEFNPNKI_00187","PBAHMKCA_01234","BJFLHFPA_02807","OMEBOICM_00316","EDHNKBAJ_01929","FKHFPJNE_03825","DCCGOOHM_00187","HIMMJIDH_01779"
"group_1323","","Solute-binding protein",581,581,1,1,2731,NA,NA,"",485,983,982,"NNFNPJIH_01174","PDNNBANI_02957","JKCDLFCP_02638","KIGINCLF_00464","MLOHFGPA_01457","FENEHPHI_00489","MAFDEBPG_00531","GEFNPNKI_00180","PBAHMKCA_01241","BJFLHFPA_01871","OMEBOICM_00309","EDHNKBAJ_01922","FKHFPJNE_03832","DCCGOOHM_00180","HIMMJIDH_01786"
"group_1324","rhaS_2","HTH-type transcriptional activator RhaS",581,581,1,1,2722,NA,NA,"",467,866,865,"NNFNPJIH_01168","PDNNBANI_02951","JKCDLFCP_02644","KIGINCLF_00458","MLOHFGPA_01451","FENEHPHI_00495","MAFDEBPG_00525","GEFNPNKI_00174","PBAHMKCA_01247","BJFLHFPA_01865","OMEBOICM_00303","EDHNKBAJ_01916","FKHFPJNE_03838","DCCGOOHM_00174","HIMMJIDH_01792"
"group_1325","","hypothetical protein",581,581,1,1,2715,NA,NA,"",419,581,580,"NNFNPJIH_01161","PDNNBANI_02944","JKCDLFCP_02651","KIGINCLF_00451","MLOHFGPA_01444","FENEHPHI_00502","MAFDEBPG_00518","GEFNPNKI_00167","PBAHMKCA_01254","BJFLHFPA_01858","OMEBOICM_00296","EDHNKBAJ_01909","FKHFPJNE_03845","DCCGOOHM_00167","HIMMJIDH_01799"
"cpdA","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",581,581,1,1,2714,NA,NA,"",827,947,827,"NNFNPJIH_01160","PDNNBANI_02943","JKCDLFCP_02652","KIGINCLF_00450","MLOHFGPA_01443","FENEHPHI_00503","MAFDEBPG_00517","GEFNPNKI_00166","PBAHMKCA_01255","BJFLHFPA_01857","OMEBOICM_00295","EDHNKBAJ_01908","FKHFPJNE_03846","DCCGOOHM_00166","HIMMJIDH_01800"
"assT_1","","Arylsulfate sulfotransferase AssT",581,581,1,1,2705,NA,NA,"",1631,1796,1783,"NNFNPJIH_01151","PDNNBANI_02934","JKCDLFCP_00886","KIGINCLF_00441","MLOHFGPA_01434","FENEHPHI_00512","MAFDEBPG_00508","GEFNPNKI_00157","PBAHMKCA_01264","BJFLHFPA_01848","OMEBOICM_02971","EDHNKBAJ_01899","FKHFPJNE_03855","DCCGOOHM_00157","HIMMJIDH_01809"
"rpoD","","RNA polymerase sigma factor RpoD",581,581,1,1,2686,NA,NA,"",1370,1982,1980,"NNFNPJIH_01132","PDNNBANI_02915","JKCDLFCP_00867","KIGINCLF_00422","MLOHFGPA_01415","FENEHPHI_00531","MAFDEBPG_00489","GEFNPNKI_00138","PBAHMKCA_01283","BJFLHFPA_01829","OMEBOICM_02990","EDHNKBAJ_01880","FKHFPJNE_03874","DCCGOOHM_00138","HIMMJIDH_01828"
"yqjH","","NADPH-dependent ferric-chelate reductase",581,581,1,1,2684,NA,NA,"",419,767,765,"NNFNPJIH_01129","PDNNBANI_02912","JKCDLFCP_00864","KIGINCLF_00419","MLOHFGPA_01412","FENEHPHI_00534","MAFDEBPG_00486","GEFNPNKI_00135","PBAHMKCA_01286","BJFLHFPA_01826","OMEBOICM_02993","EDHNKBAJ_01877","FKHFPJNE_03877","DCCGOOHM_00135","HIMMJIDH_01831"
"yqjI","","Transcriptional regulator YqjI",581,581,1,1,2683,NA,NA,"",602,644,643,"NNFNPJIH_01128","PDNNBANI_02911","JKCDLFCP_00863","KIGINCLF_00418","MLOHFGPA_01411","FENEHPHI_00535","MAFDEBPG_00485","GEFNPNKI_00134","PBAHMKCA_01287","BJFLHFPA_01825","OMEBOICM_02994","EDHNKBAJ_01876","FKHFPJNE_03878","DCCGOOHM_00134","HIMMJIDH_01832"
