"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR9016861","SRR16506855","NDSU10","SRR1515953","SRR5000237","SRR14766407","SRR14766455","SRR10037239","SRR2911780","SRR23043682","SRR14766451","SRR5883589","SRR28412155","SRR14766423","SRR14272154"
"astE","","Succinylglutamate desuccinylase",581,581,1,1,5340,NA,NA,"",326,968,966,"DPFOFGOO_01498","MMJAGEHG_03241","PGKCJFEA_02412","JICBPFCI_01843","GJOEKIMA_02153","FCNMCNAM_00875","BHJELCCI_00930","OOMIMPCI_00184","FENEHPHI_03457","NJDFJAED_02902","JKFJINKE_01118","IKEIDPHJ_02105","KODEOOAH_00561","ONBFLLJP_03449","HAANCNKA_03024"
"astB","","N-succinylarginine dihydrolase",581,581,1,1,5341,NA,NA,"",275,1343,1339,"DPFOFGOO_01499","MMJAGEHG_03240","PGKCJFEA_02413","JICBPFCI_01842","GJOEKIMA_02152","FCNMCNAM_00876","BHJELCCI_00931","OOMIMPCI_00183","FENEHPHI_03456","NJDFJAED_02901","JKFJINKE_01119","IKEIDPHJ_02104","KODEOOAH_00562","ONBFLLJP_03450","HAANCNKA_03023"
"astC","","Succinylornithine transaminase",581,581,1,1,5344,NA,NA,"",1178,1226,1225,"DPFOFGOO_01502","MMJAGEHG_03237","PGKCJFEA_01112","JICBPFCI_01839","GJOEKIMA_02149","FCNMCNAM_00879","BHJELCCI_00934","OOMIMPCI_00180","FENEHPHI_03453","NJDFJAED_02898","JKFJINKE_01122","IKEIDPHJ_02101","KODEOOAH_00565","ONBFLLJP_03453","HAANCNKA_03020"
"xthA","","Exodeoxyribonuclease III",581,581,1,1,5345,NA,NA,"",806,878,806,"DPFOFGOO_01503","MMJAGEHG_03236","PGKCJFEA_01113","JICBPFCI_01838","GJOEKIMA_02148","FCNMCNAM_00880","BHJELCCI_00935","OOMIMPCI_00179","FENEHPHI_03452","NJDFJAED_02897","JKFJINKE_01123","IKEIDPHJ_02100","KODEOOAH_00566","ONBFLLJP_03454","HAANCNKA_03019"
"gdhA_2","","NADP-specific glutamate dehydrogenase",581,581,1,1,5348,NA,NA,"",1250,1343,1342,"DPFOFGOO_01506","MMJAGEHG_03233","PGKCJFEA_01116","JICBPFCI_01835","GJOEKIMA_02145","FCNMCNAM_00883","BHJELCCI_00938","OOMIMPCI_00176","FENEHPHI_03449","NJDFJAED_02894","JKFJINKE_01126","IKEIDPHJ_02097","KODEOOAH_00569","ONBFLLJP_03457","HAANCNKA_03016"
"ydjE_2","","Inner membrane metabolite transport protein YdjE",581,581,1,1,5356,NA,NA,"",581,1358,1356,"DPFOFGOO_01513","MMJAGEHG_03226","PGKCJFEA_01123","JICBPFCI_01828","GJOEKIMA_02138","FCNMCNAM_00890","BHJELCCI_00945","OOMIMPCI_00169","FENEHPHI_03442","NJDFJAED_02887","JKFJINKE_01133","IKEIDPHJ_02090","KODEOOAH_00576","ONBFLLJP_03464","HAANCNKA_03009"
"mipA","","MltA-interacting protein",581,581,1,1,5370,NA,NA,"",647,746,745,"DPFOFGOO_01527","MMJAGEHG_03212","PGKCJFEA_01137","JICBPFCI_01814","GJOEKIMA_02124","FCNMCNAM_00904","BHJELCCI_00959","OOMIMPCI_00155","FENEHPHI_03428","NJDFJAED_02873","JKFJINKE_01147","IKEIDPHJ_02076","KODEOOAH_00590","ONBFLLJP_03621","HAANCNKA_02995"
"group_1242","","hypothetical protein",581,581,1,1,5400,NA,NA,"",1586,1634,1593,"DPFOFGOO_01557","MMJAGEHG_03182","PGKCJFEA_01167","JICBPFCI_03095","GJOEKIMA_02094","FCNMCNAM_00934","BHJELCCI_00989","OOMIMPCI_00125","FENEHPHI_03398","NJDFJAED_02843","JKFJINKE_04294","IKEIDPHJ_02046","KODEOOAH_00620","ONBFLLJP_03651","HAANCNKA_02965"
"yodB","","Cytochrome b561 ",581,581,1,1,5402,NA,NA,"",407,530,529,"DPFOFGOO_01559","MMJAGEHG_03180","PGKCJFEA_01169","JICBPFCI_03093","GJOEKIMA_02092","FCNMCNAM_00936","BHJELCCI_00991","OOMIMPCI_00123","FENEHPHI_03396","NJDFJAED_02841","JKFJINKE_04296","IKEIDPHJ_02044","KODEOOAH_00622","ONBFLLJP_03653","HAANCNKA_02963"
"ydcV_2","","Inner membrane ABC transporter permease protein YdcV",581,581,1,1,5433,NA,NA,"",404,779,778,"DPFOFGOO_01588","MMJAGEHG_03151","PGKCJFEA_01198","JICBPFCI_03064","GJOEKIMA_02063","FCNMCNAM_00965","BHJELCCI_01020","OOMIMPCI_00094","FENEHPHI_03367","NJDFJAED_02812","JKFJINKE_03747","IKEIDPHJ_03385","KODEOOAH_00651","ONBFLLJP_03682","HAANCNKA_02934"
"ndh","","NADH dehydrogenase",581,581,1,1,5445,NA,NA,"",1247,1304,1303,"DPFOFGOO_01600","MMJAGEHG_03139","PGKCJFEA_01210","JICBPFCI_03052","GJOEKIMA_02051","FCNMCNAM_00977","BHJELCCI_01032","OOMIMPCI_00082","FENEHPHI_03355","NJDFJAED_02800","JKFJINKE_04582","IKEIDPHJ_03373","KODEOOAH_00663","ONBFLLJP_03694","HAANCNKA_02922"
"plsX","","Phosphate acyltransferase",581,581,1,1,5465,NA,NA,"",839,1049,1048,"DPFOFGOO_01619","MMJAGEHG_03120","PGKCJFEA_01229","JICBPFCI_03033","GJOEKIMA_02032","FCNMCNAM_00996","BHJELCCI_01051","OOMIMPCI_00063","FENEHPHI_03336","NJDFJAED_02781","JKFJINKE_03112","IKEIDPHJ_03354","KODEOOAH_00682","ONBFLLJP_03713","HAANCNKA_02903"
"yceB","","putative lipoprotein YceB",581,581,1,1,5495,NA,NA,"",560,626,560,"DPFOFGOO_01648","MMJAGEHG_03091","PGKCJFEA_01258","JICBPFCI_03004","GJOEKIMA_02003","FCNMCNAM_01025","BHJELCCI_01080","OOMIMPCI_00034","FENEHPHI_03307","NJDFJAED_02752","JKFJINKE_03083","IKEIDPHJ_03325","KODEOOAH_00711","ONBFLLJP_03742","HAANCNKA_02874"
"yceJ","","Cytochrome b561 ",581,581,1,1,5501,NA,NA,"",539,572,571,"DPFOFGOO_01654","MMJAGEHG_03085","PGKCJFEA_01264","JICBPFCI_02998","GJOEKIMA_01997","FCNMCNAM_01031","BHJELCCI_01086","OOMIMPCI_00028","FENEHPHI_03301","NJDFJAED_02746","JKFJINKE_04410","IKEIDPHJ_03319","KODEOOAH_00717","ONBFLLJP_03748","HAANCNKA_02868"
"group_1253","","hypothetical protein",581,581,1,1,5503,NA,NA,"",290,1052,1050,"DPFOFGOO_01656","MMJAGEHG_03083","PGKCJFEA_01266","JICBPFCI_02996","GJOEKIMA_01995","FCNMCNAM_01033","BHJELCCI_01088","OOMIMPCI_00026","FENEHPHI_03299","NJDFJAED_02744","JKFJINKE_04408","IKEIDPHJ_03317","KODEOOAH_00719","ONBFLLJP_03750","HAANCNKA_02866"
"ycdZ","","Inner membrane protein YcdZ",581,581,1,1,5524,NA,NA,"",494,512,509,"DPFOFGOO_01674","MMJAGEHG_03065","PGKCJFEA_01284","JICBPFCI_04581","GJOEKIMA_04630","FCNMCNAM_04585","BHJELCCI_01106","OOMIMPCI_00008","FENEHPHI_03280","NJDFJAED_02726","JKFJINKE_04504","IKEIDPHJ_03299","KODEOOAH_00737","ONBFLLJP_03768","HAANCNKA_02848"
"grpE","","Protein GrpE",581,581,1,1,3026,NA,NA,"",590,782,781,"DPFOFGOO_02510","MMJAGEHG_00649","PGKCJFEA_02891","JICBPFCI_02871","GJOEKIMA_02329","FCNMCNAM_02727","BHJELCCI_04447","OOMIMPCI_00765","FENEHPHI_00020","NJDFJAED_04338","JKFJINKE_04007","IKEIDPHJ_01767","KODEOOAH_01390","ONBFLLJP_02626","HAANCNKA_00970"
"recN","","DNA repair protein RecN",581,581,1,1,3028,NA,NA,"",1592,1661,1660,"DPFOFGOO_02508","MMJAGEHG_00647","PGKCJFEA_02889","JICBPFCI_02873","GJOEKIMA_02331","FCNMCNAM_02729","BHJELCCI_04445","OOMIMPCI_00767","FENEHPHI_00022","NJDFJAED_04336","JKFJINKE_04009","IKEIDPHJ_01765","KODEOOAH_01388","ONBFLLJP_02628","HAANCNKA_00972"
"group_1259","","hypothetical protein",581,581,1,1,3057,NA,NA,"",497,578,577,"DPFOFGOO_02486","MMJAGEHG_00625","PGKCJFEA_02867","JICBPFCI_02895","GJOEKIMA_02353","FCNMCNAM_02751","BHJELCCI_01116","OOMIMPCI_00789","FENEHPHI_00044","NJDFJAED_04623","JKFJINKE_03479","IKEIDPHJ_01743","KODEOOAH_01366","ONBFLLJP_02650","HAANCNKA_00994"
"group_1260","","hypothetical protein",581,581,1,1,3070,NA,NA,"",896,1058,1057,"DPFOFGOO_02475","MMJAGEHG_00614","PGKCJFEA_02856","JICBPFCI_02906","GJOEKIMA_02364","FCNMCNAM_02762","BHJELCCI_01127","OOMIMPCI_00800","FENEHPHI_00055","NJDFJAED_04634","JKFJINKE_03468","IKEIDPHJ_01732","KODEOOAH_01355","ONBFLLJP_02661","HAANCNKA_01005"
"group_1261","","hypothetical protein",581,581,1,1,3072,NA,NA,"",311,1766,1763,"DPFOFGOO_02473","MMJAGEHG_00612","PGKCJFEA_02854","JICBPFCI_02908","GJOEKIMA_02366","FCNMCNAM_02764","BHJELCCI_01129","OOMIMPCI_00802","FENEHPHI_00057","NJDFJAED_04636","JKFJINKE_03466","IKEIDPHJ_01730","KODEOOAH_01353","ONBFLLJP_02663","HAANCNKA_01007"
"xerC_1","","Tyrosine recombinase XerC",581,581,1,1,3091,NA,NA,"",899,1025,1024,"DPFOFGOO_02456","MMJAGEHG_00595","PGKCJFEA_04731","JICBPFCI_02925","GJOEKIMA_02383","FCNMCNAM_02781","BHJELCCI_01146","OOMIMPCI_00819","FENEHPHI_00074","NJDFJAED_03368","JKFJINKE_00381","IKEIDPHJ_01713","KODEOOAH_01336","ONBFLLJP_02680","HAANCNKA_01024"
"group_1267","","hypothetical protein",581,581,1,1,3107,NA,NA,"",797,896,895,"DPFOFGOO_02442","MMJAGEHG_00581","PGKCJFEA_03390","JICBPFCI_02939","GJOEKIMA_02397","FCNMCNAM_02795","BHJELCCI_01160","OOMIMPCI_00833","FENEHPHI_00088","NJDFJAED_03382","JKFJINKE_00367","IKEIDPHJ_01699","KODEOOAH_01322","ONBFLLJP_02694","HAANCNKA_01038"
"hoxN","","High-affinity nickel transport protein",581,581,1,1,3109,NA,NA,"",710,1013,1011,"DPFOFGOO_02440","MMJAGEHG_00579","PGKCJFEA_03392","JICBPFCI_02941","GJOEKIMA_02399","FCNMCNAM_02797","BHJELCCI_01162","OOMIMPCI_00835","FENEHPHI_00090","NJDFJAED_03384","JKFJINKE_00365","IKEIDPHJ_01697","KODEOOAH_01320","ONBFLLJP_02696","HAANCNKA_01040"
"tctD","","Transcriptional regulatory protein tctD",581,581,1,1,3111,NA,NA,"",665,674,673,"DPFOFGOO_02438","MMJAGEHG_00577","PGKCJFEA_03394","JICBPFCI_02943","GJOEKIMA_02401","FCNMCNAM_02799","BHJELCCI_01164","OOMIMPCI_00837","FENEHPHI_00092","NJDFJAED_03386","JKFJINKE_00363","IKEIDPHJ_01695","KODEOOAH_01318","ONBFLLJP_02698","HAANCNKA_01042"
"glaR","","HTH-type transcriptional repressor GlaR",581,581,1,1,3125,NA,NA,"",470,677,676,"DPFOFGOO_02427","MMJAGEHG_00566","PGKCJFEA_03405","JICBPFCI_02954","GJOEKIMA_02412","FCNMCNAM_02810","BHJELCCI_01175","OOMIMPCI_00848","FENEHPHI_00103","NJDFJAED_03397","JKFJINKE_00352","IKEIDPHJ_01684","KODEOOAH_01307","ONBFLLJP_02709","HAANCNKA_01053"
"ygaV","","putative HTH-type transcriptional regulator YgaV",581,581,1,1,3128,NA,NA,"",206,299,298,"DPFOFGOO_02424","MMJAGEHG_00563","PGKCJFEA_03408","JICBPFCI_02957","GJOEKIMA_02415","FCNMCNAM_02813","BHJELCCI_01178","OOMIMPCI_00851","FENEHPHI_00106","NJDFJAED_03400","JKFJINKE_00349","IKEIDPHJ_01681","KODEOOAH_01304","ONBFLLJP_02712","HAANCNKA_01056"
"group_1272","","hypothetical protein",581,581,1,1,3133,NA,NA,"",350,371,350,"DPFOFGOO_02419","MMJAGEHG_00558","PGKCJFEA_03413","JICBPFCI_02962","GJOEKIMA_02420","FCNMCNAM_02818","BHJELCCI_01183","OOMIMPCI_00856","FENEHPHI_00111","NJDFJAED_03405","JKFJINKE_00344","IKEIDPHJ_01676","KODEOOAH_01299","ONBFLLJP_02717","HAANCNKA_01061"
"ygaM","","putative protein YgaM",581,581,1,1,3134,NA,NA,"",260,326,325,"DPFOFGOO_02418","MMJAGEHG_00557","PGKCJFEA_03414","JICBPFCI_02963","GJOEKIMA_02421","FCNMCNAM_02819","BHJELCCI_01184","OOMIMPCI_00857","FENEHPHI_00112","NJDFJAED_03406","JKFJINKE_00343","IKEIDPHJ_01675","KODEOOAH_01298","ONBFLLJP_02718","HAANCNKA_01062"
"gabR_1","","HTH-type transcriptional regulatory protein GabR",581,581,1,1,3135,NA,NA,"",479,1334,1332,"DPFOFGOO_02417","MMJAGEHG_00556","PGKCJFEA_03415","JICBPFCI_02964","GJOEKIMA_02422","FCNMCNAM_02820","BHJELCCI_01185","OOMIMPCI_00858","FENEHPHI_00113","NJDFJAED_03407","JKFJINKE_00342","IKEIDPHJ_01674","KODEOOAH_01297","ONBFLLJP_02719","HAANCNKA_01063"
"group_1275","","hypothetical protein",581,581,1,1,3136,NA,NA,"",275,431,430,"DPFOFGOO_02416","MMJAGEHG_00555","PGKCJFEA_03416","JICBPFCI_02965","GJOEKIMA_02423","FCNMCNAM_02821","BHJELCCI_01186","OOMIMPCI_00859","FENEHPHI_00114","NJDFJAED_03408","JKFJINKE_00341","IKEIDPHJ_01673","KODEOOAH_01296","ONBFLLJP_02720","HAANCNKA_01064"
"nrdE","","Ribonucleoside-diphosphate reductase 2 subunit alpha",581,581,1,1,3139,NA,NA,"",1622,2117,2116,"DPFOFGOO_02413","MMJAGEHG_00552","PGKCJFEA_03419","JICBPFCI_02968","GJOEKIMA_02426","FCNMCNAM_02824","BHJELCCI_01189","OOMIMPCI_00862","FENEHPHI_00117","NJDFJAED_03411","JKFJINKE_00338","IKEIDPHJ_01670","KODEOOAH_01293","ONBFLLJP_02723","HAANCNKA_01067"
"proV","","Glycine betaine/proline betaine transport system ATP-binding protein ProV",581,581,1,1,3141,NA,NA,"",1094,1202,1201,"DPFOFGOO_02411","MMJAGEHG_00550","PGKCJFEA_03421","JICBPFCI_02970","GJOEKIMA_02428","FCNMCNAM_02826","BHJELCCI_01191","OOMIMPCI_00864","FENEHPHI_00119","NJDFJAED_03413","JKFJINKE_00336","IKEIDPHJ_01668","KODEOOAH_01291","ONBFLLJP_02725","HAANCNKA_01069"
"group_1278","","hypothetical protein",581,581,1,1,3148,NA,NA,"",491,1370,1368,"DPFOFGOO_02404","MMJAGEHG_00543","PGKCJFEA_03428","JICBPFCI_02977","GJOEKIMA_02435","FCNMCNAM_02833","BHJELCCI_01198","OOMIMPCI_00871","FENEHPHI_00126","NJDFJAED_03420","JKFJINKE_00329","IKEIDPHJ_01661","KODEOOAH_01284","ONBFLLJP_02732","HAANCNKA_01076"
"yqaB","","Fructose-1-phosphate phosphatase YqaB",581,581,1,1,3152,NA,NA,"",554,566,565,"DPFOFGOO_02400","MMJAGEHG_00539","PGKCJFEA_03432","JICBPFCI_02981","GJOEKIMA_02439","FCNMCNAM_04265","BHJELCCI_01202","OOMIMPCI_00875","FENEHPHI_00130","NJDFJAED_03424","JKFJINKE_00325","IKEIDPHJ_01657","KODEOOAH_01280","ONBFLLJP_02736","HAANCNKA_01080"
"cysC","","Adenylyl-sulfate kinase",581,581,1,1,2982,NA,NA,"",422,605,604,"DPFOFGOO_02288","MMJAGEHG_00427","PGKCJFEA_02418","JICBPFCI_03230","GJOEKIMA_02550","FCNMCNAM_03717","BHJELCCI_01314","OOMIMPCI_00987","FENEHPHI_00242","NJDFJAED_03536","JKFJINKE_00213","IKEIDPHJ_01545","KODEOOAH_01168","ONBFLLJP_02848","HAANCNKA_01192"
"group_1294","","hypothetical protein",581,581,1,1,2969,NA,NA,"",191,356,355,"DPFOFGOO_02277","MMJAGEHG_00416","PGKCJFEA_02429","JICBPFCI_03241","GJOEKIMA_02561","FCNMCNAM_03728","BHJELCCI_01325","OOMIMPCI_00998","FENEHPHI_00253","NJDFJAED_03547","JKFJINKE_00202","IKEIDPHJ_01534","KODEOOAH_01157","ONBFLLJP_02859","HAANCNKA_01203"
"queD","","6-carboxy-5,6,7,8-tetrahydropterin synthase",581,581,1,1,2963,NA,NA,"",260,362,361,"DPFOFGOO_02271","MMJAGEHG_00410","PGKCJFEA_02435","JICBPFCI_03247","GJOEKIMA_02567","FCNMCNAM_03734","BHJELCCI_01331","OOMIMPCI_01004","FENEHPHI_00259","NJDFJAED_03553","JKFJINKE_04513","IKEIDPHJ_01528","KODEOOAH_01151","ONBFLLJP_02865","HAANCNKA_01209"
"yfcS_1","","putative fimbrial chaperone YfcS",581,581,1,1,2955,NA,NA,"",329,773,772,"DPFOFGOO_03705","MMJAGEHG_00402","PGKCJFEA_02443","JICBPFCI_00003","GJOEKIMA_00822","FCNMCNAM_03564","BHJELCCI_01339","OOMIMPCI_01012","FENEHPHI_00267","NJDFJAED_03561","JKFJINKE_00888","IKEIDPHJ_02263","KODEOOAH_01143","ONBFLLJP_02873","HAANCNKA_01217"
"garK_2","","Glycerate 2-kinase",581,581,1,1,2947,NA,NA,"",806,1142,1140,"DPFOFGOO_03697","MMJAGEHG_00394","PGKCJFEA_02451","JICBPFCI_00011","GJOEKIMA_00830","FCNMCNAM_03556","BHJELCCI_01347","OOMIMPCI_01020","FENEHPHI_00275","NJDFJAED_03569","JKFJINKE_00880","IKEIDPHJ_02271","KODEOOAH_01135","ONBFLLJP_00936","HAANCNKA_01225"
"gudD","","Glucarate dehydratase",581,581,1,1,2946,NA,NA,"",386,1340,1336,"DPFOFGOO_03696","MMJAGEHG_00393","PGKCJFEA_02452","JICBPFCI_00012","GJOEKIMA_00831","FCNMCNAM_03555","BHJELCCI_01348","OOMIMPCI_01021","FENEHPHI_00276","NJDFJAED_03570","JKFJINKE_00879","IKEIDPHJ_02272","KODEOOAH_01134","ONBFLLJP_00937","HAANCNKA_01226"
"fucI","","L-fucose isomerase",581,581,1,1,2930,NA,NA,"",1718,1775,1774,"DPFOFGOO_03680","MMJAGEHG_00377","PGKCJFEA_02468","JICBPFCI_00028","GJOEKIMA_00847","FCNMCNAM_03538","BHJELCCI_01364","OOMIMPCI_01037","FENEHPHI_00292","NJDFJAED_03586","JKFJINKE_00863","IKEIDPHJ_02288","KODEOOAH_01118","ONBFLLJP_00953","HAANCNKA_01242"
"csdA","","Cysteine desulfurase CsdA",581,581,1,1,2921,NA,NA,"",1205,1301,1205,"DPFOFGOO_03671","MMJAGEHG_00368","PGKCJFEA_02477","JICBPFCI_00037","GJOEKIMA_00856","FCNMCNAM_03529","BHJELCCI_01373","OOMIMPCI_01046","FENEHPHI_00301","NJDFJAED_03595","JKFJINKE_00854","IKEIDPHJ_02297","KODEOOAH_01109","ONBFLLJP_00963","HAANCNKA_01251"
"csdE","","Sulfur acceptor protein CsdE",581,581,1,1,2920,NA,NA,"",335,443,442,"DPFOFGOO_03670","MMJAGEHG_00367","PGKCJFEA_02478","JICBPFCI_00038","GJOEKIMA_00857","FCNMCNAM_03528","BHJELCCI_01374","OOMIMPCI_01047","FENEHPHI_00302","NJDFJAED_03596","JKFJINKE_00853","IKEIDPHJ_02298","KODEOOAH_01108","ONBFLLJP_00964","HAANCNKA_01252"
"amiC","","N-acetylmuramoyl-L-alanine amidase AmiC",581,581,1,1,2916,NA,NA,"",1139,1253,1252,"DPFOFGOO_03664","MMJAGEHG_00361","PGKCJFEA_02484","JICBPFCI_00044","GJOEKIMA_00863","FCNMCNAM_03522","BHJELCCI_01380","OOMIMPCI_01053","FENEHPHI_00308","NJDFJAED_03602","JKFJINKE_00847","IKEIDPHJ_02304","KODEOOAH_01102","ONBFLLJP_00970","HAANCNKA_01258"
"ptsP","","Phosphoenolpyruvate-dependent phosphotransferase system",581,581,1,1,2904,NA,NA,"",2228,2246,2245,"DPFOFGOO_03652","MMJAGEHG_00349","PGKCJFEA_04286","JICBPFCI_00056","GJOEKIMA_00875","FCNMCNAM_03510","BHJELCCI_01392","OOMIMPCI_01065","FENEHPHI_00320","NJDFJAED_03614","JKFJINKE_00835","IKEIDPHJ_02316","KODEOOAH_01090","ONBFLLJP_00982","HAANCNKA_01270"
"allS_1","","HTH-type transcriptional activator AllS",581,581,1,1,2887,NA,NA,"",617,863,862,"DPFOFGOO_03635","MMJAGEHG_00332","PGKCJFEA_04269","JICBPFCI_00073","GJOEKIMA_00892","FCNMCNAM_03493","BHJELCCI_01409","OOMIMPCI_01082","FENEHPHI_00337","NJDFJAED_03631","JKFJINKE_00818","IKEIDPHJ_02333","KODEOOAH_01073","ONBFLLJP_00999","HAANCNKA_01287"
"yqeG","","Inner membrane transport protein YqeG",581,581,1,1,2885,NA,NA,"",497,1229,1227,"DPFOFGOO_03633","MMJAGEHG_00330","PGKCJFEA_04267","JICBPFCI_00075","GJOEKIMA_00894","FCNMCNAM_03491","BHJELCCI_01411","OOMIMPCI_01084","FENEHPHI_00339","NJDFJAED_03633","JKFJINKE_00816","IKEIDPHJ_02335","KODEOOAH_01071","ONBFLLJP_01001","HAANCNKA_01289"
"group_1319","","hypothetical protein",581,581,1,1,2741,NA,NA,"",137,140,137,"DPFOFGOO_01867","MMJAGEHG_00190","PGKCJFEA_00750","JICBPFCI_00215","GJOEKIMA_01034","FCNMCNAM_01586","BHJELCCI_02007","OOMIMPCI_01224","FENEHPHI_00479","NJDFJAED_02530","JKFJINKE_01962","IKEIDPHJ_03736","KODEOOAH_00931","ONBFLLJP_01141","HAANCNKA_01429"
"metC","","Cystathionine beta-lyase MetC",581,581,1,1,2740,NA,NA,"",1019,1187,1186,"DPFOFGOO_01866","MMJAGEHG_00189","PGKCJFEA_00751","JICBPFCI_00216","GJOEKIMA_01035","FCNMCNAM_01587","BHJELCCI_02008","OOMIMPCI_01225","FENEHPHI_00480","NJDFJAED_02531","JKFJINKE_01963","IKEIDPHJ_03735","KODEOOAH_00930","ONBFLLJP_01142","HAANCNKA_01430"
"rhaS_2","","HTH-type transcriptional activator RhaS",581,581,1,1,2738,NA,NA,"",662,917,916,"DPFOFGOO_01864","MMJAGEHG_00187","PGKCJFEA_00753","JICBPFCI_00218","GJOEKIMA_01037","FCNMCNAM_01589","BHJELCCI_02010","OOMIMPCI_01227","FENEHPHI_00482","NJDFJAED_02533","JKFJINKE_01965","IKEIDPHJ_03733","KODEOOAH_00928","ONBFLLJP_01144","HAANCNKA_01432"
"group_1323","","Solute-binding protein",581,581,1,1,2731,NA,NA,"",485,983,982,"DPFOFGOO_01857","MMJAGEHG_00180","PGKCJFEA_00760","JICBPFCI_00225","GJOEKIMA_01044","FCNMCNAM_01596","BHJELCCI_02017","OOMIMPCI_01234","FENEHPHI_00489","NJDFJAED_02540","JKFJINKE_01972","IKEIDPHJ_03726","KODEOOAH_00921","ONBFLLJP_01151","HAANCNKA_01439"
"group_1324","rhaS_2","HTH-type transcriptional activator RhaS",581,581,1,1,2722,NA,NA,"",467,866,865,"DPFOFGOO_01851","MMJAGEHG_00174","PGKCJFEA_00766","JICBPFCI_00231","GJOEKIMA_01050","FCNMCNAM_01602","BHJELCCI_02023","OOMIMPCI_01240","FENEHPHI_00495","NJDFJAED_02546","JKFJINKE_01978","IKEIDPHJ_03720","KODEOOAH_00915","ONBFLLJP_01157","HAANCNKA_01445"
"group_1325","","hypothetical protein",581,581,1,1,2715,NA,NA,"",419,581,580,"DPFOFGOO_01844","MMJAGEHG_00167","PGKCJFEA_00773","JICBPFCI_00238","GJOEKIMA_01057","FCNMCNAM_01609","BHJELCCI_02030","OOMIMPCI_01247","FENEHPHI_00502","NJDFJAED_02553","JKFJINKE_01985","IKEIDPHJ_03713","KODEOOAH_00908","ONBFLLJP_01164","HAANCNKA_01452"
"cpdA","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",581,581,1,1,2714,NA,NA,"",827,947,827,"DPFOFGOO_01843","MMJAGEHG_00166","PGKCJFEA_00774","JICBPFCI_00239","GJOEKIMA_01058","FCNMCNAM_01610","BHJELCCI_02031","OOMIMPCI_01248","FENEHPHI_00503","NJDFJAED_02554","JKFJINKE_01986","IKEIDPHJ_03712","KODEOOAH_00907","ONBFLLJP_01165","HAANCNKA_01453"
"assT_1","","Arylsulfate sulfotransferase AssT",581,581,1,1,2705,NA,NA,"",1631,1796,1783,"DPFOFGOO_01834","MMJAGEHG_00157","PGKCJFEA_00783","JICBPFCI_00248","GJOEKIMA_01067","FCNMCNAM_01619","BHJELCCI_02040","OOMIMPCI_01257","FENEHPHI_00512","NJDFJAED_02563","JKFJINKE_02507","IKEIDPHJ_03703","KODEOOAH_00898","ONBFLLJP_01174","HAANCNKA_01462"
"rpoD","","RNA polymerase sigma factor RpoD",581,581,1,1,2686,NA,NA,"",1370,1982,1980,"DPFOFGOO_01815","MMJAGEHG_00138","PGKCJFEA_00802","JICBPFCI_00267","GJOEKIMA_01086","FCNMCNAM_01638","BHJELCCI_02059","OOMIMPCI_01276","FENEHPHI_00531","NJDFJAED_02582","JKFJINKE_02488","IKEIDPHJ_03684","KODEOOAH_00879","ONBFLLJP_01193","HAANCNKA_01481"
"yqjH","","NADPH-dependent ferric-chelate reductase",581,581,1,1,2684,NA,NA,"",419,767,765,"DPFOFGOO_01812","MMJAGEHG_00135","PGKCJFEA_00805","JICBPFCI_00270","GJOEKIMA_01089","FCNMCNAM_01641","BHJELCCI_02062","OOMIMPCI_01279","FENEHPHI_00534","NJDFJAED_02585","JKFJINKE_02485","IKEIDPHJ_03681","KODEOOAH_00876","ONBFLLJP_01196","HAANCNKA_01484"
"yqjI","","Transcriptional regulator YqjI",581,581,1,1,2683,NA,NA,"",602,644,643,"DPFOFGOO_01811","MMJAGEHG_00134","PGKCJFEA_00806","JICBPFCI_00271","GJOEKIMA_01090","FCNMCNAM_01642","BHJELCCI_02063","OOMIMPCI_01280","FENEHPHI_00535","NJDFJAED_02586","JKFJINKE_02484","IKEIDPHJ_03174","KODEOOAH_00875","ONBFLLJP_01197","HAANCNKA_01485"
"trg_2","","Methyl-accepting chemotaxis protein III",581,581,1,1,2682,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1502,1568,1567,"DPFOFGOO_01810","MMJAGEHG_00133","PGKCJFEA_00807","JICBPFCI_00272","GJOEKIMA_01091","FCNMCNAM_01643","BHJELCCI_02064","OOMIMPCI_01281","FENEHPHI_00536","NJDFJAED_02587","JKFJINKE_02483","IKEIDPHJ_03173","KODEOOAH_00874","ONBFLLJP_01198","HAANCNKA_01486"
"group_1334","","hypothetical protein",581,581,1,1,2622,NA,NA,"",686,719,718,"DPFOFGOO_01754","MMJAGEHG_00077","PGKCJFEA_00863","JICBPFCI_00329","GJOEKIMA_01147","FCNMCNAM_01699","BHJELCCI_02120","OOMIMPCI_01337","FENEHPHI_00592","NJDFJAED_02643","JKFJINKE_00700","IKEIDPHJ_03117","KODEOOAH_00818","ONBFLLJP_01254","HAANCNKA_01542"
