"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR28323381","SRR8280066","SRR14766395","SRR14766367","NDSU17","SRR14766454","SRR14766374","SRR11101171","SRR7011986","SRR5000227","SRR27714918","SRR5000221","SRR2096623","SRR2994394","NDSU13"
"cho","","Excinuclease cho",581,581,1,1,5337,NA,NA,"",881,908,881,"AAOAKINP_00183","FLNDLMAF_02509","HEGDAGBG_02879","OOJFKJFD_02158","OMAFMDHC_02882","DHLDAANJ_00249","OGNHHAPP_01710","EPILMDOP_00154","OJOAJMDO_01788","FKHFPJNE_00187","JDGPEFCB_03243","EKBIAHBP_00560","GEOHAANM_01919","NNGIMOCL_01151","GBFFMACB_02742"
"astE","","Succinylglutamate desuccinylase",581,581,1,1,5340,NA,NA,"",326,968,966,"AAOAKINP_00180","FLNDLMAF_02512","HEGDAGBG_02876","OOJFKJFD_02155","OMAFMDHC_02885","DHLDAANJ_00246","OGNHHAPP_01713","EPILMDOP_00157","OJOAJMDO_01785","FKHFPJNE_00184","JDGPEFCB_03240","EKBIAHBP_00563","GEOHAANM_01916","NNGIMOCL_01154","GBFFMACB_02739"
"astB","","N-succinylarginine dihydrolase",581,581,1,1,5341,NA,NA,"",275,1343,1339,"AAOAKINP_00179","FLNDLMAF_02513","HEGDAGBG_02875","OOJFKJFD_02154","OMAFMDHC_02886","DHLDAANJ_00245","OGNHHAPP_01714","EPILMDOP_00158","OJOAJMDO_01784","FKHFPJNE_00183","JDGPEFCB_03239","EKBIAHBP_00564","GEOHAANM_01915","NNGIMOCL_01155","GBFFMACB_02738"
"astC","","Succinylornithine transaminase",581,581,1,1,5344,NA,NA,"",1178,1226,1225,"AAOAKINP_00176","FLNDLMAF_02516","HEGDAGBG_02872","OOJFKJFD_02151","OMAFMDHC_02889","DHLDAANJ_00242","OGNHHAPP_01717","EPILMDOP_00161","OJOAJMDO_01781","FKHFPJNE_00180","JDGPEFCB_03236","EKBIAHBP_00567","GEOHAANM_01912","NNGIMOCL_01158","GBFFMACB_03467"
"xthA","","Exodeoxyribonuclease III",581,581,1,1,5345,NA,NA,"",806,878,806,"AAOAKINP_00175","FLNDLMAF_02517","HEGDAGBG_02871","OOJFKJFD_02150","OMAFMDHC_02890","DHLDAANJ_00241","OGNHHAPP_01718","EPILMDOP_00162","OJOAJMDO_01780","FKHFPJNE_00179","JDGPEFCB_03235","EKBIAHBP_00568","GEOHAANM_01911","NNGIMOCL_01159","GBFFMACB_03468"
"gdhA_2","","NADP-specific glutamate dehydrogenase",581,581,1,1,5348,NA,NA,"",1250,1343,1342,"AAOAKINP_00172","FLNDLMAF_02520","HEGDAGBG_02868","OOJFKJFD_02147","OMAFMDHC_02893","DHLDAANJ_03682","OGNHHAPP_01721","EPILMDOP_00165","OJOAJMDO_01777","FKHFPJNE_00176","JDGPEFCB_03232","EKBIAHBP_00571","GEOHAANM_01908","NNGIMOCL_01162","GBFFMACB_03471"
"ydjE_2","","Inner membrane metabolite transport protein YdjE",581,581,1,1,5356,NA,NA,"",581,1358,1356,"AAOAKINP_00165","FLNDLMAF_02527","HEGDAGBG_02861","OOJFKJFD_02140","OMAFMDHC_02900","DHLDAANJ_03689","OGNHHAPP_01728","EPILMDOP_00172","OJOAJMDO_01770","FKHFPJNE_00169","JDGPEFCB_03225","EKBIAHBP_00578","GEOHAANM_01901","NNGIMOCL_01169","GBFFMACB_03478"
"mipA","","MltA-interacting protein",581,581,1,1,5370,NA,NA,"",647,746,745,"AAOAKINP_00151","FLNDLMAF_02541","HEGDAGBG_02847","OOJFKJFD_02126","OMAFMDHC_02914","DHLDAANJ_03703","OGNHHAPP_01742","EPILMDOP_00186","OJOAJMDO_01756","FKHFPJNE_00155","JDGPEFCB_03211","EKBIAHBP_00592","GEOHAANM_01887","NNGIMOCL_01183","GBFFMACB_03492"
"group_1242","","hypothetical protein",581,581,1,1,5400,NA,NA,"",1586,1634,1593,"AAOAKINP_00121","FLNDLMAF_02571","HEGDAGBG_02817","OOJFKJFD_02096","OMAFMDHC_02944","DHLDAANJ_03552","OGNHHAPP_01772","EPILMDOP_00216","OJOAJMDO_01726","FKHFPJNE_00125","JDGPEFCB_03181","EKBIAHBP_00622","GEOHAANM_01857","NNGIMOCL_01213","GBFFMACB_03522"
"yodB","","Cytochrome b561 ",581,581,1,1,5402,NA,NA,"",407,530,529,"AAOAKINP_00119","FLNDLMAF_02573","HEGDAGBG_02815","OOJFKJFD_02094","OMAFMDHC_02946","DHLDAANJ_03554","OGNHHAPP_01774","EPILMDOP_00218","OJOAJMDO_01724","FKHFPJNE_00123","JDGPEFCB_03179","EKBIAHBP_00624","GEOHAANM_01855","NNGIMOCL_01215","GBFFMACB_03524"
"ydcV_2","","Inner membrane ABC transporter permease protein YdcV",581,581,1,1,5433,NA,NA,"",404,779,778,"AAOAKINP_00090","FLNDLMAF_02602","HEGDAGBG_02786","OOJFKJFD_02065","OMAFMDHC_02975","DHLDAANJ_03817","OGNHHAPP_01803","EPILMDOP_00247","OJOAJMDO_03173","FKHFPJNE_00094","JDGPEFCB_03150","EKBIAHBP_00653","GEOHAANM_03080","NNGIMOCL_01244","GBFFMACB_01939"
"ndh","","NADH dehydrogenase",581,581,1,1,5445,NA,NA,"",1247,1304,1303,"AAOAKINP_00078","FLNDLMAF_02614","HEGDAGBG_02774","OOJFKJFD_02053","OMAFMDHC_02987","DHLDAANJ_04571","OGNHHAPP_01815","EPILMDOP_00259","OJOAJMDO_03185","FKHFPJNE_00082","JDGPEFCB_03138","EKBIAHBP_00665","GEOHAANM_03068","NNGIMOCL_01256","GBFFMACB_01951"
"plsX","","Phosphate acyltransferase",581,581,1,1,5465,NA,NA,"",839,1049,1048,"AAOAKINP_00059","FLNDLMAF_02633","HEGDAGBG_02755","OOJFKJFD_02034","OMAFMDHC_03006","DHLDAANJ_02122","OGNHHAPP_01834","EPILMDOP_00278","OJOAJMDO_03204","FKHFPJNE_00063","JDGPEFCB_03119","EKBIAHBP_00684","GEOHAANM_03049","NNGIMOCL_01275","GBFFMACB_01970"
"yceB","","putative lipoprotein YceB",581,581,1,1,5495,NA,NA,"",560,626,560,"AAOAKINP_00030","FLNDLMAF_02662","HEGDAGBG_02726","OOJFKJFD_02005","OMAFMDHC_03035","DHLDAANJ_02093","OGNHHAPP_01863","EPILMDOP_00307","OJOAJMDO_03233","FKHFPJNE_00034","JDGPEFCB_03090","EKBIAHBP_00713","GEOHAANM_03020","NNGIMOCL_01304","GBFFMACB_01999"
"yceJ","","Cytochrome b561 ",581,581,1,1,5501,NA,NA,"",539,572,571,"AAOAKINP_00024","FLNDLMAF_02668","HEGDAGBG_02720","OOJFKJFD_01999","OMAFMDHC_03041","DHLDAANJ_02087","OGNHHAPP_01869","EPILMDOP_00313","OJOAJMDO_03239","FKHFPJNE_00028","JDGPEFCB_03084","EKBIAHBP_00719","GEOHAANM_03014","NNGIMOCL_01310","GBFFMACB_02005"
"group_1253","","hypothetical protein",581,581,1,1,5503,NA,NA,"",290,1052,1050,"AAOAKINP_00022","FLNDLMAF_02670","HEGDAGBG_02718","OOJFKJFD_01997","OMAFMDHC_03043","DHLDAANJ_02085","OGNHHAPP_01871","EPILMDOP_00315","OJOAJMDO_03241","FKHFPJNE_00026","JDGPEFCB_03082","EKBIAHBP_00721","GEOHAANM_03012","NNGIMOCL_01312","GBFFMACB_02007"
"ycdZ","","Inner membrane protein YcdZ",581,581,1,1,5524,NA,NA,"",494,512,509,"AAOAKINP_00004","FLNDLMAF_02688","HEGDAGBG_04666","OOJFKJFD_01979","OMAFMDHC_03061","DHLDAANJ_04477","OGNHHAPP_01889","EPILMDOP_00333","OJOAJMDO_03259","FKHFPJNE_00008","JDGPEFCB_03064","EKBIAHBP_04654","GEOHAANM_02994","NNGIMOCL_01330","GBFFMACB_02025"
"grpE","","Protein GrpE",581,581,1,1,3026,NA,NA,"",590,782,781,"AAOAKINP_01390","FLNDLMAF_00476","HEGDAGBG_02364","OOJFKJFD_03047","OMAFMDHC_00649","DHLDAANJ_04028","OGNHHAPP_01537","EPILMDOP_04496","OJOAJMDO_03774","FKHFPJNE_02466","JDGPEFCB_00648","EKBIAHBP_00754","GEOHAANM_01609","NNGIMOCL_00020","GBFFMACB_03246"
"recN","","DNA repair protein RecN",581,581,1,1,3028,NA,NA,"",1592,1661,1660,"AAOAKINP_01388","FLNDLMAF_00474","HEGDAGBG_02362","OOJFKJFD_03045","OMAFMDHC_00647","DHLDAANJ_04585","OGNHHAPP_01535","EPILMDOP_04494","OJOAJMDO_03772","FKHFPJNE_02468","JDGPEFCB_00646","EKBIAHBP_00756","GEOHAANM_01611","NNGIMOCL_00022","GBFFMACB_03248"
"group_1259","","hypothetical protein",581,581,1,1,3057,NA,NA,"",497,578,577,"AAOAKINP_01366","FLNDLMAF_00452","HEGDAGBG_02340","OOJFKJFD_03023","OMAFMDHC_00625","DHLDAANJ_03644","OGNHHAPP_01513","EPILMDOP_01437","OJOAJMDO_03750","FKHFPJNE_02490","JDGPEFCB_00624","EKBIAHBP_00778","GEOHAANM_01633","NNGIMOCL_00044","GBFFMACB_03270"
"group_1260","","hypothetical protein",581,581,1,1,3070,NA,NA,"",896,1058,1057,"AAOAKINP_01355","FLNDLMAF_00441","HEGDAGBG_02329","OOJFKJFD_03012","OMAFMDHC_00614","DHLDAANJ_00783","OGNHHAPP_01502","EPILMDOP_01448","OJOAJMDO_03739","FKHFPJNE_02501","JDGPEFCB_00613","EKBIAHBP_00789","GEOHAANM_01644","NNGIMOCL_00055","GBFFMACB_03281"
"group_1261","","hypothetical protein",581,581,1,1,3072,NA,NA,"",311,1766,1763,"AAOAKINP_01353","FLNDLMAF_00439","HEGDAGBG_02327","OOJFKJFD_03010","OMAFMDHC_00612","DHLDAANJ_00781","OGNHHAPP_01500","EPILMDOP_01450","OJOAJMDO_03737","FKHFPJNE_02503","JDGPEFCB_00611","EKBIAHBP_00791","GEOHAANM_01646","NNGIMOCL_00057","GBFFMACB_03283"
"xerC_1","","Tyrosine recombinase XerC",581,581,1,1,3091,NA,NA,"",899,1025,1024,"AAOAKINP_01336","FLNDLMAF_00422","HEGDAGBG_02310","OOJFKJFD_02993","OMAFMDHC_00595","DHLDAANJ_00764","OGNHHAPP_01483","EPILMDOP_01467","OJOAJMDO_02338","FKHFPJNE_02520","JDGPEFCB_00594","EKBIAHBP_00808","GEOHAANM_01663","NNGIMOCL_00074","GBFFMACB_04703"
"group_1267","","hypothetical protein",581,581,1,1,3107,NA,NA,"",797,896,895,"AAOAKINP_01322","FLNDLMAF_00408","HEGDAGBG_02296","OOJFKJFD_02979","OMAFMDHC_00581","DHLDAANJ_00750","OGNHHAPP_01469","EPILMDOP_01481","OJOAJMDO_02323","FKHFPJNE_02534","JDGPEFCB_00580","EKBIAHBP_00822","GEOHAANM_01677","NNGIMOCL_00088","GBFFMACB_04503"
"hoxN","","High-affinity nickel transport protein",581,581,1,1,3109,NA,NA,"",710,1013,1011,"AAOAKINP_01320","FLNDLMAF_00406","HEGDAGBG_02294","OOJFKJFD_02977","OMAFMDHC_00579","DHLDAANJ_00748","OGNHHAPP_01467","EPILMDOP_01483","OJOAJMDO_02321","FKHFPJNE_02536","JDGPEFCB_00578","EKBIAHBP_00824","GEOHAANM_01679","NNGIMOCL_00090","GBFFMACB_04505"
"tctD","","Transcriptional regulatory protein tctD",581,581,1,1,3111,NA,NA,"",665,674,673,"AAOAKINP_01318","FLNDLMAF_00404","HEGDAGBG_02292","OOJFKJFD_02975","OMAFMDHC_00577","DHLDAANJ_00746","OGNHHAPP_01465","EPILMDOP_01485","OJOAJMDO_02319","FKHFPJNE_02538","JDGPEFCB_00576","EKBIAHBP_00826","GEOHAANM_01681","NNGIMOCL_00092","GBFFMACB_02828"
"glaR","","HTH-type transcriptional repressor GlaR",581,581,1,1,3125,NA,NA,"",470,677,676,"AAOAKINP_01307","FLNDLMAF_00393","HEGDAGBG_02281","OOJFKJFD_02964","OMAFMDHC_00566","DHLDAANJ_00735","OGNHHAPP_01454","EPILMDOP_01496","OJOAJMDO_02308","FKHFPJNE_02549","JDGPEFCB_00565","EKBIAHBP_00837","GEOHAANM_01692","NNGIMOCL_00103","GBFFMACB_02839"
"ygaV","","putative HTH-type transcriptional regulator YgaV",581,581,1,1,3128,NA,NA,"",206,299,298,"AAOAKINP_01304","FLNDLMAF_00390","HEGDAGBG_02278","OOJFKJFD_02961","OMAFMDHC_00563","DHLDAANJ_00732","OGNHHAPP_01451","EPILMDOP_01499","OJOAJMDO_02305","FKHFPJNE_02552","JDGPEFCB_00562","EKBIAHBP_00840","GEOHAANM_01695","NNGIMOCL_00106","GBFFMACB_02842"
"group_1272","","hypothetical protein",581,581,1,1,3133,NA,NA,"",350,371,350,"AAOAKINP_01299","FLNDLMAF_00385","HEGDAGBG_02273","OOJFKJFD_02956","OMAFMDHC_00558","DHLDAANJ_00727","OGNHHAPP_01446","EPILMDOP_01504","OJOAJMDO_02300","FKHFPJNE_02557","JDGPEFCB_00557","EKBIAHBP_00845","GEOHAANM_01700","NNGIMOCL_00111","GBFFMACB_02847"
"ygaM","","putative protein YgaM",581,581,1,1,3134,NA,NA,"",260,326,325,"AAOAKINP_01298","FLNDLMAF_00384","HEGDAGBG_02272","OOJFKJFD_02955","OMAFMDHC_00557","DHLDAANJ_00726","OGNHHAPP_01445","EPILMDOP_01505","OJOAJMDO_02299","FKHFPJNE_02558","JDGPEFCB_00556","EKBIAHBP_00846","GEOHAANM_01701","NNGIMOCL_00112","GBFFMACB_02848"
"gabR_1","","HTH-type transcriptional regulatory protein GabR",581,581,1,1,3135,NA,NA,"",479,1334,1332,"AAOAKINP_01297","FLNDLMAF_00383","HEGDAGBG_02271","OOJFKJFD_02954","OMAFMDHC_00556","DHLDAANJ_00725","OGNHHAPP_01444","EPILMDOP_01506","OJOAJMDO_02298","FKHFPJNE_02559","JDGPEFCB_00555","EKBIAHBP_00847","GEOHAANM_01702","NNGIMOCL_00113","GBFFMACB_02849"
"group_1275","","hypothetical protein",581,581,1,1,3136,NA,NA,"",275,431,430,"AAOAKINP_01296","FLNDLMAF_00382","HEGDAGBG_02270","OOJFKJFD_02953","OMAFMDHC_00555","DHLDAANJ_00724","OGNHHAPP_01443","EPILMDOP_01507","OJOAJMDO_02297","FKHFPJNE_02560","JDGPEFCB_00554","EKBIAHBP_00848","GEOHAANM_01703","NNGIMOCL_00114","GBFFMACB_02850"
"nrdE","","Ribonucleoside-diphosphate reductase 2 subunit alpha",581,581,1,1,3139,NA,NA,"",1622,2117,2116,"AAOAKINP_01293","FLNDLMAF_00379","HEGDAGBG_02267","OOJFKJFD_02950","OMAFMDHC_00552","DHLDAANJ_00721","OGNHHAPP_01440","EPILMDOP_01510","OJOAJMDO_02294","FKHFPJNE_02563","JDGPEFCB_00551","EKBIAHBP_00851","GEOHAANM_01706","NNGIMOCL_00117","GBFFMACB_02853"
"proV","","Glycine betaine/proline betaine transport system ATP-binding protein ProV",581,581,1,1,3141,NA,NA,"",1094,1202,1201,"AAOAKINP_01291","FLNDLMAF_00377","HEGDAGBG_02265","OOJFKJFD_02948","OMAFMDHC_00550","DHLDAANJ_00719","OGNHHAPP_01438","EPILMDOP_01512","OJOAJMDO_02292","FKHFPJNE_02565","JDGPEFCB_00549","EKBIAHBP_00853","GEOHAANM_01708","NNGIMOCL_00119","GBFFMACB_02855"
"group_1278","","hypothetical protein",581,581,1,1,3148,NA,NA,"",491,1370,1368,"AAOAKINP_01284","FLNDLMAF_00370","HEGDAGBG_02258","OOJFKJFD_02941","OMAFMDHC_00543","DHLDAANJ_00712","OGNHHAPP_01431","EPILMDOP_01519","OJOAJMDO_02285","FKHFPJNE_02572","JDGPEFCB_00542","EKBIAHBP_00860","GEOHAANM_01715","NNGIMOCL_00126","GBFFMACB_02862"
"yqaB","","Fructose-1-phosphate phosphatase YqaB",581,581,1,1,3152,NA,NA,"",554,566,565,"AAOAKINP_01280","FLNDLMAF_00366","HEGDAGBG_02254","OOJFKJFD_02937","OMAFMDHC_00539","DHLDAANJ_00708","OGNHHAPP_01427","EPILMDOP_01523","OJOAJMDO_02281","FKHFPJNE_02576","JDGPEFCB_00538","EKBIAHBP_00864","GEOHAANM_01719","NNGIMOCL_00130","GBFFMACB_02866"
"cysC","","Adenylyl-sulfate kinase",581,581,1,1,2982,NA,NA,"",422,605,604,"AAOAKINP_01168","FLNDLMAF_00254","HEGDAGBG_02142","OOJFKJFD_00912","OMAFMDHC_00427","DHLDAANJ_02560","OGNHHAPP_01315","EPILMDOP_01633","OJOAJMDO_02169","FKHFPJNE_02688","JDGPEFCB_00426","EKBIAHBP_00974","GEOHAANM_01831","NNGIMOCL_00242","GBFFMACB_02182"
"group_1294","","hypothetical protein",581,581,1,1,2969,NA,NA,"",191,356,355,"AAOAKINP_01157","FLNDLMAF_00243","HEGDAGBG_02131","OOJFKJFD_00901","OMAFMDHC_00416","DHLDAANJ_02571","OGNHHAPP_01304","EPILMDOP_01644","OJOAJMDO_02158","FKHFPJNE_02699","JDGPEFCB_00415","EKBIAHBP_00985","GEOHAANM_01842","NNGIMOCL_00253","GBFFMACB_02171"
"queD","","6-carboxy-5,6,7,8-tetrahydropterin synthase",581,581,1,1,2963,NA,NA,"",260,362,361,"AAOAKINP_01151","FLNDLMAF_00237","HEGDAGBG_02125","OOJFKJFD_00895","OMAFMDHC_00410","DHLDAANJ_02577","OGNHHAPP_01298","EPILMDOP_01650","OJOAJMDO_02152","FKHFPJNE_02705","JDGPEFCB_00409","EKBIAHBP_00991","GEOHAANM_00409","NNGIMOCL_00259","GBFFMACB_02165"
"yfcS_1","","putative fimbrial chaperone YfcS",581,581,1,1,2955,NA,NA,"",329,773,772,"AAOAKINP_01143","FLNDLMAF_00229","HEGDAGBG_02117","OOJFKJFD_00887","OMAFMDHC_00402","DHLDAANJ_01184","OGNHHAPP_01290","EPILMDOP_02061","OJOAJMDO_03347","FKHFPJNE_02713","JDGPEFCB_00401","EKBIAHBP_00999","GEOHAANM_00401","NNGIMOCL_00267","GBFFMACB_02157"
"garK_2","","Glycerate 2-kinase",581,581,1,1,2947,NA,NA,"",806,1142,1140,"AAOAKINP_01135","FLNDLMAF_00221","HEGDAGBG_02109","OOJFKJFD_00879","OMAFMDHC_00394","DHLDAANJ_01176","OGNHHAPP_01282","EPILMDOP_02053","OJOAJMDO_03339","FKHFPJNE_02721","JDGPEFCB_00393","EKBIAHBP_01007","GEOHAANM_00393","NNGIMOCL_00275","GBFFMACB_02149"
"gudD","","Glucarate dehydratase",581,581,1,1,2946,NA,NA,"",386,1340,1336,"AAOAKINP_01134","FLNDLMAF_00220","HEGDAGBG_02108","OOJFKJFD_00878","OMAFMDHC_00393","DHLDAANJ_01175","OGNHHAPP_01281","EPILMDOP_02052","OJOAJMDO_03338","FKHFPJNE_02722","JDGPEFCB_00392","EKBIAHBP_01008","GEOHAANM_00392","NNGIMOCL_00276","GBFFMACB_02148"
"fucI","","L-fucose isomerase",581,581,1,1,2930,NA,NA,"",1718,1775,1774,"AAOAKINP_01118","FLNDLMAF_00204","HEGDAGBG_02092","OOJFKJFD_00862","OMAFMDHC_00377","DHLDAANJ_01159","OGNHHAPP_01265","EPILMDOP_02036","OJOAJMDO_03322","FKHFPJNE_02738","JDGPEFCB_00376","EKBIAHBP_01024","GEOHAANM_00376","NNGIMOCL_00292","GBFFMACB_02132"
"csdA","","Cysteine desulfurase CsdA",581,581,1,1,2921,NA,NA,"",1205,1301,1205,"AAOAKINP_01109","FLNDLMAF_00195","HEGDAGBG_02083","OOJFKJFD_00853","OMAFMDHC_00367","DHLDAANJ_01150","OGNHHAPP_01256","EPILMDOP_02027","OJOAJMDO_03313","FKHFPJNE_02747","JDGPEFCB_00367","EKBIAHBP_01034","GEOHAANM_00367","NNGIMOCL_00301","GBFFMACB_02123"
"csdE","","Sulfur acceptor protein CsdE",581,581,1,1,2920,NA,NA,"",335,443,442,"AAOAKINP_01108","FLNDLMAF_00194","HEGDAGBG_02082","OOJFKJFD_00852","OMAFMDHC_00366","DHLDAANJ_01149","OGNHHAPP_01255","EPILMDOP_02026","OJOAJMDO_03312","FKHFPJNE_02748","JDGPEFCB_00366","EKBIAHBP_01035","GEOHAANM_00366","NNGIMOCL_00302","GBFFMACB_02122"
"amiC","","N-acetylmuramoyl-L-alanine amidase AmiC",581,581,1,1,2916,NA,NA,"",1139,1253,1252,"AAOAKINP_01102","FLNDLMAF_00188","HEGDAGBG_02076","OOJFKJFD_00846","OMAFMDHC_00360","DHLDAANJ_01143","OGNHHAPP_01249","EPILMDOP_02020","OJOAJMDO_03306","FKHFPJNE_02754","JDGPEFCB_00360","EKBIAHBP_01041","GEOHAANM_00360","NNGIMOCL_00308","GBFFMACB_02116"
"ptsP","","Phosphoenolpyruvate-dependent phosphotransferase system",581,581,1,1,2904,NA,NA,"",2228,2246,2245,"AAOAKINP_01090","FLNDLMAF_00176","HEGDAGBG_02064","OOJFKJFD_00834","OMAFMDHC_00348","DHLDAANJ_01131","OGNHHAPP_01237","EPILMDOP_02008","OJOAJMDO_03294","FKHFPJNE_02766","JDGPEFCB_00348","EKBIAHBP_01053","GEOHAANM_00348","NNGIMOCL_00320","GBFFMACB_02104"
"allS_1","","HTH-type transcriptional activator AllS",581,581,1,1,2887,NA,NA,"",617,863,862,"AAOAKINP_01073","FLNDLMAF_00159","HEGDAGBG_02047","OOJFKJFD_00817","OMAFMDHC_00331","DHLDAANJ_01114","OGNHHAPP_01220","EPILMDOP_01991","OJOAJMDO_03277","FKHFPJNE_02783","JDGPEFCB_00331","EKBIAHBP_01070","GEOHAANM_00331","NNGIMOCL_00337","GBFFMACB_04736"
"yqeG","","Inner membrane transport protein YqeG",581,581,1,1,2885,NA,NA,"",497,1229,1227,"AAOAKINP_01071","FLNDLMAF_00157","HEGDAGBG_02045","OOJFKJFD_00815","OMAFMDHC_00329","DHLDAANJ_01112","OGNHHAPP_01218","EPILMDOP_01989","OJOAJMDO_03275","FKHFPJNE_02785","JDGPEFCB_00329","EKBIAHBP_01072","GEOHAANM_00329","NNGIMOCL_00339","GBFFMACB_04792"
"group_1319","","hypothetical protein",581,581,1,1,2741,NA,NA,"",137,140,137,"AAOAKINP_00931","FLNDLMAF_00017","HEGDAGBG_02573","OOJFKJFD_00675","OMAFMDHC_00189","DHLDAANJ_03278","OGNHHAPP_02086","EPILMDOP_04146","OJOAJMDO_00521","FKHFPJNE_03822","JDGPEFCB_00189","EKBIAHBP_01212","GEOHAANM_00189","NNGIMOCL_00479","GBFFMACB_00543"
"metC","","Cystathionine beta-lyase MetC",581,581,1,1,2740,NA,NA,"",1019,1187,1186,"AAOAKINP_00930","FLNDLMAF_00016","HEGDAGBG_02572","OOJFKJFD_00674","OMAFMDHC_00188","DHLDAANJ_03277","OGNHHAPP_02085","EPILMDOP_04147","OJOAJMDO_00522","FKHFPJNE_03823","JDGPEFCB_00188","EKBIAHBP_01213","GEOHAANM_00188","NNGIMOCL_00480","GBFFMACB_00544"
"rhaS_2","","HTH-type transcriptional activator RhaS",581,581,1,1,2738,NA,NA,"",662,917,916,"AAOAKINP_00928","FLNDLMAF_00014","HEGDAGBG_02570","OOJFKJFD_00672","OMAFMDHC_00186","DHLDAANJ_03275","OGNHHAPP_02083","EPILMDOP_04149","OJOAJMDO_00524","FKHFPJNE_03825","JDGPEFCB_00186","EKBIAHBP_01215","GEOHAANM_00186","NNGIMOCL_00482","GBFFMACB_00546"
"group_1323","","Solute-binding protein",581,581,1,1,2731,NA,NA,"",485,983,982,"AAOAKINP_00921","FLNDLMAF_00007","HEGDAGBG_02563","OOJFKJFD_00665","OMAFMDHC_00179","DHLDAANJ_03926","OGNHHAPP_02076","EPILMDOP_04156","OJOAJMDO_00531","FKHFPJNE_03832","JDGPEFCB_00179","EKBIAHBP_01222","GEOHAANM_00179","NNGIMOCL_00489","GBFFMACB_00553"
"group_1324","rhaS_2","HTH-type transcriptional activator RhaS",581,581,1,1,2722,NA,NA,"",467,866,865,"AAOAKINP_00915","FLNDLMAF_00001","HEGDAGBG_02557","OOJFKJFD_00659","OMAFMDHC_00173","DHLDAANJ_03932","OGNHHAPP_02070","EPILMDOP_04162","OJOAJMDO_00537","FKHFPJNE_03838","JDGPEFCB_00173","EKBIAHBP_01228","GEOHAANM_00173","NNGIMOCL_00495","GBFFMACB_00559"
"group_1325","","hypothetical protein",581,581,1,1,2715,NA,NA,"",419,581,580,"AAOAKINP_00908","FLNDLMAF_03902","HEGDAGBG_02550","OOJFKJFD_00652","OMAFMDHC_00166","DHLDAANJ_03939","OGNHHAPP_02063","EPILMDOP_04169","OJOAJMDO_00544","FKHFPJNE_03845","JDGPEFCB_00166","EKBIAHBP_01235","GEOHAANM_00166","NNGIMOCL_00502","GBFFMACB_00566"
"cpdA","","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",581,581,1,1,2714,NA,NA,"",827,947,827,"AAOAKINP_00907","FLNDLMAF_03901","HEGDAGBG_02549","OOJFKJFD_00651","OMAFMDHC_00165","DHLDAANJ_03940","OGNHHAPP_02062","EPILMDOP_04170","OJOAJMDO_00545","FKHFPJNE_03846","JDGPEFCB_00165","EKBIAHBP_01236","GEOHAANM_00165","NNGIMOCL_00503","GBFFMACB_00567"
"assT_1","","Arylsulfate sulfotransferase AssT",581,581,1,1,2705,NA,NA,"",1631,1796,1783,"AAOAKINP_00898","FLNDLMAF_03892","HEGDAGBG_02540","OOJFKJFD_00642","OMAFMDHC_00156","DHLDAANJ_03871","OGNHHAPP_02053","EPILMDOP_04489","OJOAJMDO_00554","FKHFPJNE_03855","JDGPEFCB_00156","EKBIAHBP_01245","GEOHAANM_00156","NNGIMOCL_00512","GBFFMACB_00576"
"rpoD","","RNA polymerase sigma factor RpoD",581,581,1,1,2686,NA,NA,"",1370,1982,1980,"AAOAKINP_00879","FLNDLMAF_03873","HEGDAGBG_02521","OOJFKJFD_00623","OMAFMDHC_00137","DHLDAANJ_03890","OGNHHAPP_02034","EPILMDOP_04470","OJOAJMDO_00573","FKHFPJNE_03874","JDGPEFCB_00137","EKBIAHBP_01264","GEOHAANM_00137","NNGIMOCL_00531","GBFFMACB_00595"
"yqjH","","NADPH-dependent ferric-chelate reductase",581,581,1,1,2684,NA,NA,"",419,767,765,"AAOAKINP_00876","FLNDLMAF_03870","HEGDAGBG_02518","OOJFKJFD_00620","OMAFMDHC_00134","DHLDAANJ_03893","OGNHHAPP_02031","EPILMDOP_04467","OJOAJMDO_00576","FKHFPJNE_03877","JDGPEFCB_00134","EKBIAHBP_01267","GEOHAANM_00134","NNGIMOCL_00534","GBFFMACB_00598"
"yqjI","","Transcriptional regulator YqjI",581,581,1,1,2683,NA,NA,"",602,644,643,"AAOAKINP_00875","FLNDLMAF_03869","HEGDAGBG_02517","OOJFKJFD_00619","OMAFMDHC_00133","DHLDAANJ_00402","OGNHHAPP_02030","EPILMDOP_03220","OJOAJMDO_00577","FKHFPJNE_03878","JDGPEFCB_00133","EKBIAHBP_01268","GEOHAANM_00133","NNGIMOCL_00535","GBFFMACB_00599"
