"sra_accession"	"location"	"HHS_region"	"date"	"agency_submitter"	"clin_env"	"sample_type_std"	"host_assoc"	"bioproject"	"biosample"	"year_uploaded"	"ST"	"source"
"123"	"SRR10493606"	"USA:ID"	"10"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13326214"	2019	"10"	"bovenv"
"124"	"SRR10493608"	"USA:ID"	"10"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13326219"	2019	"10"	"bovenv"
"125"	"SRR10493610"	"USA:ID"	"10"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13326223"	2019	"10"	"bovenv"
"126"	"SRR10493612"	"USA:ID"	"10"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13326218"	2019	"10"	"bovenv"
"127"	"SRR10493614"	"USA:ID"	"10"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13326221"	2019	"10"	"bovenv"
"128"	"SRR10493616"	"USA:ID"	"10"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13326222"	2019	"10"	"bovenv"
"129"	"SRR10493617"	"USA:ID"	"10"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13326229"	2019	"10"	"bovenv"
"130"	"SRR10493621"	"USA:ID"	"10"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13326225"	2019	"10"	"bovenv"
"131"	"SRR10493630"	"USA:ID"	"10"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13326232"	2019	"10"	"bovenv"
"132"	"SRR10493632"	"USA:ID"	"10"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13326215"	2019	"10"	"bovenv"
"133"	"SRR10493633"	"USA:ID"	"10"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13326226"	2019	"10"	"bovenv"
"134"	"SRR10493634"	"USA:ID"	"10"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13326228"	2019	"10"	"bovenv"
"135"	"SRR10493635"	"USA:ID"	"10"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13326233"	2019	"10"	"bovenv"
"136"	"SRR10493639"	"USA:ID"	"10"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13326224"	2019	"10"	"bovenv"
"137"	"SRR10493644"	"USA:ID"	"10"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13326220"	2019	"10"	"bovenv"
"138"	"SRR10493645"	"USA:ID"	"10"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13326227"	2019	"10"	"bovenv"
"139"	"SRR10493646"	"USA:ID"	"10"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13326231"	2019	"10"	"bovenv"
"140"	"SRR10493648"	"USA:ID"	"10"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13326234"	2019	"10"	"bovenv"
"141"	"SRR10493657"	"USA:ID"	"10"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13326216"	2019	"10"	"bovenv"
"142"	"SRR10493667"	"USA:ID"	"10"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13326230"	2019	"10"	"bovenv"
"143"	"SRR10502094"	"USA:FL"	"4"	2019	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA324570"	"SAMN13340445"	2019	"10"	"bovclin"
"144"	"SRR10530264"	"USA:CA"	"9"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13385999"	2019	"10"	"bovenv"
"145"	"SRR10530286"	"USA:TX"	"6"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13386006"	2019	"10"	"bovenv"
"146"	"SRR10530287"	"USA:TX"	"6"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13386007"	2019	"10"	"bovenv"
"147"	"SRR10530288"	"USA:CA"	"9"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13386000"	2019	"10"	"bovenv"
"148"	"SRR10574793"	"USA:MI"	"5"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13447693"	2019	"10"	"bovenv"
"149"	"SRR10577733"	"USA"	"2"	2019	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN13471129"	2019	"10"	"humall"
"150"	"SRR10582735"	"USA:ID"	"10"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13474547"	2019	"10"	"bovenv"
"151"	"SRR10603411"	"USA:CA"	"9"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13497910"	2019	"10"	"bovenv"
"152"	"SRR10611992"	"USA:CA"	"9"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13513889"	2019	"10"	"bovenv"
"153"	"SRR10615184"	"USA:NE"	"7"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13517057"	2019	"10"	"bovenv"
"154"	"SRR10615188"	"USA:CA"	"9"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13517058"	2019	"10"	"bovenv"
"155"	"SRR10682884"	"USA:TX"	"6"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13552014"	2019	"10"	"bovenv"
"156"	"SRR10691570"	"USA:NE"	"7"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13559505"	2019	"10"	"bovenv"
"157"	"SRR10691577"	"USA:NE"	"7"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13559506"	2019	"10"	"bovenv"
"158"	"SRR10691594"	"USA:NE"	"7"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13559504"	2019	"10"	"bovenv"
"159"	"SRR10691697"	"USA:IL"	"5"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13560677"	2019	"10"	"bovenv"
"160"	"SRR10708479"	"USA:NJ"	"2"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13578203"	2019	"10"	"bovenv"
"161"	"SRR10734211"	"USA:NE"	"7"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13624460"	2019	"10"	"bovenv"
"162"	"SRR10734233"	"USA:MN"	"5"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13624462"	2019	"10"	"bovenv"
"163"	"SRR10734258"	"USA:NE"	"7"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13624461"	2019	"10"	"bovenv"
"164"	"SRR10740618"	"USA:MN"	"5"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13385963"	2019	"10"	"bovenv"
"165"	"SRR10740638"	"USA:MN"	"5"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13385962"	2019	"10"	"bovenv"
"166"	"SRR10740649"	"USA:MN"	"5"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13385965"	2019	"10"	"bovenv"
"167"	"SRR10740654"	"USA:MN"	"5"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13385960"	2019	"10"	"bovenv"
"168"	"SRR10740655"	"USA:MN"	"5"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13385966"	2019	"10"	"bovenv"
"169"	"SRR10740758"	"USA:MN"	"5"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13385964"	2019	"10"	"bovenv"
"170"	"SRR10740812"	"USA:MN"	"5"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13385959"	2019	"10"	"bovenv"
"171"	"SRR10740816"	"USA:MN"	"5"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13385961"	2019	"10"	"bovenv"
"172"	"SRR10740817"	"USA:MN"	"5"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13385967"	2019	"10"	"bovenv"
"173"	"SRR10741088"	"USA:WI"	"5"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13633139"	2019	"10"	"bovenv"
"174"	"SRR10771075"	"USA"	"4"	2019	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN13684873"	2019	"10"	"humall"
"175"	"SRR10771554"	"USA"	"2"	2019	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN13686295"	2019	"10"	"humall"
"176"	"SRR10771585"	"USA"	"Not Specified"	2016	"EDLB-CDC"	"clinical/host-associated"	"Blood"	"human"	"PRJNA230403"	"SAMN13686529"	2019	"10"	"humall"
"177"	"SRR10775280"	"USA:WI"	"5"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13682973"	2019	"10"	"bovenv"
"178"	"SRR10824558"	"USA"	"3"	2019	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN13719252"	2020	"10"	"humall"
"179"	"SRR10830163"	"USA"	"6"	2019	"PULSENET"	"clinical/host-associated"	"Blood"	"human"	"PRJNA230403"	"SAMN13738838"	2020	"10"	"humall"
"180"	"SRR10849667"	"USA"	"9"	2019	"EDLB-CDC"	"clinical/host-associated"	"Feces"	"human"	"PRJNA230403"	"SAMN13760690"	2020	"10"	"humall"
"181"	"SRR10901337"	"USA:CA"	"9"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13869986"	2020	"10"	"bovenv"
"182"	"SRR10901346"	"USA:CA"	"9"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13869987"	2020	"10"	"bovenv"
"183"	"SRR10957027"	"USA:CA"	"9"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13908216"	2020	"10"	"bovenv"
"184"	"SRR10963338"	"USA:KY"	"4"	2019	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA324575"	"SAMN13920673"	2020	"10"	"bovclin"
"185"	"SRR10970129"	"USA"	"2"	2019	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN13928125"	2020	"10"	"humall"
"186"	"SRR10972601"	"USA"	"9"	2020	"PULSENET"	"clinical/host-associated"	"Feces"	"human"	"PRJNA230403"	"SAMN13930768"	2020	"10"	"humall"
"187"	"SRR10993309"	"USA"	"5"	2016	"EDLB-CDC"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN13952064"	2020	"10"	"humall"
"188"	"SRR10993323"	"USA"	"Not Specified"	2016	"EDLB-CDC"	"clinical/host-associated"	"Urine"	"human"	"PRJNA230403"	"SAMN13952068"	2020	"10"	"humall"
"189"	"SRR10995708"	"USA:KS"	"7"	2019	"LOUISIANA STATE UNIVERSITY"	"clinical/host-associated"	"Liver"	"bovine"	"PRJNA324575"	"SAMN13944375"	2020	"10"	"bovclin"
"190"	"SRR10995710"	"USA:CO"	"8"	2019	"LOUISIANA STATE UNIVERSITY"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA324575"	"SAMN13944373"	2020	"10"	"bovclin"
"191"	"SRR10997535"	"USA:UT"	"8"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13961734"	2020	"10"	"bovenv"
"192"	"SRR11005718"	"USA:IN"	"5"	2019	"CFSAN"	"clinical/host-associated"	"Liver"	"bovine"	"PRJNA316452"	"SAMN13976061"	2020	"10"	"bovclin"
"193"	"SRR11006108"	"USA:IN"	"5"	2019	"CFSAN"	"clinical/host-associated"	"Tissue Pool"	"bovine"	"PRJNA316452"	"SAMN13976187"	2020	"10"	"bovclin"
"194"	"SRR11015368"	"USA:NE"	"7"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13977726"	2020	"7796"	"bovenv"
"195"	"SRR11015371"	"USA:PA"	"3"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN13977746"	2020	"10"	"bovenv"
"196"	"SRR11029647"	"USA:WA"	"10"	2019	"CFSAN"	"clinical/host-associated"	"Feces"	"bovine"	"PRJNA316452"	"SAMN14008731"	2020	"10"	"bovclin"
"197"	"SRR11029833"	"USA:ID"	"10"	2019	"CFSAN"	"clinical/host-associated"	"Feces"	"bovine"	"PRJNA316452"	"SAMN14010001"	2020	"10"	"bovclin"
"198"	"SRR11035086"	"USA:IL"	"5"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN14051346"	2020	"10"	"bovenv"
"199"	"SRR11041657"	"USA:CA"	"9"	2019	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN14064753"	2020	"10"	"bovenv"
"200"	"SRR11043408"	"USA:KY"	"4"	2019	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA481328"	"SAMN14068990"	2020	"10"	"bovclin"
"201"	"SRR1106157"	"USA:WA"	"10"	2006	"FDA"	"clinical/host-associated"	"Not Specified"	"bovine"	"PRJNA183851"	"SAMN02182922"	2013	"10"	"bovclin"
"202"	"SRR1106251"	"USA:WA"	"10"	2006	"FDA"	"clinical/host-associated"	"Not Specified"	"bovine"	"PRJNA183851"	"SAMN02182931"	2013	"10"	"bovclin"
"203"	"SRR11068404"	"USA:KY"	"4"	2016	"LOUISIANA STATE UNIVERSITY"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA324575"	"SAMN13981346"	2020	"10"	"bovclin"
"204"	"SRR1107461"	"USA:NY"	"2"	2012	"CFSAN"	"env/food/other"	"Beef"	"bovine"	"PRJNA183850"	"SAMN01902415"	2013	"10"	"bovenv"
"205"	"SRR11101167"	"USA:MI"	"5"	2019	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA316457"	"SAMN14125547"	2020	"10"	"bovclin"
"206"	"SRR11101171"	"USA:MI"	"5"	2019	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA316457"	"SAMN14125542"	2020	"10"	"bovclin"
"207"	"SRR11101205"	"USA:MI"	"5"	2019	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA316457"	"SAMN14125562"	2020	"10"	"bovclin"
"208"	"SRR11101206"	"USA:MI"	"5"	2019	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA316457"	"SAMN14125564"	2020	"10"	"bovclin"
"209"	"SRR11123309"	"USA:AZ"	"9"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN14146188"	2020	"10"	"bovenv"
"210"	"SRR11214346"	"USA:NE"	"7"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN14257797"	2020	"10"	"bovenv"
"211"	"SRR11214349"	"USA:NE"	"7"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN14257799"	2020	"10"	"bovenv"
"212"	"SRR11214359"	"USA:NE"	"7"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN14257798"	2020	"10"	"bovenv"
"213"	"SRR11214360"	"USA:NE"	"7"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN14257800"	2020	"10"	"bovenv"
"214"	"SRR1122493"	"USA:MN"	"5"	2005	"UCD-100K"	"env/food/other"	"Beef"	"bovine"	"PRJNA203445"	"SAMN02368388"	2013	"10"	"bovenv"
"215"	"SRR1122622"	"USA:NY"	"2"	2010	"UCD-100K"	"env/food/other"	"Beef"	"bovine"	"PRJNA203445"	"SAMN02367933"	2013	"10"	"bovenv"
"216"	"SRR11232251"	"USA:MN"	"5"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN14271223"	2020	"10"	"bovenv"
"217"	"SRR11278098"	"USA:NE"	"7"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN14341198"	2020	"10"	"bovenv"
"218"	"SRR11396119"	"USA:TX"	"6"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN14430526"	2020	"10"	"bovenv"
"219"	"SRR11396120"	"USA:TX"	"6"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN14430528"	2020	"10"	"bovenv"
"220"	"SRR11396150"	"USA:TX"	"6"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN14430529"	2020	"10"	"bovenv"
"221"	"SRR11396153"	"USA:TX"	"6"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN14430527"	2020	"10"	"bovenv"
"222"	"SRR11450564"	"USA:NY"	"2"	2019	"CFSAN"	"clinical/host-associated"	"Blood"	"bovine"	"PRJNA481328"	"SAMN14487830"	2020	"10"	"bovclin"
"223"	"SRR11453043"	"USA:WI"	"5"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN14487883"	2020	"10"	"bovenv"
"224"	"SRR11487643"	"USA:IL"	"5"	2019	"CFSAN"	"clinical/host-associated"	"Intestine"	"bovine"	"PRJNA481328"	"SAMN14544564"	2020	"10"	"bovclin"
"225"	"SRR11487800"	"USA:IL"	"5"	2019	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA481328"	"SAMN14544586"	2020	"10"	"bovclin"
"226"	"SRR11487833"	"USA:TX"	"6"	2019	"CFSAN"	"clinical/host-associated"	"Intestine"	"bovine"	"PRJNA481328"	"SAMN14544570"	2020	"10"	"bovclin"
"227"	"SRR11488857"	"USA:TX"	"6"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN14544484"	2020	"10"	"bovenv"
"228"	"SRR11521903"	"USA:WI"	"5"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN14570353"	2020	"10"	"bovenv"
"229"	"SRR11560293"	"USA:KY"	"4"	2019	"LOUISIANA STATE UNIVERSITY"	"clinical/host-associated"	"Spleen"	"bovine"	"PRJNA324575"	"SAMN14605674"	2020	"10"	"bovclin"
"230"	"SRR11574679"	"USA:CA"	"9"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN14645649"	2020	"10"	"bovenv"
"231"	"SRR11615713"	"USA:ID"	"10"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN14738174"	2020	"10"	"bovenv"
"232"	"SRR1171404"	"USA:NM"	"6"	2009	"CFSAN"	"env/food/other"	"Beef"	"bovine"	"PRJNA183847"	"SAMN02261141"	2013	"10"	"bovenv"
"233"	"SRR1171465"	"USA:WA"	"10"	2006	"FDA"	"env/food/other"	"Not Specified"	"bovine"	"PRJNA183851"	"SAMN02182929"	2013	"10"	"bovenv"
"234"	"SRR11748672"	"USA:WI"	"5"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN14884463"	2020	"10"	"bovenv"
"235"	"SRR11783240"	"USA:GA"	"4"	2019	"CFSAN"	"clinical/host-associated"	"Intestine"	"bovine"	"PRJNA324570"	"SAMN14911217"	2020	"10"	"bovclin"
"236"	"SRR11783272"	"USA:GA"	"4"	2019	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA324570"	"SAMN14911281"	2020	"10"	"bovclin"
"237"	"SRR11799637"	"USA:ID"	"10"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN14934953"	2020	"10"	"bovenv"
"238"	"SRR11833400"	"USA:CA"	"9"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN14999396"	2020	"10"	"bovenv"
"239"	"SRR11879335"	"USA:CA"	"9"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15060978"	2020	"10"	"bovenv"
"240"	"SRR11991280"	"USA:WI"	"5"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15203290"	2020	"10"	"bovenv"
"241"	"SRR11991397"	"USA:CA"	"9"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15200806"	2020	"10"	"bovenv"
"242"	"SRR12003250"	"USA"	"4"	2020	"PULSENET"	"clinical/host-associated"	"Blood"	"human"	"PRJNA230403"	"SAMN15222688"	2020	"10"	"humall"
"243"	"SRR12075372"	"USA:KY"	"4"	2020	"LOUISIANA STATE UNIVERSITY"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA324575"	"SAMN15349894"	2020	"10"	"bovclin"
"244"	"SRR12116889"	"USA"	"5"	2020	"PULSENET"	"clinical/host-associated"	"Not Specified"	"human"	"PRJNA230403"	"SAMN15403351"	2020	"10"	"humall"
"245"	"SRR12136527"	"USA:TX"	"6"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15428848"	2020	"10"	"bovenv"
"246"	"SRR12136528"	"USA:TX"	"6"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15428847"	2020	"10"	"bovenv"
"247"	"SRR12136529"	"USA:TX"	"6"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15428850"	2020	"10"	"bovenv"
"248"	"SRR12136530"	"USA:TX"	"6"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15428851"	2020	"10"	"bovenv"
"249"	"SRR12136537"	"USA:TX"	"6"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15428849"	2020	"10"	"bovenv"
"250"	"SRR12136553"	"USA:TX"	"6"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15428870"	2020	"10"	"bovenv"
"251"	"SRR12188981"	"USA:NJ"	"2"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15497657"	2020	"3734"	"bovenv"
"252"	"SRR12193701"	"USA:CA"	"9"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15502888"	2020	"10"	"bovenv"
"253"	"SRR12194033"	"USA:CA"	"9"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15502879"	2020	"10"	"bovenv"
"254"	"SRR12194040"	"USA:CA"	"9"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15502887"	2020	"10"	"bovenv"
"255"	"SRR12194045"	"USA:CA"	"9"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15502880"	2020	"10"	"bovenv"
"256"	"SRR12194046"	"USA:CA"	"9"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15502882"	2020	"10"	"bovenv"
"257"	"SRR12194048"	"USA:CA"	"9"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15502883"	2020	"10"	"bovenv"
"258"	"SRR12194050"	"USA:ID"	"10"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15502892"	2020	"10"	"bovenv"
"259"	"SRR12194052"	"USA:CA"	"9"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15502881"	2020	"10"	"bovenv"
"260"	"SRR12194054"	"USA:CA"	"9"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15502885"	2020	"10"	"bovenv"
"261"	"SRR12212542"	"USA:WI"	"5"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15520899"	2020	"10"	"bovenv"
"262"	"SRR12212543"	"USA:WI"	"5"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15520900"	2020	"10"	"bovenv"
"263"	"SRR12362646"	"USA:WI"	"5"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15690316"	2020	"10"	"bovenv"
"264"	"SRR12418434"	"USA:MI"	"5"	2019	"CFSAN"	"clinical/host-associated"	"Liver"	"bovine"	"PRJNA318591"	"SAMN15773479"	2020	"10"	"bovclin"
"265"	"SRR12420044"	"USA:MI"	"5"	2019	"CFSAN"	"clinical/host-associated"	"Lung"	"bovine"	"PRJNA318591"	"SAMN15774181"	2020	"10"	"bovclin"
"266"	"SRR12420840"	"USA:MI"	"5"	2019	"CFSAN"	"clinical/host-associated"	"Feces"	"bovine"	"PRJNA318591"	"SAMN15774190"	2020	"8054"	"bovclin"
"267"	"SRR12424407"	"USA:TX"	"6"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15776163"	2020	"10"	"bovenv"
"268"	"SRR12424409"	"USA:TX"	"6"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15776164"	2020	"10"	"bovenv"
"269"	"SRR12424429"	"USA:TX"	"6"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15776165"	2020	"10"	"bovenv"
"270"	"SRR12424432"	"USA:TX"	"6"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15776175"	2020	"10"	"bovenv"
"271"	"SRR12424433"	"USA:TX"	"6"	2020	"USDA-FSIS"	"env/food/other"	"Beef"	"bovine"	"PRJNA242847"	"SAMN15776176"	2020	"10"	"bovenv"
