Sample name	Output directory	Input files	O antigen prediction	H1 antigen prediction(fliC)	H2 antigen prediction(fljB)	Predicted identification	Predicted antigenic profile	Predicted serotype	Note
SRR10343296	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10343296_seqsero	SRR10343296_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10343297	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10343297_seqsero	SRR10343297_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10343298	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10343298_seqsero	SRR10343298_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10343299	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10343299_seqsero	SRR10343299_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10343300	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10343300_seqsero	SRR10343300_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10343301	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10343301_seqsero	SRR10343301_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10343302	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10343302_seqsero	SRR10343302_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10343303	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10343303_seqsero	SRR10343303_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10343304	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10343304_seqsero	SRR10343304_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10343305	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10343305_seqsero	SRR10343305_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10349484	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10349484_seqsero	SRR10349484_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10349492	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10349492_seqsero	SRR10349492_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10349504	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10349504_seqsero	SRR10349504_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10349510	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10349510_seqsero	SRR10349510_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10356381	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10356381_seqsero	SRR10356381_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10356966	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10356966_seqsero	SRR10356966_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10360903	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10360903_seqsero	SRR10360903_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10363909	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10363909_seqsero	SRR10363909_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10363935	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10363935_seqsero	SRR10363935_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10363936	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10363936_seqsero	SRR10363936_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10363937	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10363937_seqsero	SRR10363937_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10363939	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10363939_seqsero	SRR10363939_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10363981	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10363981_seqsero	SRR10363981_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10395059	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10395059_seqsero	SRR10395059_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10425329	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10425329_seqsero	SRR10425329_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR10429896	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10429896_seqsero	SRR10429896_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR10435105	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10435105_seqsero	SRR10435105_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10442241	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10442241_seqsero	SRR10442241_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10445513	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10445513_seqsero	SRR10445513_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10447378	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10447378_seqsero	SRR10447378_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10465575	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10465575_seqsero	SRR10465575_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10465580	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10465580_seqsero	SRR10465580_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10465592	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10465592_seqsero	SRR10465592_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR10465594	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10465594_seqsero	SRR10465594_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10465595	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10465595_seqsero	SRR10465595_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10465596	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10465596_seqsero	SRR10465596_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10465603	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10465603_seqsero	SRR10465603_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10489463	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10489463_seqsero	SRR10489463_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR10491305	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10491305_seqsero	SRR10491305_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10493604	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10493604_seqsero	SRR10493604_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10493606	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10493606_seqsero	SRR10493606_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR10493608	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10493608_seqsero	SRR10493608_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR10493610	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10493610_seqsero	SRR10493610_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR10493612	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10493612_seqsero	SRR10493612_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10493614	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10493614_seqsero	SRR10493614_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR10493616	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10493616_seqsero	SRR10493616_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10493617	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10493617_seqsero	SRR10493617_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR10493621	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10493621_seqsero	SRR10493621_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR10493630	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10493630_seqsero	SRR10493630_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10493632	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10493632_seqsero	SRR10493632_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR10493633	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10493633_seqsero	SRR10493633_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR10493634	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10493634_seqsero	SRR10493634_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10493635	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10493635_seqsero	SRR10493635_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR10493639	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10493639_seqsero	SRR10493639_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR10493644	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10493644_seqsero	SRR10493644_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10493645	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10493645_seqsero	SRR10493645_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR10493646	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10493646_seqsero	SRR10493646_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR10493648	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10493648_seqsero	SRR10493648_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10493657	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10493657_seqsero	SRR10493657_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR10493667	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10493667_seqsero	SRR10493667_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
SRR10502094	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10502094_seqsero	SRR10502094_assembly.fasta	9	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	9:g,p:-	Dublin	
SRR10530264	/storage/home/smk459/scratch/dub-omics/1.5-seroentero/seqsero/SRR10530264_seqsero	SRR10530264_assembly.fasta	-	g,p	-	Salmonella enterica subspecies enterica (subspecies I)	-:g,p:-	I -:g,p:-	O antigen was not detected. This result may be due to a rough strain that has deleted the rfb region. For raw reads input, the k-mer workflow is sometimes more sensitive than the microassembly workflow in detecting O antigen. Caution should be used with this approach because the k-mer result may be due to low levels of contamination. 
